項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2272,-,2940,-,3494,-,1294,-
0,0,0,0,0,調査世帯数,349,-,76,-,101,-,127,-,45,-
0,0,0,0,0,世帯人員,3.4,-,2,-,3,-,4,-,5.15,-
0,0,0,0,0,有業人員,1.72,-,1.4,-,1.69,-,1.85,-,1.95,-
0,0,0,0,0,世帯主平均年齢,49.6,-,55.8,-,49.5,-,46.9,-,46.4,-
1,0,0,0,0,受取,1136528,-,1026984,-,1158734,-,1173469,-,1178675,-
1,1,0,0,0,実収入,559504,100,468221,100,601503,100,577790,100,574987,100
1,2,0,0,0,経常収入,556729,99.5,465563,99.4,598680,99.5,574227,99.4,574243,99.9
1,3,0,0,0,勤め先収入,543900,97.2,447145,95.5,577928,96.1,568224,98.3,570798,99.3
1,4,0,0,0,世帯主収入,449042,80.3,373519,79.8,472475,78.5,480796,83.2,442670,77
1,6,0,0,0,うち男,427332,76.4,328147,70.1,453175,75.3,468961,81.2,430373,74.8
1,5,0,0,0,定期収入,437547,78.2,354211,75.7,471715,78.4,464169,80.3,434362,75.5
1,5,0,0,0,臨時収入,3122,0.6,2358,0.5,761,0.1,3686,0.6,8309,1.4
1,5,0,0,0,賞与,8372,1.5,16950,3.6,-,-,12940,2.2,-,-
1,4,0,0,0,世帯主の配偶者の収入,79633,14.2,71629,15.3,90849,15.1,73644,12.7,84378,14.7
1,6,0,0,0,うち女,77978,13.9,69143,14.8,90849,15.1,70522,12.2,84378,14.7
1,4,0,0,0,他の世帯員収入,15225,2.7,1996,0.4,14604,2.4,13784,2.4,43750,7.6
1,3,0,0,0,事業・内職収入,7568,1.4,10779,2.3,14890,2.5,1073,0.2,2832,0.5
1,4,0,0,0,家賃収入,2227,0.4,9801,2.1,-,-,-,-,-,-
1,4,0,0,0,他の事業収入,1814,0.3,978,0.2,4280,0.7,1,0,2578,0.4
1,4,0,0,0,内職収入,3527,0.6,-,-,10610,1.8,1072,0.2,254,0
1,3,0,0,0,他の経常収入,5261,0.9,7640,1.6,5863,1,4931,0.9,613,0.1
1,4,0,0,0,財産収入,946,0.2,603,0.1,2102,0.3,547,0.1,0,0
1,4,0,0,0,社会保障給付,4278,0.8,7037,1.5,3633,0.6,4384,0.8,613,0.1
1,5,0,0,0,公的年金給付,1748,0.3,7037,1.5,509,0.1,-,-,-,-
1,5,0,0,0,他の社会保障給付,2530,0.5,-,-,3124,0.5,4384,0.8,613,0.1
