項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,363,-,-,47,-,55,-,50,-,53,-,56,-,53,-,49,-
0,0,世帯人員,3.23,-,-,2.95,-,2.64,-,3.17,-,3.3,-,3.51,-,3.52,-,3.54,-
0,0,有業人員,1.66,-,-,1.42,-,1.48,-,1.4,-,1.79,-,1.65,-,1.83,-,2.01,-
0,0,世帯主平均年齢,51.3,-,-,57.2,-,57.8,-,49.6,-,48.7,-,47.4,-,48.7,-,50.1,-
0,0,消費支出,315952,-,4.1,246127,-,255221,-,289138,-,285984,-,342073,-,398627,-,392356,-
0,0,公共的料金,102432,32.4,10.2,81629,33.2,82738,32.4,97956,33.9,89849,31.4,106364,31.1,142037,35.6,115545,29.4
1,0,公共料金等,66410,21,5.3,49094,19.9,59450,23.3,63072,21.8,60456,21.1,61298,17.9,96610,24.2,74002,18.9
1,1,米,1819,0.6,6.9,2381,1,1501,0.6,1878,0.6,1541,0.5,1851,0.5,1669,0.4,1931,0.5
1,1,食塩,29,0,31.8,70,0,29,0,19,0,7,0,33,0,10,0,36,0
1,1,学校給食,1364,0.4,-24.4,382,0.2,811,0.3,2145,0.7,986,0.3,2547,0.7,1728,0.4,936,0.2
1,1,公営家賃,2508,0.8,463.6,1945,0.8,4986,2,5046,1.7,2025,0.7,-,-,3454,0.9,-,-
1,1,電気代,11771,3.7,-4.5,11424,4.6,12165,4.8,10007,3.5,11272,3.9,12041,3.5,12424,3.1,13039,3.3
1,1,都市ガス,8530,2.7,3.3,7686,3.1,7871,3.1,6963,2.4,7874,2.8,10889,3.2,8319,2.1,10117,2.6
1,1,上下水道料,5666,1.8,0.4,6330,2.6,6004,2.4,5663,2,5320,1.9,5608,1.6,4130,1,6636,1.7
1,1,医科診療代,2771,0.9,-2,1752,0.7,3607,1.4,2070,0.7,3429,1.2,3441,1,2599,0.7,2479,0.6
1,1,歯科診療代,840,0.3,-84.9,1002,0.4,491,0.2,1632,0.6,690,0.2,1014,0.3,554,0.1,511,0.1
1,1,出産入院料,2791,0.9,432.6,-,-,-,-,-,-,-,-,-,-,19215,4.8,-,-
1,1,他の入院料,1343,0.4,527.6,-,-,-,-,-,-,666,0.2,-,-,481,0.1,8230,2.1
1,1,鉄道運賃,3250,1,35.3,2963,1.2,2785,1.1,1714,0.6,3057,1.1,1466,0.4,5831,1.5,4880,1.2
1,1,鉄道通学定期代,113,0,-1.7,-,-,-,-,-,-,-,-,-,-,189,0,599,0.2
1,1,鉄道通勤定期代,3381,1.1,11.4,86,0,1114,0.4,3871,1.3,1569,0.5,2578,0.8,10641,2.7,3628,0.9
1,1,バス代,342,0.1,-16,287,0.1,177,0.1,151,0.1,318,0.1,280,0.1,552,0.1,624,0.2
1,1,バス通学定期代,44,0,46.7,200,0.1,-,-,-,-,39,0,-,-,11,0,62,0
1,1,バス通勤定期代,79,0,14.5,-,-,47,0,-,-,-,-,496,0.1,13,0,-,-
1,1,タクシー代,555,0.2,9.5,772,0.3,272,0.1,351,0.1,405,0.1,289,0.1,445,0.1,1356,0.3
1,1,航空運賃,1249,0.4,364.3,-,-,1686,0.7,4098,1.4,314,0.1,1435,0.4,1162,0.3,-,-
1,1,郵便料,171,0.1,23.9,139,0.1,57,0,64,0,103,0,325,0.1,396,0.1,112,0
1,1,固定電話通信料,1512,0.5,-3.9,1847,0.8,1615,0.6,1569,0.5,1145,0.4,1395,0.4,1153,0.3,1871,0.5
1,1,移動電話通信料,11664,3.7,1.9,6177,2.5,10152,4,10987,3.8,14636,5.1,10582,3.1,16002,4,12949,3.3
1,1,ＮＨＫ放送受信料,1333,0.4,23.2,488,0.2,1946,0.8,1310,0.5,1851,0.6,1622,0.5,1125,0.3,967,0.2
1,1,ケーブルテレビ放送受信料,1042,0.3,-15.4,1091,0.4,822,0.3,1558,0.5,1047,0.4,828,0.2,548,0.1,1411,0.4
1,1,他の放送受信料,270,0.1,87.5,116,0,157,0.1,70,0,443,0.2,350,0.1,144,0,613,0.2
1,1,国公立小学校,266,0.1,43.8,201,0.1,79,0,310,0.1,164,0.1,486,0.1,420,0.1,200,0.1
1,1,国公立中学校,239,0.1,75.7,173,0.1,31,0,-,-,569,0.2,-,-,777,0.2,117,0
1,1,国公立高校,605,0.2,193.7,1521,0.6,521,0.2,1234,0.4,72,0,248,0.1,403,0.1,255,0.1
1,1,国公立大学,423,0.1,222.9,-,-,-,-,-,-,-,-,459,0.1,2038,0.5,434,0.1
1,1,たばこ,440,0.1,-30.2,61,0,523,0.2,361,0.1,913,0.3,1035,0.3,177,0,12,0
2,0,準公共料金等,36022,11.4,20.4,32535,13.2,23289,9.1,34883,12.1,29393,10.3,45066,13.2,45427,11.4,41543,10.6
2,1,牛乳,1119,0.4,-8.2,926,0.4,1026,0.4,842,0.3,773,0.3,1469,0.4,1170,0.3,1621,0.4
2,1,灯油,498,0.2,8,707,0.3,814,0.3,310,0.1,545,0.2,409,0.1,442,0.1,257,0.1
2,1,プロパンガス,637,0.2,8.9,824,0.3,1752,0.7,234,0.1,710,0.2,-,-,757,0.2,162,0
2,1,理髪料,356,0.1,7.2,155,0.1,409,0.2,518,0.2,302,0.1,257,0.1,435,0.1,405,0.1
2,1,パーマネント代,150,0,-49.2,-,-,104,0,273,0.1,-,-,321,0.1,186,0,166,0
2,1,洗濯代,628,0.2,11.5,180,0.1,748,0.3,340,0.1,570,0.2,621,0.2,805,0.2,1114,0.3
2,1,新聞,2035,0.6,9.6,2091,0.8,2574,1,1467,0.5,2378,0.8,1773,0.5,2013,0.5,1943,0.5
2,1,私立小学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,3681,1.2,346.2,467,0.2,-,-,-,-,3020,1.1,1621,0.5,16249,4.1,4181,1.1
2,1,私立高校,3054,1,-27.5,534,0.2,629,0.2,2398,0.8,2727,1,5707,1.7,6568,1.6,2761,0.7
2,1,私立大学,7752,2.5,518.2,19217,7.8,-,-,-,-,-,-,21961,6.4,3074,0.8,10548,2.7
2,1,幼児教育費用,4515,1.4,21.5,981,0.4,200,0.1,15443,5.3,4975,1.7,4741,1.4,1567,0.4,3716,0.9
2,1,民営家賃,11272,3.6,-19.7,5560,2.3,14429,5.7,13059,4.5,12594,4.4,6187,1.8,12160,3.1,14669,3.7
2,1,地代,325,0.1,21.3,892,0.4,603,0.2,-,-,800,0.3,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年 2月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,
項目階層（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
