項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,887,-,1698,-,2450,-,2032,-,2934,-
0,0,0,0,0,調査世帯数,360,-,-,32,-,63,-,90,-,74,-,102,-
0,0,0,0,0,世帯人員,3.3,-,-,2.63,-,3.28,-,3.36,-,3.34,-,3.44,-
0,0,0,0,0,有業人員,1.7,-,-,1.38,-,1.57,-,1.64,-,1.75,-,1.87,-
0,0,0,0,0,世帯主平均年齢,50.5,-,-,57.2,-,51.3,-,48.3,-,49.4,-,50.8,-
0,0,0,0,0,平均年間収入(万円),869,-,-,305,-,515,-,696,-,882,-,1378,-
1,0,0,0,0,受取,1301276,-,10.3,661153,-,858497,-,1039653,-,1326712,-,1950243,-
1,1,0,0,0,実収入,673468,100,6.5,296746,100,413500,100,538749,100,673327,100,1046532,100
1,2,0,0,0,経常収入,662685,98.4,5.8,292443,98.5,407350,98.5,522358,97,662241,98.4,1036629,99.1
1,3,0,0,0,勤め先収入,624865,92.8,5.5,221894,74.8,363489,87.9,487820,90.5,617994,91.8,1013433,96.8
1,4,0,0,0,世帯主収入,523034,77.7,3.8,206723,69.7,329445,79.7,423252,78.6,524801,77.9,809970,77.4
1,6,0,0,0,うち男,497805,73.9,3.4,165099,55.6,298982,72.3,399076,74.1,503031,74.7,790025,75.5
1,5,0,0,0,定期収入,420967,62.5,2.7,193034,65.1,285758,69.1,357836,66.4,425479,63.2,617461,59
1,5,0,0,0,臨時収入,5651,0.8,1.4,1057,0.4,4021,1,4667,0.9,7641,1.1,7607,0.7
1,5,0,0,0,賞与,96417,14.3,9.1,12632,4.3,39666,9.6,60750,11.3,91681,13.6,184903,17.7
1,4,0,0,0,世帯主の配偶者の収入,88364,13.1,14.4,13303,4.5,28581,6.9,60534,11.2,78989,11.7,174641,16.7
1,6,0,0,0,うち女,86739,12.9,12.8,13303,4.5,28581,6.9,59467,11,76128,11.3,171968,16.4
1,4,0,0,0,他の世帯員収入,13466,2,20.9,1868,0.6,5464,1.3,4033,0.7,14204,2.1,28822,2.8
1,3,0,0,0,事業・内職収入,7518,1.1,-2,5588,1.9,1919,0.5,2299,0.4,14814,2.2,10786,1
1,4,0,0,0,家賃収入,3398,0.5,-18.1,2296,0.8,1757,0.4,1273,0.2,5706,0.8,4922,0.5
1,4,0,0,0,他の事業収入,2593,0.4,-2,2810,0.9,162,0,764,0.1,6732,1,2715,0.3
1,4,0,0,0,内職収入,1527,0.2,74.7,482,0.2,-,-,262,0,2376,0.4,3149,0.3
1,3,0,0,0,他の経常収入,30302,4.5,12.6,64961,21.9,41943,10.1,32239,6,29434,4.4,12410,1.2
1,4,0,0,0,財産収入,1543,0.2,137.8,943,0.3,376,0.1,2169,0.4,3663,0.5,453,0
1,4,0,0,0,社会保障給付,28658,4.3,10.4,64010,21.6,41013,9.9,30067,5.6,25738,3.8,11949,1.1
1,5,0,0,0,公的年金給付,20220,3,21.2,55755,18.8,33335,8.1,16555,3.1,17771,2.6,7023,0.7
