項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,699,-,-,96,-,94,-,102,-,103,-,104,-,100,-,100,-
0,0,0,0,0,世帯人員,2.94,-,-,2.69,-,2.71,-,2.87,-,2.93,-,3.1,-,3.15,-,3.13,-
0,0,0,0,0,有業人員,1.31,-,-,1.26,-,1.09,-,1.13,-,1.27,-,1.47,-,1.46,-,1.5,-
0,0,0,0,0,世帯主平均年齢,60.1,-,-,63.5,-,64.4,-,61.2,-,58.7,-,56.6,-,56.2,-,59.8,-
2,2,0,0,0,生計支出,358932,-,-2,117731,-,192807,-,242331,-,288719,-,353480,-,466955,-,846480,-
2,3,0,0,0,消費支出,358932,100,-2,117731,100,192807,100,242331,100,288719,100,353480,100,466955,100,846480,100
2,4,1,0,0,食料,105138,29.3,3.8,60184,51.1,81126,42.1,90212,37.2,100462,34.8,109994,31.1,135815,29.1,157510,18.6
2,5,1,1,0,穀類,7426,2.1,-3.6,5328,4.5,6338,3.3,7076,2.9,7421,2.6,7633,2.2,8978,1.9,9179,1.1
2,6,1,1,1,米類,1483,0.4,-18.4,1312,1.1,1310,0.7,1142,0.5,1727,0.6,1553,0.4,1806,0.4,1533,0.2
2,6,1,1,2,パン,3119,0.9,6.1,1997,1.7,2367,1.2,2860,1.2,3197,1.1,3426,1,4230,0.9,3742,0.4
2,6,1,1,3,麺類,1592,0.4,-3.5,1185,1,1421,0.7,1675,0.7,1428,0.5,1660,0.5,1753,0.4,2016,0.2
2,6,1,1,4,他の穀類,1231,0.3,-4.9,833,0.7,1240,0.6,1400,0.6,1068,0.4,994,0.3,1189,0.3,1888,0.2
2,5,1,2,0,魚介類,10071,2.8,-2.6,7038,6,9371,4.9,8628,3.6,10685,3.7,10373,2.9,11282,2.4,13081,1.5
2,6,1,2,1,生鮮魚介,5585,1.6,0.4,3810,3.2,4587,2.4,5252,2.2,6142,2.1,5897,1.7,5707,1.2,7680,0.9
2,6,1,2,2,塩干魚介,1499,0.4,4.9,1067,0.9,1935,1,1063,0.4,1572,0.5,1471,0.4,1594,0.3,1784,0.2
2,6,1,2,3,魚肉練製品,1530,0.4,-7.9,1042,0.9,1641,0.9,1247,0.5,1338,0.5,1471,0.4,2135,0.5,1832,0.2
2,6,1,2,4,他の魚介加工品,1456,0.4,-14,1119,1,1208,0.6,1066,0.4,1633,0.6,1534,0.4,1846,0.4,1785,0.2
2,5,1,3,0,肉類,9941,2.8,4.9,5855,5,7898,4.1,8296,3.4,9761,3.4,10377,2.9,12272,2.6,15068,1.8
2,6,1,3,1,生鮮肉,8347,2.3,6.8,4710,4,6515,3.4,6800,2.8,8379,2.9,8553,2.4,10338,2.2,13085,1.5
2,6,1,3,2,加工肉,1593,0.4,-4.1,1145,1,1384,0.7,1496,0.6,1381,0.5,1824,0.5,1934,0.4,1982,0.2
2,5,1,4,0,乳卵類,4534,1.3,8.5,2684,2.3,3325,1.7,3825,1.6,4438,1.5,4926,1.4,5774,1.2,6744,0.8
2,6,1,4,1,牛乳,1289,0.4,11.3,744,0.6,985,0.5,1063,0.4,1452,0.5,1606,0.5,1726,0.4,1442,0.2
2,6,1,4,2,乳製品,2397,0.7,7.2,1308,1.1,1585,0.8,1907,0.8,2217,0.8,2509,0.7,3040,0.7,4198,0.5
2,6,1,4,3,卵,848,0.2,8.3,631,0.5,755,0.4,854,0.4,769,0.3,812,0.2,1008,0.2,1104,0.1
2,5,1,5,0,野菜・海藻,11282,3.1,0.4,7784,6.6,9956,5.2,11014,4.5,10507,3.6,11187,3.2,13361,2.9,15108,1.8
2,6,1,5,1,生鮮野菜,7552,2.1,2.2,5105,4.3,6617,3.4,7316,3,7247,2.5,7537,2.1,8968,1.9,10036,1.2
2,6,1,5,2,乾物・海藻,1083,0.3,-6.2,708,0.6,920,0.5,972,0.4,871,0.3,1113,0.3,1289,0.3,1703,0.2
2,6,1,5,3,大豆加工品,1170,0.3,-0.6,886,0.8,1034,0.5,1203,0.5,1005,0.3,1147,0.3,1403,0.3,1503,0.2
2,6,1,5,4,他の野菜・海藻加工品,1477,0.4,-3,1084,0.9,1385,0.7,1523,0.6,1384,0.5,1390,0.4,1701,0.4,1866,0.2
2,5,1,6,0,果物,3947,1.1,1.8,2430,2.1,3718,1.9,3410,1.4,3819,1.3,4038,1.1,5201,1.1,4990,0.6
2,6,1,6,1,生鮮果物,3291,0.9,0.2,2087,1.8,3297,1.7,2924,1.2,3172,1.1,3246,0.9,4178,0.9,4113,0.5
2,6,1,6,2,果物加工品,656,0.2,11,344,0.3,421,0.2,486,0.2,648,0.2,792,0.2,1023,0.2,877,0.1
2,5,1,7,0,油脂・調味料,4283,1.2,-1.4,2800,2.4,3628,1.9,3713,1.5,4334,1.5,4552,1.3,4885,1,6049,0.7
2,6,1,7,1,油脂,416,0.1,0,256,0.2,269,0.1,383,0.2,338,0.1,522,0.1,465,0.1,674,0.1
2,6,1,7,2,調味料,3867,1.1,-1.6,2544,2.2,3359,1.7,3330,1.4,3995,1.4,4030,1.1,4420,0.9,5375,0.6
2,5,1,8,0,菓子類,8097,2.3,9.9,4977,4.2,7002,3.6,6893,2.8,7653,2.7,8437,2.4,10217,2.2,11456,1.4
2,5,1,9,0,調理食品,15784,4.4,4.8,9593,8.1,13615,7.1,15817,6.5,14853,5.1,16057,4.5,20684,4.4,19775,2.3
2,6,1,9,1,主食的調理食品,5356,1.5,-1.4,3771,3.2,4363,2.3,5013,2.1,5776,2,5929,1.7,6618,1.4,6007,0.7
2,6,1,9,2,他の調理食品,10428,2.9,8.3,5822,4.9,9253,4.8,10804,4.5,9078,3.1,10128,2.9,14065,3,13768,1.6
2,5,1,10,0,飲料,4852,1.4,-1.2,3034,2.6,4058,2.1,4056,1.7,4715,1.6,4692,1.3,6521,1.4,6858,0.8
2,6,1,10,1,茶類,1246,0.3,-5.2,842,0.7,960,0.5,1109,0.5,1144,0.4,981,0.3,1903,0.4,1774,0.2
2,6,1,10,2,コーヒー・ココア,1015,0.3,-5.2,646,0.5,981,0.5,832,0.3,851,0.3,1128,0.3,1299,0.3,1364,0.2
2,6,1,10,3,他の飲料,2591,0.7,2.6,1546,1.3,2117,1.1,2116,0.9,2721,0.9,2583,0.7,3320,0.7,3720,0.4
2,5,1,11,0,酒類,4600,1.3,17.8,2506,2.1,2801,1.5,3487,1.4,5653,2,5284,1.5,5180,1.1,7269,0.9
2,5,1,12,0,外食,20320,5.7,7.8,6155,5.2,9415,4.9,13998,5.8,16623,5.8,22437,6.3,31460,6.7,41932,5
2,6,1,12,1,一般外食,19480,5.4,8.4,6084,5.2,8984,4.7,13369,5.5,15548,5.4,21115,6,30276,6.5,40769,4.8
2,6,1,12,2,学校給食,841,0.2,-5.9,72,0.1,430,0.2,629,0.3,1076,0.4,1322,0.4,1184,0.3,1163,0.1
2,4,2,0,0,住居,26710,7.4,-11.5,2368,2,5483,2.8,12954,5.3,20877,7.2,16685,4.7,30208,6.5,97940,11.6
2,5,2,1,0,家賃地代,14094,3.9,-4.7,2167,1.8,5232,2.7,11658,4.8,17933,6.2,14474,4.1,20883,4.5,26155,3.1
2,5,2,2,0,設備修繕・維持,12616,3.5,-18,201,0.2,251,0.1,1296,0.5,2944,1,2211,0.6,9325,2,71785,8.5
2,6,2,2,1,設備材料,4820,1.3,1.3,166,0.1,123,0.1,326,0.1,1299,0.4,909,0.3,4612,1,26191,3.1
2,6,2,2,2,工事その他のサービス,7797,2.2,-26.7,35,0,128,0.1,970,0.4,1645,0.6,1302,0.4,4713,1,45594,5.4
2,4,3,0,0,光熱・水道,20480,5.7,-0.7,13195,11.2,17875,9.3,21296,8.8,20007,6.9,20197,5.7,24308,5.2,26369,3.1
2,5,3,1,0,電気代,8848,2.5,3.5,5501,4.7,7332,3.8,8990,3.7,8657,3,9187,2.6,10359,2.2,11862,1.4
2,5,3,2,0,ガス代,5678,1.6,-6,3415,2.9,4913,2.5,6117,2.5,5362,1.9,5598,1.6,6514,1.4,7788,0.9
2,5,3,3,0,他の光熱,758,0.2,-2.3,725,0.6,954,0.5,1108,0.5,638,0.2,435,0.1,1018,0.2,423,0
2,5,3,4,0,上下水道料,5196,1.4,-1.2,3554,3,4675,2.4,5081,2.1,5350,1.9,4977,1.4,6417,1.4,6296,0.7
2,4,4,0,0,家具・家事用品,14220,4,6.4,3980,3.4,7095,3.7,10319,4.3,11493,4,15931,4.5,16223,3.5,34340,4.1
2,5,4,1,0,家庭用耐久財,3757,1,-7.4,521,0.4,1175,0.6,2540,1,3438,1.2,5889,1.7,3969,0.8,8729,1
2,6,4,1,1,家事用耐久財,2167,0.6,-17.1,187,0.2,269,0.1,2089,0.9,1566,0.5,4824,1.4,773,0.2,5443,0.6
2,6,4,1,2,冷暖房用器具,1092,0.3,2.1,334,0.3,906,0.5,451,0.2,1439,0.5,848,0.2,966,0.2,2691,0.3
2,6,4,1,3,一般家具,498,0.1,32.4,-,-,-,-,-,-,434,0.2,216,0.1,2230,0.5,595,0.1
2,5,4,2,0,室内装備・装飾品,1721,0.5,59.4,61,0.1,363,0.2,696,0.3,1269,0.4,649,0.2,1850,0.4,7126,0.8
2,5,4,3,0,寝具類,815,0.2,-37.6,188,0.2,409,0.2,693,0.3,284,0.1,1164,0.3,1083,0.2,1873,0.2
2,5,4,4,0,家事雑貨,3157,0.9,4.5,1045,0.9,2129,1.1,2264,0.9,2610,0.9,3314,0.9,3494,0.7,7212,0.9
2,5,4,5,0,家事用消耗品,3541,1,13.6,1897,1.6,2497,1.3,3101,1.3,2991,1,3812,1.1,4780,1,5682,0.7
2,5,4,6,0,家事サービス,1229,0.3,58.6,269,0.2,522,0.3,1025,0.4,902,0.3,1104,0.3,1047,0.2,3717,0.4
2,4,5,0,0,被服及び履物,15914,4.4,-3.7,3151,2.7,9450,4.9,10309,4.3,12334,4.3,14844,4.2,22617,4.8,38483,4.5
2,5,5,1,0,和服,33,0,-89.5,-,-,-,-,12,0,157,0.1,61,0,-,-,-,-
