項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8831,-,2606,-,2081,-,7394,-,6750,-,1169,-
0,0,0,0,0,調査世帯数,236,-,-,212,-,58,-,48,-,178,-,164,-,24,-
0,0,0,0,0,世帯人員,2.34,-,-,2.37,-,2.24,-,2.27,-,2.38,-,2.4,-,2.18,-
0,0,0,0,0,有業人員,0.45,-,-,0.45,-,0.4,-,0.39,-,0.47,-,0.46,-,0.52,-
0,0,0,0,0,世帯主平均年齢,74.6,-,-,75,-,74.7,-,75.6,-,74.6,-,74.8,-,72,-
1,0,0,0,0,受取,463197,-,10.9,472852,-,267018,-,274412,-,532345,-,534028,-,390263,-
1,1,0,0,0,実収入,58881,100,12.1,62198,100,20177,100,16683,100,72523,100,76230,100,33820,100
1,2,0,0,0,経常収入,50741,86.2,7.3,53686,86.3,17351,86,15043,90.2,62511,86.2,65598,86.1,28501,84.3
1,3,0,0,0,勤め先収入,21356,36.3,16.3,22302,35.9,7280,36.1,8319,49.9,26318,36.3,26612,34.9,14212,42
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,11337,19.3,29.8,11293,18.2,2403,11.9,2212,13.3,14487,20,14092,18.5,11676,34.5
1,6,0,0,0,うち女,11337,19.3,43.9,11293,18.2,2403,11.9,2212,13.3,14487,20,14092,18.5,11676,34.5
1,4,0,0,0,他の世帯員収入,10019,17,4.1,11009,17.7,4877,24.2,6107,36.6,11831,16.3,12520,16.4,2537,7.5
1,3,0,0,0,事業・内職収入,4840,8.2,-49.4,5481,8.8,428,2.1,536,3.2,6395,8.8,7005,9.2,-,-
1,4,0,0,0,家賃収入,4122,7,139.1,4668,7.5,-,-,-,-,5575,7.7,6107,8,-,-
1,4,0,0,0,他の事業収入,455,0.8,-82.7,515,0.8,428,2.1,536,3.2,465,0.6,509,0.7,-,-
1,4,0,0,0,内職収入,263,0.4,-95,298,0.5,-,-,-,-,356,0.5,390,0.5,-,-
1,3,0,0,0,他の経常収入,24545,41.7,26.8,25903,41.6,9643,47.8,6187,37.1,29798,41.1,31981,42,14289,42.3
1,4,0,0,0,財産収入,4562,7.7,90.4,5166,8.3,2628,13,3291,19.7,5244,7.2,5744,7.5,-,-
1,4,0,0,0,社会保障給付,17091,29,11.3,18103,29.1,4311,21.4,90,0.5,21596,29.8,23656,31,9451,27.9
1,5,0,0,0,公的年金給付,14854,25.2,2.5,16820,27,-,-,-,-,20089,27.7,22005,28.9,-,-
1,5,0,0,0,他の社会保障給付,2238,3.8,157.5,1283,2.1,4311,21.4,90,0.5,1507,2.1,1650,2.2,9451,27.9
1,4,0,0,0,仕送り金,2892,4.9,80.6,2634,4.2,2704,13.4,2807,16.8,2958,4.1,2581,3.4,4837,14.3
1,2,0,0,0,特別収入,8139,13.8,54.9,8513,13.7,2826,14,1641,9.8,10012,13.8,10631,13.9,5318,15.7
1,3,0,0,0,受贈金,4108,7,28.6,4503,7.2,481,2.4,603,3.6,5386,7.4,5706,7.5,1121,3.3
1,3,0,0,0,他の特別収入,4031,6.8,95.7,4009,6.4,2345,11.6,1038,6.2,4626,6.4,4925,6.5,4197,12.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),305341,-,16.9,307203,-,159365,-,163922,-,356793,-,351374,-,291277,-
1,2,0,0,0,預貯金引出,250600,-,20.5,255272,-,138111,-,139277,-,290249,-,291031,-,215306,-
1,2,0,0,0,保険金,14741,-,39.2,10531,-,-,-,-,-,19937,-,13777,-,46543,-
1,3,0,0,0,個人・企業年金保険金,8704,-,-12,3694,-,-,-,-,-,11771,-,4833,-,46543,-
1,3,0,0,0,他の保険金,6038,-,763.8,6837,-,-,-,-,-,8166,-,8945,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,582,-,...,660,-,-,-,-,-,788,-,863,-,-,-
1,2,0,0,0,分割払購入借入金,82,-,-90.5,93,-,-,-,-,-,111,-,122,-,-,-
1,2,0,0,0,一括払購入借入金,39275,-,-5.6,40579,-,21255,-,24645,-,45627,-,45491,-,29428,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,60,-,-75.2,68,-,-,-,-,-,81,-,89,-,-,-
1,1,0,0,0,繰入金,98975,-,-4.7,103451,-,87476,-,93806,-,103028,-,106424,-,65166,-
2,0,0,0,0,支払,463197,-,10.9,472852,-,267018,-,274412,-,532345,-,534028,-,390263,-
2,1,0,0,0,実支出,279964,-,3.2,286361,-,170704,-,171277,-,318475,-,321839,-,231640,-
2,2,0,0,0,生計支出,259727,-,3.2,264390,-,163838,-,163690,-,293525,-,295433,-,224506,-
2,3,0,0,0,消費支出,259727,100,3.2,264390,100,163838,100,163690,100,293525,100,295433,100,224506,100
2,4,1,0,0,食料,73564,28.3,0.5,74871,28.3,59078,36.1,58834,35.9,78671,26.8,79815,27,63696,28.4
