項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,706,-,-,99,-,108,-,106,-,98,-,100,-,101,-,94,-
0,世帯人員,2.95,-,-,2.52,-,2.67,-,2.97,-,3.04,-,3.05,-,3.3,-,3.07,-
0,有業人員,1.31,-,-,1.01,-,1.13,-,1.2,-,1.32,-,1.41,-,1.69,-,1.41,-
0,世帯主平均年齢,61,-,-,65.5,-,64.5,-,63.9,-,61.1,-,58.2,-,56.3,-,57.4,-
0,消費支出,340536,100,1.1,100097,100,166243,100,225474,100,277252,100,335102,100,441179,100,833866,100
2,基礎的支出,178317,52.4,-1.9,78404,78.3,114538,68.9,143661,63.7,158466,57.2,185833,55.5,227401,51.5,338265,40.6
3,選択的支出,162219,47.6,4.8,21692,21.7,51705,31.1,81813,36.3,118786,42.8,149269,44.5,213778,48.5,495601,59.4
1,食料,95084,27.9,0.8,51068,51,73455,44.2,83701,37.1,95446,34.4,105288,31.4,115618,26.2,140391,16.8
2,基礎的支出,72114,21.2,0.8,44871,44.8,59629,35.9,67539,30,71877,25.9,78355,23.4,87384,19.8,94799,11.4
3,選択的支出,22969,6.7,0.9,6197,6.2,13826,8.3,16162,7.2,23569,8.5,26934,8,28234,6.4,45591,5.5
1,住居,26898,7.9,-5,3105,3.1,9716,5.8,9572,4.2,10199,3.7,18309,5.5,42215,9.6,94659,11.4
2,基礎的支出,25750,7.6,-1.8,3105,3.1,7948,4.8,9156,4.1,9568,3.5,16754,5,41170,9.3,92067,11
3,選択的支出,1147,0.3,-44.7,-,-,1768,1.1,416,0.2,631,0.2,1555,0.5,1045,0.2,2593,0.3
1,光熱・水道,16949,5,-4.4,9878,9.9,13009,7.8,16785,7.4,18545,6.7,20474,6.1,20538,4.7,19336,2.3
2,基礎的支出,16949,5,-4.4,9878,9.9,13009,7.8,16785,7.4,18545,6.7,20474,6.1,20538,4.7,19336,2.3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,14050,4.1,3.1,3589,3.6,6425,3.9,6692,3,11358,4.1,12409,3.7,15113,3.4,42511,5.1
2,基礎的支出,9198,2.7,-11.6,3402,3.4,5131,3.1,5754,2.6,8642,3.1,9072,2.7,10611,2.4,21655,2.6
3,選択的支出,4852,1.4,50.5,187,0.2,1294,0.8,938,0.4,2715,1,3337,1,4502,1,20856,2.5
1,被服及び履物,14061,4.1,-3,2389,2.4,7122,4.3,7462,3.3,12275,4.4,16117,4.8,18009,4.1,34843,4.2
2,基礎的支出,1064,0.3,-4,286,0.3,676,0.4,735,0.3,1119,0.4,1212,0.4,1088,0.2,2320,0.3
3,選択的支出,12997,3.8,-2.9,2103,2.1,6446,3.9,6728,3,11156,4,14905,4.4,16920,3.8,32523,3.9
1,保健医療,18524,5.4,4.1,5588,5.6,9885,5.9,11936,5.3,16518,6,17447,5.2,21955,5,46078,5.5
2,基礎的支出,15561,4.6,2.7,5120,5.1,8884,5.3,10489,4.7,14130,5.1,14420,4.3,19502,4.4,36185,4.3
3,選択的支出,2963,0.9,11.9,469,0.5,1002,0.6,1448,0.6,2388,0.9,3027,0.9,2452,0.6,9892,1.2
1,交通・通信,42840,12.6,-7.8,6268,6.3,12422,7.5,26923,11.9,30122,10.9,41888,12.5,54218,12.3,127283,15.3
2,基礎的支出,11332,3.3,9.2,2774,2.8,5323,3.2,9515,4.2,10364,3.7,15918,4.8,15502,3.5,19815,2.4
3,選択的支出,31508,9.3,-12.7,3494,3.5,7099,4.3,17408,7.7,19758,7.1,25970,7.7,38716,8.8,107468,12.9
1,教育,14551,4.3,-5.1,518,0.5,1512,0.9,4902,2.2,4520,1.6,7626,2.3,28085,6.4,54428,6.5
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14551,4.3,-5.1,518,0.5,1512,0.9,4902,2.2,4520,1.6,7626,2.3,28085,6.4,54428,6.5
1,教養娯楽,43529,12.8,6.6,7401,7.4,14850,8.9,23807,10.6,35089,12.7,37240,11.1,61155,13.9,124470,14.9
2,基礎的支出,6124,1.8,-12.5,3444,3.4,5273,3.2,6642,2.9,7384,2.7,6229,1.9,7235,1.6,6634,0.8
3,選択的支出,37405,11,10.6,3957,4,9577,5.8,17165,7.6,27705,10,31011,9.3,53920,12.2,117836,14.1
1,その他の消費支出,54051,15.9,13,10292,10.3,17844,10.7,33693,14.9,43181,15.6,58304,17.4,64274,14.6,149868,18
2,基礎的支出,20224,5.9,-9.4,5524,5.5,8664,5.2,17047,7.6,16837,6.1,23400,7,24370,5.5,45454,5.5
3,選択的支出,33827,9.9,32.5,4767,4.8,9180,5.5,16646,7.4,26344,9.5,34905,10.4,39904,9,104415,12.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和元年 7月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目階層（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
