項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,824,-,1040,-,1645,-,1552,-,1722,-,1157,-,1040,-,1018,-
0,0,0,0,0,調査世帯数,349,-,30,-,37,-,55,-,58,-,56,-,41,-,38,-,34,-
0,0,0,0,0,世帯人員,3.4,-,3.28,-,3.81,-,3.8,-,3.94,-,3.09,-,3.36,-,2.87,-,2.73,-
0,0,0,0,0,有業人員,1.72,-,1.43,-,1.55,-,1.61,-,1.75,-,1.65,-,1.88,-,2.06,-,1.84,-
0,0,0,0,0,世帯主平均年齢,49.6,-,30.4,-,36.9,-,42.2,-,47,-,52.2,-,56.9,-,61.6,-,69.2,-
1,0,0,0,0,受取,1136528,-,906548,-,1255672,-,1060948,-,1133563,-,1259125,-,1174200,-,1303176,-,907279,-
1,1,0,0,0,実収入,559504,100,426977,100,655156,100,583834,100,540589,100,609749,100,581386,100,626323,100,380547,100
1,2,0,0,0,経常収入,556729,99.5,423901,99.3,652199,99.5,581136,99.5,537942,99.5,607815,99.7,579360,99.7,621676,99.3,377523,99.2
1,3,0,0,0,勤め先収入,543900,97.2,417416,97.8,645269,98.5,576914,98.8,530571,98.1,605746,99.3,553467,95.2,573116,91.5,364461,95.8
1,4,0,0,0,世帯主収入,449042,80.3,359462,84.2,517037,78.9,479844,82.2,443885,82.1,532201,87.3,438569,75.4,455938,72.8,274452,72.1
1,6,0,0,0,うち男,427332,76.4,359462,84.2,486174,74.2,455106,78,435377,80.5,475089,77.9,426849,73.4,446411,71.3,265369,69.7
1,5,0,0,0,定期収入,437547,78.2,358507,84,455462,69.5,459671,78.7,438534,81.1,529723,86.9,435532,74.9,455122,72.7,274442,72.1
1,5,0,0,0,臨時収入,3122,0.6,955,0.2,5460,0.8,4748,0.8,5351,1,2478,0.4,3038,0.5,817,0.1,10,0
1,5,0,0,0,賞与,8372,1.5,-,-,56116,8.6,15425,2.6,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,79633,14.2,52452,12.3,128233,19.6,97070,16.6,85933,15.9,63788,10.5,80306,13.8,93925,15,25686,6.7
1,6,0,0,0,うち女,77978,13.9,52452,12.3,117741,18,97070,16.6,85933,15.9,60509,9.9,80306,13.8,93925,15,25686,6.7
1,4,0,0,0,他の世帯員収入,15225,2.7,5502,1.3,-,-,-,-,753,0.1,9757,1.6,34592,5.9,23252,3.7,64322,16.9
1,3,0,0,0,事業・内職収入,7568,1.4,1381,0.3,-,-,1602,0.3,3077,0.6,1291,0.2,9888,1.7,46704,7.5,4781,1.3
1,4,0,0,0,家賃収入,2227,0.4,-,-,-,-,-,-,-,-,-,-,-,-,16724,2.7,4781,1.3
