項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2764,-,2837,-,3241,-,1157,-
0,0,0,0,0,調査世帯数,360,-,98,-,102,-,119,-,41,-
0,0,0,0,0,世帯人員,3.3,-,2,-,3,-,4,-,5.2,-
0,0,0,0,0,有業人員,1.7,-,1.45,-,1.75,-,1.8,-,1.81,-
0,0,0,0,0,世帯主平均年齢,50.5,-,56.3,-,50,-,47.7,-,46,-
1,0,0,0,0,受取,1301276,-,1093485,-,1343029,-,1417054,-,1380085,-
1,1,0,0,0,実収入,673468,100,564890,100,724295,100,709631,100,701260,100
1,2,0,0,0,経常収入,662685,98.4,550439,97.4,714963,98.7,699200,98.5,695780,99.2
1,3,0,0,0,勤め先収入,624865,92.8,484727,85.8,679274,93.8,676456,95.3,677989,96.7
1,4,0,0,0,世帯主収入,523034,77.7,408933,72.4,547441,75.6,578637,81.5,577430,82.3
1,6,0,0,0,うち男,497805,73.9,367191,65,510394,70.5,574678,81,557467,79.5
1,5,0,0,0,定期収入,420967,62.5,332007,58.8,441949,61,466008,65.7,458880,65.4
1,5,0,0,0,臨時収入,5651,0.8,3535,0.6,5596,0.8,6502,0.9,8884,1.3
1,5,0,0,0,賞与,96417,14.3,73391,13,99896,13.8,106127,15,109666,15.6
1,4,0,0,0,世帯主の配偶者の収入,88364,13.1,71712,12.7,106951,14.8,87093,12.3,86057,12.3
1,6,0,0,0,うち女,86739,12.9,71149,12.6,104847,14.5,85768,12.1,82223,11.7
1,4,0,0,0,他の世帯員収入,13466,2,4082,0.7,24882,3.4,10726,1.5,14503,2.1
1,3,0,0,0,事業・内職収入,7518,1.1,12098,2.1,9718,1.3,3470,0.5,2700,0.4
1,4,0,0,0,家賃収入,3398,0.5,8621,1.5,1756,0.2,1666,0.2,-,-
1,4,0,0,0,他の事業収入,2593,0.4,2815,0.5,5060,0.7,535,0.1,2024,0.3
1,4,0,0,0,内職収入,1527,0.2,661,0.1,2902,0.4,1269,0.2,676,0.1
1,3,0,0,0,他の経常収入,30302,4.5,53615,9.5,25971,3.6,19273,2.7,15091,2.2
1,4,0,0,0,財産収入,1543,0.2,2422,0.4,2887,0.4,129,0,48,0
1,4,0,0,0,社会保障給付,28658,4.3,51185,9.1,22747,3.1,19136,2.7,15042,2.1
1,5,0,0,0,公的年金給付,20220,3,46909,8.3,13956,1.9,8626,1.2,3957,0.6
1,5,0,0,0,他の社会保障給付,8438,1.3,4275,0.8,8791,1.2,10510,1.5,11085,1.6
1,4,0,0,0,仕送り金,102,0,8,0,337,0,9,0,-,-
1,2,0,0,0,特別収入,10783,1.6,14450,2.6,9332,1.3,10432,1.5,5480,0.8
1,3,0,0,0,受贈金,2483,0.4,473,0.1,3280,0.5,4133,0.6,1185,0.2
1,3,0,0,0,他の特別収入,8300,1.2,13977,2.5,6052,0.8,6299,0.9,4296,0.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),512442,-,451888,-,525185,-,535495,-,570580,-
1,2,0,0,0,預貯金引出,386430,-,338346,-,384499,-,412964,-,440008,-
1,2,0,0,0,保険金,8852,-,10441,-,17483,-,1964,-,3307,-
1,3,0,0,0,個人・企業年金保険金,4836,-,7994,-,7408,-,719,-,3112,-
1,3,0,0,0,他の保険金,4016,-,2447,-,10076,-,1245,-,194,-
1,2,0,0,0,有価証券売却,1468,-,238,-,1372,-,3394,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,144,-,85,-,327,-,41,-,160,-
1,2,0,0,0,分割払購入借入金,4529,-,5978,-,4048,-,4989,-,631,-
1,2,0,0,0,一括払購入借入金,110187,-,95990,-,116965,-,110737,-,126435,-
1,2,0,0,0,土地家屋売却,384,-,309,-,-,-,881,-,-,-
1,2,0,0,0,実収入以外の受取のその他,448,-,499,-,492,-,525,-,40,-
1,1,0,0,0,繰入金,115365,-,76707,-,93549,-,171928,-,108245,-
2,0,0,0,0,支払,1301276,-,1093485,-,1343029,-,1417054,-,1380085,-
2,1,0,0,0,実支出,501987,-,443434,-,513506,-,533547,-,532011,-
2,2,0,0,0,生計支出,368036,-,338172,-,368028,-,386481,-,395949,-
2,3,0,0,0,消費支出,360606,100,314010,100,367051,100,386481,100,395949,100
2,4,1,0,0,食料,90551,25.1,79647,25.4,88601,24.1,95158,24.6,109440,27.6
2,5,1,1,0,穀類,6925,1.9,5033,1.6,6360,1.7,8206,2.1,9321,2.4
2,6,1,1,1,米類,1832,0.5,1249,0.4,1612,0.4,2204,0.6,2812,0.7
2,6,1,1,2,パン,3186,0.9,2447,0.8,3026,0.8,3713,1,3872,1
2,6,1,1,3,麺類,1414,0.4,1027,0.3,1246,0.3,1674,0.4,2003,0.5
2,6,1,1,4,他の穀類,493,0.1,310,0.1,477,0.1,615,0.2,634,0.2
2,5,1,2,0,魚介類,5193,1.4,5287,1.7,5021,1.4,5130,1.3,5664,1.4
2,6,1,2,1,生鮮魚介,3121,0.9,3200,1,3033,0.8,3022,0.8,3500,0.9
2,6,1,2,2,塩干魚介,886,0.2,832,0.3,857,0.2,907,0.2,1039,0.3
2,6,1,2,3,魚肉練製品,457,0.1,500,0.2,412,0.1,458,0.1,454,0.1
2,6,1,2,4,他の魚介加工品,729,0.2,756,0.2,718,0.2,743,0.2,671,0.2
2,5,1,3,0,肉類,7951,2.2,5522,1.8,7463,2,9145,2.4,11493,2.9
2,6,1,3,1,生鮮肉,6499,1.8,4461,1.4,6117,1.7,7453,1.9,9518,2.4
2,6,1,3,2,加工肉,1453,0.4,1061,0.3,1346,0.4,1692,0.4,1975,0.5
2,5,1,4,0,乳卵類,4109,1.1,2975,0.9,4122,1.1,4677,1.2,5197,1.3
2,6,1,4,1,牛乳,1297,0.4,895,0.3,1150,0.3,1583,0.4,1794,0.5
2,6,1,4,2,乳製品,2058,0.6,1487,0.5,2296,0.6,2244,0.6,2346,0.6
2,6,1,4,3,卵,754,0.2,594,0.2,675,0.2,850,0.2,1057,0.3
2,5,1,5,0,野菜・海藻,8941,2.5,8255,2.6,8683,2.4,9504,2.5,9631,2.4
2,6,1,5,1,生鮮野菜,6254,1.7,5683,1.8,6178,1.7,6665,1.7,6630,1.7
2,6,1,5,2,乾物・海藻,683,0.2,622,0.2,639,0.2,754,0.2,751,0.2
2,6,1,5,3,大豆加工品,1028,0.3,932,0.3,975,0.3,1121,0.3,1129,0.3
2,6,1,5,4,他の野菜・海藻加工品,975,0.3,1018,0.3,892,0.2,964,0.2,1120,0.3
2,5,1,6,0,果物,2839,0.8,2720,0.9,3095,0.8,2821,0.7,2635,0.7
2,6,1,6,1,生鮮果物,2513,0.7,2370,0.8,2745,0.7,2524,0.7,2329,0.6
2,6,1,6,2,果物加工品,327,0.1,350,0.1,350,0.1,297,0.1,306,0.1
2,5,1,7,0,油脂・調味料,3575,1,2913,0.9,3378,0.9,3984,1,4456,1.1
2,6,1,7,1,油脂,351,0.1,349,0.1,326,0.1,350,0.1,420,0.1
2,6,1,7,2,調味料,3224,0.9,2564,0.8,3051,0.8,3634,0.9,4037,1
2,5,1,8,0,菓子類,7073,2,5414,1.7,6742,1.8,8125,2.1,9027,2.3
2,5,1,9,0,調理食品,11918,3.3,11019,3.5,11931,3.3,11919,3.1,14198,3.6
2,6,1,9,1,主食的調理食品,5045,1.4,4817,1.5,5138,1.4,5075,1.3,5323,1.3
2,6,1,9,2,他の調理食品,6872,1.9,6202,2,6793,1.9,6844,1.8,8875,2.2
2,5,1,10,0,飲料,5309,1.5,4617,1.5,5508,1.5,5464,1.4,6160,1.6
2,6,1,10,1,茶類,1238,0.3,1092,0.3,1383,0.4,1235,0.3,1287,0.3
2,6,1,10,2,コーヒー・ココア,1008,0.3,986,0.3,1018,0.3,978,0.3,1145,0.3
2,6,1,10,3,他の飲料,3063,0.8,2539,0.8,3107,0.8,3251,0.8,3728,0.9
2,5,1,11,0,酒類,3618,1,4412,1.4,3505,1,3009,0.8,3739,0.9
2,5,1,12,0,外食,23100,6.4,21480,6.8,22795,6.2,23173,6,27919,7.1
2,6,1,12,1,一般外食,21656,6,21397,6.8,22113,6,20818,5.4,23920,6
2,6,1,12,2,学校給食,1445,0.4,84,0,682,0.2,2356,0.6,3998,1
2,4,2,0,0,住居,26402,7.3,35099,11.2,29688,8.1,20028,5.2,16500,4.2
2,5,2,1,0,家賃地代,18308,5.1,22785,7.3,19230,5.2,15830,4.1,11789,3
2,5,2,2,0,設備修繕・維持,8094,2.2,12315,3.9,10458,2.8,4197,1.1,4711,1.2
2,6,2,2,1,設備材料,2335,0.6,3428,1.1,3077,0.8,960,0.2,1915,0.5
2,6,2,2,2,工事その他のサービス,5759,1.6,8886,2.8,7381,2,3238,0.8,2797,0.7
2,4,3,0,0,光熱・水道,21172,5.9,17659,5.6,20661,5.6,22981,5.9,26041,6.6
2,5,3,1,0,電気代,9749,2.7,8552,2.7,9543,2.6,10437,2.7,11116,2.8
2,5,3,2,0,ガス代,6074,1.7,5138,1.6,5949,1.6,6635,1.7,7257,1.8
