項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,350,-,-,47,-,51,-,51,-,49,-,53,-,51,-,48,-
0,0,0,0,0,世帯人員,3.29,-,-,2.86,-,2.78,-,3.4,-,3.5,-,3.49,-,3.57,-,3.39,-
0,0,0,0,0,有業人員,1.75,-,-,1.5,-,1.61,-,1.69,-,1.65,-,1.78,-,1.84,-,2.17,-
0,0,0,0,0,世帯主平均年齢,51.4,-,-,59.9,-,56.7,-,49,-,47.4,-,46.8,-,48.8,-,50.9,-
1,0,0,0,0,受取,1235551,-,16.6,544772,-,862592,-,942106,-,1105548,-,1384477,-,1801786,-,1997035,-
1,1,0,0,0,実収入,532382,100,1.1,100100,100,263566,100,388046,100,491727,100,658368,100,722431,100,1094843,100
1,2,0,0,0,経常収入,520771,97.8,-0.4,96874,96.8,255605,97,378354,97.5,485750,98.8,613183,93.1,717737,99.4,1090272,99.6
1,3,0,0,0,勤め先収入,508653,95.5,0.5,77716,77.6,246733,93.6,368996,95.1,482602,98.1,586043,89,716376,99.2,1074534,98.1
1,4,0,0,0,世帯主収入,422529,79.4,-1.5,75175,75.1,229145,86.9,341944,88.1,421731,85.8,500158,76,590551,81.7,793895,72.5
1,6,0,0,0,うち男,395953,74.4,-2.8,57704,57.6,182249,69.1,312398,80.5,395060,80.3,476665,72.4,571467,79.1,770996,70.4
1,5,0,0,0,定期収入,413860,77.7,-1,75135,75.1,226255,85.8,338990,87.4,415245,84.4,490666,74.5,581041,80.4,764843,69.9
1,5,0,0,0,臨時収入,6010,1.1,-6.4,40,0,2890,1.1,2954,0.8,2993,0.6,9493,1.4,3116,0.4,20396,1.9
1,5,0,0,0,賞与,2659,0.5,-43.1,-,-,-,-,-,-,3493,0.7,-,-,6394,0.9,8656,0.8
1,4,0,0,0,世帯主の配偶者の収入,74800,14.1,15.9,1195,1.2,16699,6.3,23832,6.1,48572,9.9,81726,12.4,118090,16.3,231474,21.1
1,6,0,0,0,うち女,73630,13.8,14.8,1195,1.2,16699,6.3,23832,6.1,48572,9.9,73534,11.2,118090,16.3,231474,21.1
1,4,0,0,0,他の世帯員収入,11324,2.1,-9.6,1345,1.3,888,0.3,3221,0.8,12300,2.5,4159,0.6,7735,1.1,49166,4.5
1,3,0,0,0,事業・内職収入,6056,1.1,25.8,14088,14.1,4860,1.8,4418,1.1,1077,0.2,2569,0.4,1224,0.2,14078,1.3
1,4,0,0,0,家賃収入,3320,0.6,576.2,10113,10.1,-,-,4375,1.1,-,-,2569,0.4,540,0.1,5624,0.5
1,4,0,0,0,他の事業収入,2402,0.5,-29.1,3975,4,4860,1.8,-,-,807,0.2,-,-,301,0,6827,0.6
1,4,0,0,0,内職収入,334,0.1,-64.3,-,-,-,-,43,0,270,0.1,-,-,383,0.1,1627,0.1
1,3,0,0,0,他の経常収入,6062,1.1,-50.7,5070,5.1,4012,1.5,4940,1.3,2071,0.4,24571,3.7,137,0,1659,0.2
1,4,0,0,0,財産収入,3006,0.6,...,5002,5,97,0,1283,0.3,21,0,14661,2.2,-,-,-,-
1,4,0,0,0,社会保障給付,2900,0.5,-76.2,-,-,2890,1.1,3657,0.9,2050,0.4,9910,1.5,137,0,1659,0.2
1,5,0,0,0,公的年金給付,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,2900,0.5,-74.1,-,-,2890,1.1,3657,0.9,2050,0.4,9910,1.5,137,0,1659,0.2
1,4,0,0,0,仕送り金,156,0,271.4,68,0.1,1025,0.4,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,11611,2.2,243.7,3226,3.2,7961,3,9692,2.5,5977,1.2,45185,6.9,4693,0.6,4571,0.4
1,3,0,0,0,受贈金,5200,1,254.9,538,0.5,-,-,4370,1.1,14,0,27219,4.1,2510,0.3,1750,0.2
1,3,0,0,0,他の特別収入,6412,1.2,235.2,2688,2.7,7961,3,5322,1.4,5963,1.2,17966,2.7,2184,0.3,2821,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),554009,-,20.9,327486,-,521109,-,434855,-,541662,-,634863,-,613751,-,800914,-
1,2,0,0,0,預貯金引出,408817,-,8.4,266010,-,346144,-,344763,-,372451,-,512634,-,492024,-,525903,-
1,2,0,0,0,保険金,14206,-,...,2507,-,2274,-,6016,-,75591,-,13262,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,14206,-,...,2507,-,2274,-,6016,-,75591,-,13262,-,-,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,26605,-,...,14,-,98094,-,7858,-,-,-,-,-,3,-,79592,-
1,2,0,0,0,一括払購入借入金,104235,-,30.2,58954,-,74597,-,76208,-,93268,-,108968,-,121710,-,194778,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,146,-,1.4,-,-,-,-,10,-,351,-,-,-,13,-,641,-
1,1,0,0,0,繰入金,149160,-,100.1,117187,-,77917,-,119206,-,72160,-,91247,-,465605,-,101277,-
2,0,0,0,0,支払,1235551,-,16.6,544772,-,862592,-,942106,-,1105548,-,1384477,-,1801786,-,1997035,-
2,1,0,0,0,実支出,534800,-,17.5,286810,-,527696,-,415860,-,443403,-,582333,-,609408,-,873502,-
2,2,0,0,0,生計支出,407787,-,22.9,272017,-,477497,-,337789,-,338323,-,407952,-,423400,-,595003,-
2,3,0,0,0,消費支出,407787,100,22.9,272017,100,477497,100,337789,100,338323,100,407952,100,423400,100,595003,100
2,4,1,0,0,食料,92861,22.8,6.7,77827,28.6,89373,18.7,84272,24.9,88333,26.1,97936,24,106378,25.1,105719,17.8
2,5,1,1,0,穀類,7253,1.8,4.7,6930,2.5,6816,1.4,7502,2.2,7237,2.1,7066,1.7,7914,1.9,7308,1.2
2,6,1,1,1,米類,2122,0.5,21.5,1720,0.6,1729,0.4,2684,0.8,2049,0.6,2030,0.5,2181,0.5,2456,0.4
2,6,1,1,2,パン,3129,0.8,-4.9,3424,1.3,3142,0.7,2916,0.9,3027,0.9,3149,0.8,3419,0.8,2831,0.5
2,6,1,1,3,麺類,1550,0.4,7.6,1394,0.5,1637,0.3,1608,0.5,1759,0.5,1343,0.3,1798,0.4,1315,0.2
2,6,1,1,4,他の穀類,453,0.1,-0.2,393,0.1,309,0.1,295,0.1,402,0.1,545,0.1,516,0.1,707,0.1
2,5,1,2,0,魚介類,4857,1.2,-1.7,5963,2.2,5096,1.1,4690,1.4,3804,1.1,4446,1.1,5219,1.2,4783,0.8
2,6,1,2,1,生鮮魚介,2890,0.7,2.2,3634,1.3,3199,0.7,2837,0.8,2140,0.6,2348,0.6,3231,0.8,2841,0.5
2,6,1,2,2,塩干魚介,910,0.2,0,1152,0.4,969,0.2,805,0.2,843,0.2,882,0.2,995,0.2,726,0.1
2,6,1,2,3,魚肉練製品,380,0.1,-17.7,409,0.2,384,0.1,438,0.1,294,0.1,364,0.1,361,0.1,407,0.1
2,6,1,2,4,他の魚介加工品,677,0.2,-8.5,768,0.3,543,0.1,610,0.2,527,0.2,851,0.2,631,0.1,809,0.1
2,5,1,3,0,肉類,7829,1.9,-4.5,8085,3,6675,1.4,6595,2,7363,2.2,8008,2,9062,2.1,9003,1.5
2,6,1,3,1,生鮮肉,6277,1.5,-5,6542,2.4,5427,1.1,5383,1.6,5781,1.7,6393,1.6,7310,1.7,7090,1.2
2,6,1,3,2,加工肉,1553,0.4,-2.5,1543,0.6,1248,0.3,1212,0.4,1582,0.5,1615,0.4,1752,0.4,1912,0.3
2,5,1,4,0,乳卵類,4219,1,2.9,3434,1.3,3321,0.7,3449,1,4101,1.2,4452,1.1,5785,1.4,4981,0.8
2,6,1,4,1,牛乳,1355,0.3,4.1,991,0.4,1026,0.2,950,0.3,1502,0.4,1484,0.4,1975,0.5,1556,0.3
2,6,1,4,2,乳製品,2044,0.5,2.1,1724,0.6,1580,0.3,1690,0.5,1818,0.5,2122,0.5,2828,0.7,2541,0.4
2,6,1,4,3,卵,820,0.2,2.9,719,0.3,715,0.1,809,0.2,780,0.2,846,0.2,982,0.2,884,0.1
