項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8728,-,2902,-,2037,-,7098,-,6691,-,1272,-
0,0,0,0,0,調査世帯数,251,-,-,224,-,67,-,50,-,184,-,174,-,27,-
0,0,0,0,0,世帯人員,2.36,-,-,2.4,-,2.18,-,2.2,-,2.44,-,2.46,-,2.13,-
0,0,0,0,0,有業人員,0.45,-,-,0.49,-,0.35,-,0.43,-,0.49,-,0.51,-,0.15,-
0,0,0,0,0,世帯主平均年齢,75.5,-,-,75.9,-,75.3,-,76.3,-,75.5,-,75.7,-,72.9,-
1,0,0,0,0,受取,902888,-,10.8,965068,-,522192,-,600290,-,1058512,-,1076116,-,476299,-
1,1,0,0,0,実収入,438957,100,20.5,467440,100,229079,100,250715,100,524752,100,533417,100,243550,100
1,2,0,0,0,経常収入,436088,99.3,21.1,464205,99.3,227540,99.3,248523,99.1,521340,99.3,529864,99.3,243193,99.9
1,3,0,0,0,勤め先収入,48762,11.1,88.2,54998,11.8,8640,3.8,8571,3.4,65164,12.4,69132,13,5984,2.5
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,9223,2.1,38.8,10568,2.3,1331,0.6,1896,0.8,12449,2.4,13207,2.5,-,-
1,6,0,0,0,うち女,9223,2.1,38.8,10568,2.3,1331,0.6,1896,0.8,12449,2.4,13207,2.5,-,-
1,4,0,0,0,他の世帯員収入,39539,9,105.2,44430,9.5,7308,3.2,6674,2.7,52715,10,55924,10.5,5984,2.5
1,3,0,0,0,事業・内職収入,6883,1.6,58.3,7174,1.5,2121,0.9,3022,1.2,8830,1.7,8438,1.6,4886,2
