項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,559,-,907,-,1466,-,1659,-,1618,-,1385,-,1137,-,1270,-
0,0,0,0,0,調査世帯数,350,-,20,-,33,-,53,-,61,-,56,-,45,-,40,-,42,-
0,0,0,0,0,世帯人員,3.29,-,3.28,-,3.89,-,3.58,-,3.49,-,3.5,-,3.26,-,2.86,-,2.38,-
0,0,0,0,0,有業人員,1.75,-,1.69,-,1.6,-,1.54,-,1.58,-,1.87,-,2.04,-,2.05,-,1.61,-
0,0,0,0,0,世帯主平均年齢,51.4,-,31.1,-,37.4,-,41.6,-,47.2,-,52.2,-,57,-,61.9,-,70.2,-
1,0,0,0,0,受取,1235551,-,904131,-,1085397,-,1141378,-,1510892,-,1416336,-,1585421,-,1188602,-,667767,-
1,1,0,0,0,実収入,532382,100,547227,100,579611,100,501513,100,539401,100,695413,100,716516,100,383960,100,242956,100
1,2,0,0,0,経常収入,520771,97.8,544670,99.5,514391,88.7,497961,99.3,533673,98.9,682564,98.2,714360,99.7,378890,98.7,234051,96.3
1,3,0,0,0,勤め先収入,508653,95.5,538822,98.5,508055,87.7,490795,97.9,527162,97.7,667516,96,697485,97.3,366555,95.5,211120,86.9
1,4,0,0,0,世帯主収入,422529,79.4,405506,74.1,420793,72.6,438266,87.4,451584,83.7,570634,82.1,556582,77.7,267404,69.6,179141,73.7
1,6,0,0,0,うち男,395953,74.4,394835,72.2,409713,70.7,394957,78.8,410687,76.1,556854,80.1,509711,71.1,253956,66.1,166596,68.6
1,5,0,0,0,定期収入,413860,77.7,401781,73.4,417386,72,428223,85.4,446550,82.8,564367,81.2,524904,73.3,264884,69,177902,73.2
1,5,0,0,0,臨時収入,6010,1.1,935,0.2,3408,0.6,4882,1,2034,0.4,6267,0.9,22657,3.2,2521,0.7,1240,0.5
1,5,0,0,0,賞与,2659,0.5,2790,0.5,-,-,5160,1,3000,0.6,-,-,9021,1.3,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,74800,14.1,133316,24.4,87262,15.1,52529,10.5,75578,14,84094,12.1,112360,15.7,70731,18.4,15669,6.4
1,6,0,0,0,うち女,73630,13.8,133316,24.4,87262,15.1,52529,10.5,68527,12.7,84094,12.1,112360,15.7,70731,18.4,15669,6.4
1,4,0,0,0,他の世帯員収入,11324,2.1,-,-,-,-,-,-,-,-,12788,1.8,28542,4,28420,7.4,16309,6.7
1,3,0,0,0,事業・内職収入,6056,1.1,3,0,-,-,3234,0.6,4893,0.9,807,0.1,12051,1.7,2999,0.8,20709,8.5
1,4,0,0,0,家賃収入,3320,0.6,-,-,-,-,526,0.1,4893,0.9,-,-,2649,0.4,-,-,16253,6.7
1,4,0,0,0,他の事業収入,2402,0.5,3,0,-,-,2405,0.5,-,-,-,-,8254,1.2,2999,0.8,4456,1.8
1,4,0,0,0,内職収入,334,0.1,-,-,-,-,304,0.1,-,-,807,0.1,1147,0.2,-,-,-,-
1,3,0,0,0,他の経常収入,6062,1.1,5845,1.1,6336,1.1,3932,0.8,1618,0.3,14241,2,4825,0.7,9336,2.4,2222,0.9
1,4,0,0,0,財産収入,3006,0.6,-,-,-,-,-,-,-,-,14089,2,-,-,5254,1.4,1013,0.4
1,4,0,0,0,社会保障給付,2900,0.5,5845,1.1,6336,1.1,2934,0.6,1618,0.3,152,0,4825,0.7,4082,1.1,1132,0.5
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,2900,0.5,5845,1.1,6336,1.1,2934,0.6,1618,0.3,152,0,4825,0.7,4082,1.1,1132,0.5
1,4,0,0,0,仕送り金,156,0,-,-,-,-,998,0.2,-,-,-,-,-,-,-,-,76,0
1,2,0,0,0,特別収入,11611,2.2,2557,0.5,65220,11.3,3552,0.7,5728,1.1,12849,1.8,2156,0.3,5070,1.3,8905,3.7
1,3,0,0,0,受贈金,5200,1,2055,0.4,43100,7.4,314,0.1,810,0.2,3536,0.5,28,0,-,-,3317,1.4
1,3,0,0,0,他の特別収入,6412,1.2,502,0.1,22120,3.8,3238,0.6,4918,0.9,9314,1.3,2128,0.3,5070,1.3,5588,2.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),554009,-,310850,-,396635,-,550624,-,558028,-,622523,-,781157,-,661079,-,341206,-
1,2,0,0,0,預貯金引出,408817,-,229426,-,263008,-,443832,-,448506,-,525224,-,464200,-,431953,-,270189,-
1,2,0,0,0,保険金,14206,-,-,-,-,-,-,-,-,-,2729,-,77796,-,20322,-,5365,-
1,3,0,0,0,個人・企業年金保険金,14206,-,-,-,-,-,-,-,-,-,2729,-,77796,-,20322,-,5365,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,26605,-,-,-,-,-,1656,-,201,-,-,-,89072,-,122594,-,438,-
1,2,0,0,0,一括払購入借入金,104235,-,81389,-,133627,-,105127,-,109313,-,94270,-,149420,-,86209,-,65215,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,146,-,34,-,-,-,10,-,8,-,300,-,668,-,-,-,-,-
1,1,0,0,0,繰入金,149160,-,46054,-,109151,-,89241,-,413462,-,98400,-,87748,-,143563,-,83605,-
2,0,0,0,0,支払,1235551,-,904131,-,1085397,-,1141378,-,1510892,-,1416336,-,1585421,-,1188602,-,667767,-
2,1,0,0,0,実支出,534800,-,382146,-,422527,-,491995,-,492758,-,640610,-,733090,-,640366,-,340922,-
2,2,0,0,0,生計支出,407787,-,280966,-,317778,-,381268,-,372421,-,434603,-,552619,-,535820,-,297951,-
2,3,0,0,0,消費支出,407787,100,280966,100,317778,100,381268,100,372421,100,434603,100,552619,100,535820,100,297951,100
