項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4586,-,2498,-,2147,-,769,-
0,0,0,0,0,調査世帯数,703,-,321,-,176,-,151,-,55,-
0,0,0,0,0,世帯人員,2.92,-,2,-,3,-,4,-,5.18,-
0,0,0,0,0,有業人員,1.31,-,0.78,-,1.63,-,1.83,-,1.93,-
0,0,0,0,0,世帯主平均年齢,60.8,-,68.7,-,58.5,-,50.5,-,50.2,-
2,2,0,0,0,生計支出,330278,-,289414,-,348745,-,376739,-,390434,-
2,3,0,0,0,消費支出,326563,100,281830,100,348220,100,376739,100,390434,100
2,4,1,0,0,食料,87921,26.9,77538,27.5,91572,26.3,96936,25.7,113254,29
2,5,1,1,0,穀類,6769,2.1,5512,2,6809,2,8259,2.2,10011,2.6
2,6,1,1,1,米類,1867,0.6,1516,0.5,1763,0.5,2246,0.6,3255,0.8
2,6,1,1,2,パン,3042,0.9,2500,0.9,3126,0.9,3698,1,4171,1.1
2,6,1,1,3,麺類,1388,0.4,1134,0.4,1416,0.4,1699,0.5,1953,0.5
2,6,1,1,4,他の穀類,472,0.1,362,0.1,504,0.1,617,0.2,633,0.2
2,5,1,2,0,魚介類,6282,1.9,6574,2.3,6341,1.8,5567,1.5,6406,1.6
2,6,1,2,1,生鮮魚介,3710,1.1,3817,1.4,3803,1.1,3287,0.9,3983,1
2,6,1,2,2,塩干魚介,1072,0.3,1119,0.4,1058,0.3,981,0.3,1122,0.3
2,6,1,2,3,魚肉練製品,597,0.2,662,0.2,588,0.2,505,0.1,498,0.1
2,6,1,2,4,他の魚介加工品,902,0.3,977,0.3,892,0.3,795,0.2,802,0.2
2,5,1,3,0,肉類,7693,2.4,5949,2.1,7877,2.3,9412,2.5,12694,3.3
2,6,1,3,1,生鮮肉,6264,1.9,4793,1.7,6434,1.8,7654,2,10597,2.7
2,6,1,3,2,加工肉,1429,0.4,1156,0.4,1443,0.4,1758,0.5,2097,0.5
2,5,1,4,0,乳卵類,4173,1.3,3549,1.3,4401,1.3,4804,1.3,5433,1.4
2,6,1,4,1,牛乳,1348,0.4,1124,0.4,1307,0.4,1640,0.4,1996,0.5
2,6,1,4,2,乳製品,2049,0.6,1749,0.6,2320,0.7,2270,0.6,2381,0.6
2,6,1,4,3,卵,777,0.2,676,0.2,774,0.2,894,0.2,1056,0.3
2,5,1,5,0,野菜・海藻,10027,3.1,9822,3.5,10234,2.9,10135,2.7,10340,2.6
2,6,1,5,1,生鮮野菜,6910,2.1,6656,2.4,7137,2,7119,1.9,7124,1.8
2,6,1,5,2,乾物・海藻,783,0.2,803,0.3,770,0.2,762,0.2,790,0.2
2,6,1,5,3,大豆加工品,1135,0.3,1083,0.4,1181,0.3,1170,0.3,1200,0.3
2,6,1,5,4,他の野菜・海藻加工品,1199,0.4,1280,0.5,1146,0.3,1083,0.3,1226,0.3
2,5,1,6,0,果物,3469,1.1,3693,1.3,3519,1,3162,0.8,2883,0.7
2,6,1,6,1,生鮮果物,3102,0.9,3301,1.2,3141,0.9,2840,0.8,2570,0.7
2,6,1,6,2,果物加工品,367,0.1,393,0.1,378,0.1,323,0.1,313,0.1
2,5,1,7,0,油脂・調味料,3637,1.1,3188,1.1,3778,1.1,4089,1.1,4573,1.2
2,6,1,7,1,油脂,379,0.1,364,0.1,384,0.1,388,0.1,427,0.1
2,6,1,7,2,調味料,3258,1,2823,1,3394,1,3701,1,4146,1.1
2,5,1,8,0,菓子類,6500,2,5260,1.9,6774,1.9,7954,2.1,9016,2.3
2,5,1,9,0,調理食品,12166,3.7,11148,4,12650,3.6,12544,3.3,15723,4
2,6,1,9,1,主食的調理食品,5144,1.6,4756,1.7,5553,1.6,5214,1.4,5995,1.5
2,6,1,9,2,他の調理食品,7021,2.1,6392,2.3,7098,2,7330,1.9,9729,2.5
2,5,1,10,0,飲料,4973,1.5,4208,1.5,5503,1.6,5548,1.5,6256,1.6
2,6,1,10,1,茶類,1240,0.4,1113,0.4,1480,0.4,1205,0.3,1320,0.3
2,6,1,10,2,コーヒー・ココア,947,0.3,875,0.3,1019,0.3,952,0.3,1159,0.3
2,6,1,10,3,他の飲料,2786,0.9,2220,0.8,3004,0.9,3391,0.9,3777,1
2,5,1,11,0,酒類,3575,1.1,3722,1.3,3464,1,3314,0.9,3789,1
2,5,1,12,0,外食,18658,5.7,14914,5.3,20223,5.8,22147,5.9,26130,6.7
2,6,1,12,1,一般外食,17845,5.5,14888,5.3,19800,5.7,20141,5.3,22715,5.8
2,6,1,12,2,学校給食,812,0.2,26,0,422,0.1,2006,0.5,3416,0.9
2,4,2,0,0,住居,23613,7.2,24604,8.7,26683,7.7,21265,5.6,14712,3.8
2,5,2,1,0,家賃地代,13606,4.2,12703,4.5,14991,4.3,14835,3.9,10562,2.7
2,5,2,2,0,設備修繕・維持,10008,3.1,11901,4.2,11692,3.4,6430,1.7,4150,1.1
2,6,2,2,1,設備材料,3181,1,4669,1.7,2706,0.8,1164,0.3,1522,0.4
2,6,2,2,2,工事その他のサービス,6827,2.1,7232,2.6,8986,2.6,5267,1.4,2628,0.7
2,4,3,0,0,光熱・水道,21274,6.5,18861,6.7,21928,6.3,23521,6.2,27634,7.1
2,5,3,1,0,電気代,10138,3.1,9328,3.3,10381,3,10742,2.9,12543,3.2
2,5,3,2,0,ガス代,5887,1.8,5211,1.8,6073,1.7,6623,1.8,7442,1.9
2,5,3,3,0,他の光熱,335,0.1,427,0.2,314,0.1,129,0,445,0.1
2,5,3,4,0,上下水道料,4914,1.5,3895,1.4,5160,1.5,6028,1.6,7203,1.8
2,4,4,0,0,家具・家事用品,12296,3.8,10750,3.8,13975,4,12765,3.4,15309,3.9
2,5,4,1,0,家庭用耐久財,4141,1.3,3923,1.4,4762,1.4,3338,0.9,5774,1.5
2,6,4,1,1,家事用耐久財,2205,0.7,2323,0.8,2463,0.7,1534,0.4,2324,0.6
2,6,4,1,2,冷暖房用器具,1285,0.4,1187,0.4,1268,0.4,980,0.3,3081,0.8
2,6,4,1,3,一般家具,651,0.2,413,0.1,1031,0.3,825,0.2,370,0.1
2,5,4,2,0,室内装備・装飾品,798,0.2,836,0.3,1018,0.3,579,0.2,598,0.2
2,5,4,3,0,寝具類,980,0.3,729,0.3,1109,0.3,1471,0.4,802,0.2
2,5,4,4,0,家事雑貨,2499,0.8,2000,0.7,2773,0.8,2896,0.8,3620,0.9
