項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,700,-,-,93,-,103,-,104,-,100,-,104,-,103,-,93,-
0,世帯人員,2.89,-,-,2.49,-,2.76,-,2.64,-,2.91,-,2.92,-,3.28,-,3.25,-
0,有業人員,1.3,-,-,1.12,-,1.18,-,1.26,-,1.24,-,1.3,-,1.42,-,1.55,-
0,世帯主平均年齢,61,-,-,67.3,-,61.7,-,64.6,-,60.7,-,61.3,-,56.2,-,55,-
0,消費支出,322271,100,-3.8,99626,100,170412,100,222806,100,274143,100,340689,100,432746,100,712277,100
2,基礎的支出,172532,53.5,-10.2,78764,79.1,118041,69.3,149894,67.3,162060,59.1,196602,57.7,219895,50.8,280977,39.4
3,選択的支出,149740,46.5,4.9,20862,20.9,52372,30.7,72913,32.7,112083,40.9,144087,42.3,212851,49.2,431300,60.6
1,食料,91936,28.5,0.7,52350,52.5,71005,41.7,84660,38,85734,31.3,104075,30.5,113725,26.3,131303,18.4
2,基礎的支出,69548,21.6,0.1,45783,46,56752,33.3,67901,30.5,67443,24.6,78936,23.2,82488,19.1,87106,12.2
3,選択的支出,22387,6.9,2.4,6567,6.6,14253,8.4,16759,7.5,18291,6.7,25139,7.4,31237,7.2,44197,6.2
1,住居,16540,5.1,-43.7,2028,2,9075,5.3,10355,4.6,12008,4.4,13720,4,29040,6.7,39283,5.5
2,基礎的支出,14680,4.6,-47.6,2028,2,9075,5.3,10157,4.6,9802,3.6,12432,3.6,25675,5.9,33336,4.7
3,選択的支出,1860,0.6,37.5,-,-,-,-,197,0.1,2206,0.8,1289,0.4,3365,0.8,5947,0.8
1,光熱・水道,26387,8.2,-1.4,12582,12.6,24109,14.1,27891,12.5,27155,9.9,28024,8.2,34423,8,30269,4.2
2,基礎的支出,26387,8.2,-1.4,12582,12.6,24109,14.1,27891,12.5,27155,9.9,28024,8.2,34423,8,30269,4.2
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10963,3.4,-2.8,3598,3.6,4990,2.9,5875,2.6,9841,3.6,12985,3.8,18545,4.3,20782,2.9
2,基礎的支出,7767,2.4,5.9,3263,3.3,3705,2.2,4085,1.8,7211,2.6,8675,2.5,11745,2.7,15624,2.2
3,選択的支出,3195,1,-18.9,335,0.3,1285,0.8,1790,0.8,2630,1,4310,1.3,6800,1.6,5158,0.7
1,被服及び履物,15832,4.9,4.5,2884,2.9,4620,2.7,8290,3.7,13191,4.8,13332,3.9,24701,5.7,43634,6.1
2,基礎的支出,860,0.3,46,117,0.1,403,0.2,752,0.3,967,0.4,750,0.2,1345,0.3,1678,0.2
3,選択的支出,14972,4.6,2.9,2767,2.8,4217,2.5,7538,3.4,12224,4.5,12582,3.7,23356,5.4,41955,5.9
1,保健医療,17068,5.3,-10.7,3886,3.9,8315,4.9,14148,6.3,14280,5.2,25219,7.4,19348,4.5,34081,4.8
2,基礎的支出,14368,4.5,-18.2,3551,3.6,8073,4.7,11217,5,13260,4.8,21498,6.3,14145,3.3,28704,4
3,選択的支出,2700,0.8,74.2,335,0.3,243,0.1,2931,1.3,1019,0.4,3721,1.1,5202,1.2,5376,0.8
1,交通・通信,32890,10.2,4.3,5136,5.2,12637,7.4,18254,8.2,26580,9.7,36257,10.6,50120,11.6,80829,11.3
2,基礎的支出,9018,2.8,-6.9,2469,2.5,4406,2.6,5720,2.6,9085,3.3,10621,3.1,14557,3.4,16168,2.3
3,選択的支出,23872,7.4,9.2,2667,2.7,8230,4.8,12534,5.6,17495,6.4,25637,7.5,35562,8.2,64662,9.1
1,教育,21360,6.6,9.6,36,0,1841,1.1,1032,0.5,5167,1.9,5605,1.6,13785,3.2,121940,17.1
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,21360,6.6,9.6,36,0,1841,1.1,1032,0.5,5167,1.9,5605,1.6,13785,3.2,121940,17.1
1,教養娯楽,39237,12.2,3.7,7946,8,15157,8.9,20864,9.4,31769,11.6,42684,12.5,63392,14.6,92360,13
2,基礎的支出,6601,2,11.2,4061,4.1,4833,2.8,6665,3,6724,2.5,7310,2.1,9346,2.2,7215,1
3,選択的支出,32636,10.1,2.3,3885,3.9,10324,6.1,14199,6.4,25044,9.1,35374,10.4,54046,12.5,85145,12
1,その他の消費支出,50059,15.5,-5.8,9179,9.2,18663,11,31437,14.1,48418,17.7,58787,17.3,65667,15.2,117797,16.5
2,基礎的支出,23302,7.2,-13.3,4910,4.9,6684,3.9,15505,7,20412,7.4,28356,8.3,26170,6,60877,8.5
3,選択的支出,26757,8.3,1.7,4270,4.3,11979,7,15932,7.2,28006,10.2,30431,8.9,39497,9.1,56920,8
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年 3月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目階層（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
