項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3649,-,4628,-,888,-,148,-,835,-,3156,-
0,0,0,0,0,調査世帯数,703,-,256,-,329,-,63,-,11,-,54,-,219,-
0,0,0,0,0,世帯人員,2.92,-,2,-,3.68,-,2.25,-,2.47,-,3.5,-,3.33,-
0,0,0,0,0,有業人員,1.31,-,0.76,-,1.78,-,1.04,-,0.79,-,1.37,-,2.26,-
0,0,0,0,0,世帯主平均年齢,60.8,-,69,-,52.7,-,67.4,-,44.5,-,63.8,-,52,-
2,2,0,0,0,生計支出,330278,-,307119,-,372248,-,223516,-,307640,-,313870,-,373258,-
2,3,0,0,0,消費支出,326563,100,297479,100,371955,100,223516,100,307640,100,313870,100,360789,100
2,4,1,0,0,食料,87921,26.9,81463,27.4,96039,25.8,65388,29.3,72833,23.7,95129,30.3,93703,26
2,5,1,1,0,穀類,6769,2.1,5618,1.9,7793,2.1,5526,2.5,6674,2.2,7459,2.4,7003,1.9
2,6,1,1,1,米類,1867,0.6,1520,0.5,2105,0.6,1562,0.7,1956,0.6,2407,0.8,1911,0.5
2,6,1,1,2,パン,3042,0.9,2561,0.9,3521,0.9,2475,1.1,3147,1,3073,1,3149,0.9
2,6,1,1,3,麺類,1388,0.4,1166,0.4,1590,0.4,1120,0.5,1140,0.4,1524,0.5,1437,0.4
2,6,1,1,4,他の穀類,472,0.1,370,0.1,577,0.2,369,0.2,431,0.1,455,0.1,507,0.1
2,5,1,2,0,魚介類,6282,1.9,7019,2.4,5733,1.5,5193,2.3,3572,1.2,7277,2.3,5376,1.5
2,6,1,2,1,生鮮魚介,3710,1.1,4118,1.4,3405,0.9,2956,1.3,2008,0.7,4421,1.4,3288,0.9
2,6,1,2,2,塩干魚介,1072,0.3,1177,0.4,985,0.3,938,0.4,695,0.2,1247,0.4,864,0.2
2,6,1,2,3,魚肉練製品,597,0.2,696,0.2,522,0.1,503,0.2,310,0.1,696,0.2,476,0.1
2,6,1,2,4,他の魚介加工品,902,0.3,1028,0.3,821,0.2,796,0.4,559,0.2,913,0.3,748,0.2
2,5,1,3,0,肉類,7693,2.4,6252,2.1,9143,2.5,5383,2.4,6024,2,8390,2.7,8433,2.3
2,6,1,3,1,生鮮肉,6264,1.9,5068,1.7,7475,2,4302,1.9,4826,1.6,6843,2.2,6909,1.9
2,6,1,3,2,加工肉,1429,0.4,1184,0.4,1668,0.4,1081,0.5,1198,0.4,1547,0.5,1524,0.4
2,5,1,4,0,乳卵類,4173,1.3,3731,1.3,4757,1.3,2905,1.3,2658,0.9,4228,1.3,4148,1.1
2,6,1,4,1,牛乳,1348,0.4,1189,0.4,1561,0.4,895,0.4,710,0.2,1341,0.4,1252,0.3
2,6,1,4,2,乳製品,2049,0.6,1833,0.6,2332,0.6,1444,0.6,1410,0.5,2062,0.7,2080,0.6
2,6,1,4,3,卵,777,0.2,709,0.2,863,0.2,566,0.3,539,0.2,824,0.3,816,0.2
2,5,1,5,0,野菜・海藻,10027,3.1,10426,3.5,10028,2.7,7604,3.4,6124,2,10902,3.5,9430,2.6
2,6,1,5,1,生鮮野菜,6910,2.1,7058,2.4,7029,1.9,5167,2.3,4520,1.5,7484,2.4,6592,1.8
2,6,1,5,2,乾物・海藻,783,0.2,855,0.3,749,0.2,620,0.3,441,0.1,846,0.3,720,0.2
2,6,1,5,3,大豆加工品,1135,0.3,1158,0.4,1172,0.3,816,0.4,500,0.2,1162,0.4,1100,0.3
2,6,1,5,4,他の野菜・海藻加工品,1199,0.4,1354,0.5,1078,0.3,1002,0.4,663,0.2,1410,0.4,1018,0.3
2,5,1,6,0,果物,3469,1.1,3917,1.3,3200,0.9,2669,1.2,1856,0.6,3913,1.2,3003,0.8
2,6,1,6,1,生鮮果物,3102,0.9,3504,1.2,2861,0.8,2387,1.1,1508,0.5,3484,1.1,2726,0.8
2,6,1,6,2,果物加工品,367,0.1,413,0.1,338,0.1,283,0.1,347,0.1,428,0.1,277,0.1
2,5,1,7,0,油脂・調味料,3637,1.1,3361,1.1,3986,1.1,2691,1.2,2839,0.9,3914,1.2,3692,1
2,6,1,7,1,油脂,379,0.1,393,0.1,387,0.1,275,0.1,229,0.1,384,0.1,368,0.1
2,6,1,7,2,調味料,3258,1,2968,1,3599,1,2416,1.1,2610,0.8,3530,1.1,3325,0.9
2,5,1,8,0,菓子類,6500,2,5335,1.8,7530,2,5369,2.4,7103,2.3,7093,2.3,6837,1.9
2,5,1,9,0,調理食品,12166,3.7,11328,3.8,12604,3.4,10762,4.8,12406,4,14911,4.8,12462,3.5
2,6,1,9,1,主食的調理食品,5144,1.6,4867,1.6,5293,1.4,4217,1.9,3809,1.2,6501,2.1,5166,1.4
2,6,1,9,2,他の調理食品,7021,2.1,6461,2.2,7311,2,6545,2.9,8597,2.8,8410,2.7,7296,2
2,5,1,10,0,飲料,4973,1.5,4371,1.5,5569,1.5,3832,1.7,4789,1.6,5513,1.8,5395,1.5
2,6,1,10,1,茶類,1240,0.4,1138,0.4,1311,0.4,1059,0.5,764,0.2,1484,0.5,1285,0.4
2,6,1,10,2,コーヒー・ココア,947,0.3,929,0.3,1009,0.3,627,0.3,754,0.2,1020,0.3,1058,0.3
2,6,1,10,3,他の飲料,2786,0.9,2304,0.8,3248,0.9,2147,1,3271,1.1,3009,1,3052,0.8
2,5,1,11,0,酒類,3575,1.1,4249,1.4,3430,0.9,1642,0.7,1574,0.5,3496,1.1,4008,1.1
2,5,1,12,0,外食,18658,5.7,15858,5.3,22267,6,11813,5.3,17213,5.6,18033,5.7,23918,6.6
2,6,1,12,1,一般外食,17845,5.5,15858,5.3,20665,5.6,11411,5.1,14954,4.9,17609,5.6,22664,6.3
2,6,1,12,2,学校給食,812,0.2,-,-,1602,0.4,402,0.2,2259,0.7,424,0.1,1254,0.3
2,4,2,0,0,住居,23613,7.2,25872,8.7,23865,6.4,18082,8.1,27867,9.1,18644,5.9,26551,7.4
2,5,2,1,0,家賃地代,13606,4.2,12478,4.2,15298,4.1,13487,6,26756,8.7,8972,2.9,18935,5.2
2,5,2,2,0,設備修繕・維持,10008,3.1,13394,4.5,8567,2.3,4596,2.1,1111,0.4,9672,3.1,7616,2.1
2,6,2,2,1,設備材料,3181,1,5467,1.8,2095,0.6,2071,0.9,54,0,850,0.3,2766,0.8
2,6,2,2,2,工事その他のサービス,6827,2.1,7927,2.7,6472,1.7,2525,1.1,1057,0.3,8822,2.8,4850,1.3
2,4,3,0,0,光熱・水道,21274,6.5,19183,6.4,22752,6.1,17336,7.8,15179,4.9,26436,8.4,21542,6
2,5,3,1,0,電気代,10138,3.1,9331,3.1,10552,2.8,8721,3.9,9221,3,12881,4.1,10092,2.8
2,5,3,2,0,ガス代,5887,1.8,5333,1.8,6344,1.7,4874,2.2,3387,1.1,6889,2.2,6044,1.7
2,5,3,3,0,他の光熱,335,0.1,412,0.1,238,0.1,527,0.2,285,0.1,325,0.1,245,0.1
2,5,3,4,0,上下水道料,4914,1.5,4106,1.4,5618,1.5,3215,1.4,2286,0.7,6341,2,5162,1.4
2,4,4,0,0,家具・家事用品,12296,3.8,11464,3.9,13632,3.7,7835,3.5,9668,3.1,13588,4.3,12462,3.5
2,5,4,1,0,家庭用耐久財,4141,1.3,4218,1.4,4285,1.2,2447,1.1,548,0.2,5054,1.6,3633,1
2,6,4,1,1,家事用耐久財,2205,0.7,2437,0.8,2096,0.6,1479,0.7,101,0,2764,0.9,1846,0.5
2,6,4,1,2,冷暖房用器具,1285,0.4,1332,0.4,1227,0.3,661,0.3,162,0.1,2053,0.7,913,0.3
2,6,4,1,3,一般家具,651,0.2,449,0.2,961,0.3,307,0.1,285,0.1,238,0.1,874,0.2
2,5,4,2,0,室内装備・装飾品,798,0.2,984,0.3,812,0.2,291,0.1,258,0.1,509,0.2,897,0.2
2,5,4,3,0,寝具類,980,0.3,827,0.3,1248,0.3,412,0.2,1126,0.4,768,0.2,1182,0.3
2,5,4,4,0,家事雑貨,2499,0.8,2045,0.7,2973,0.8,1862,0.8,4621,1.5,2542,0.8,2752,0.8
2,5,4,5,0,家事用消耗品,3010,0.9,2567,0.9,3485,0.9,2207,1,2400,0.8,3180,1,3124,0.9
2,5,4,6,0,家事サービス,869,0.3,825,0.3,830,0.2,617,0.3,715,0.2,1536,0.5,873,0.2
2,4,5,0,0,被服及び履物,14047,4.3,11074,3.7,17661,4.7,8535,3.8,13357,4.3,12765,4.1,17313,4.8
