項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2185,-,6619,-,411,-,150,-,785,-,4785,-
0,0,0,0,0,調査世帯数,365,-,77,-,244,-,15,-,6,-,29,-,175,-
0,0,0,0,0,世帯人員,3.37,-,2,-,3.82,-,2.5,-,2.88,-,3.85,-,3.54,-
0,0,0,0,0,有業人員,1.68,-,1.43,-,1.77,-,1.5,-,1,-,1.76,-,2.17,-
0,0,0,0,0,世帯主平均年齢,50.1,-,57.7,-,46.9,-,54.3,-,43.3,-,53.6,-,48.7,-
1,0,0,0,0,受取,1211806,-,1076411,-,1311596,-,713406,-,927853,-,1008474,-,1230909,-
1,1,0,0,0,実収入,605380,100,574263,100,639164,100,285463,100,276363,100,574756,100,675666,100
1,2,0,0,0,経常収入,601729,99.4,572394,99.7,634376,99.3,284664,99.7,274910,99.5,574230,99.9,670584,99.2
1,3,0,0,0,勤め先収入,533885,88.2,459888,80.1,585304,91.6,241195,84.5,269864,97.6,459675,80,632489,93.6
1,4,0,0,0,世帯主収入,443812,73.3,386056,67.2,484197,75.8,231848,81.2,269864,97.6,375128,65.3,455275,67.4
1,6,0,0,0,うち男,426877,70.5,370233,64.5,482448,75.5,-,-,-,-,339654,59.1,452618,67
1,5,0,0,0,定期収入,428067,70.7,366746,63.9,467444,73.1,227862,79.8,258930,93.7,371645,64.7,435120,64.4
1,5,0,0,0,臨時収入,10469,1.7,9719,1.7,11948,1.9,3986,1.4,10934,4,3484,0.6,11895,1.8
1,5,0,0,0,賞与,5276,0.9,9591,1.7,4805,0.8,-,-,-,-,-,-,8259,1.2
1,4,0,0,0,世帯主の配偶者の収入,81222,13.4,73833,12.9,89467,14,-,-,-,-,74828,13,169734,25.1
1,6,0,0,0,うち女,80684,13.3,71368,12.4,89467,14,-,-,-,-,74828,13,168609,25
1,4,0,0,0,他の世帯員収入,8851,1.5,-,-,11640,1.8,9347,3.3,-,-,9719,1.7,7481,1.1
1,3,0,0,0,事業・内職収入,7825,1.3,14261,2.5,6370,1,-,-,-,-,6274,1.1,6592,1
1,4,0,0,0,家賃収入,3168,0.5,12521,2.2,-,-,-,-,-,-,5505,1,3809,0.6
1,4,0,0,0,他の事業収入,1549,0.3,1740,0.3,1766,0.3,-,-,-,-,-,-,2784,0.4
1,4,0,0,0,内職収入,3108,0.5,-,-,4605,0.7,-,-,-,-,769,0.1,-,-
1,3,0,0,0,他の経常収入,60019,9.9,98244,17.1,42701,6.7,43468,15.2,5045,1.8,108281,18.8,31502,4.7
1,4,0,0,0,財産収入,566,0.1,2434,0.4,51,0,-,-,-,-,-,-,70,0
1,4,0,0,0,社会保障給付,59453,9.8,95810,16.7,42650,6.7,43468,15.2,5045,1.8,108281,18.8,31432,4.7
1,5,0,0,0,公的年金給付,36440,6,90200,15.7,10501,1.6,41629,14.6,-,-,102754,17.9,12832,1.9
1,5,0,0,0,他の社会保障給付,23013,3.8,5610,1,32149,5,1839,0.6,5045,1.8,5527,1,18600,2.8
1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,3651,0.6,1869,0.3,4788,0.7,799,0.3,1453,0.5,526,0.1,5082,0.8
1,3,0,0,0,受贈金,1245,0.2,104,0,1846,0.3,-,-,-,-,-,-,2430,0.4
1,3,0,0,0,他の特別収入,2407,0.4,1766,0.3,2941,0.5,799,0.3,1453,0.5,526,0.1,2652,0.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),472639,-,427274,-,505266,-,389876,-,620577,-,367212,-,483581,-
1,2,0,0,0,預貯金引出,363752,-,315902,-,394063,-,253778,-,339828,-,299017,-,377054,-
1,2,0,0,0,保険金,2728,-,8568,-,421,-,-,-,-,-,7352,-,2086,-
1,3,0,0,0,個人・企業年金保険金,2654,-,8568,-,309,-,-,-,-,-,7352,-,2086,-
1,3,0,0,0,他の保険金,74,-,-,-,112,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,290,-,-,-,438,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,3512,-,414,-,255,-,79090,-,216957,-,-,-,542,-
1,2,0,0,0,一括払購入借入金,101814,-,101540,-,109549,-,57009,-,63792,-,60843,-,103274,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,543,-,849,-,540,-,-,-,-,-,-,-,624,-
1,1,0,0,0,繰入金,133787,-,74874,-,167166,-,38067,-,30913,-,66506,-,71663,-
2,0,0,0,0,支払,1211806,-,1076411,-,1311596,-,713406,-,927853,-,1008474,-,1230909,-
2,1,0,0,0,実支出,443862,-,412070,-,472960,-,335314,-,515099,-,343911,-,467080,-
2,2,0,0,0,生計支出,334025,-,313728,-,352059,-,297516,-,467896,-,257623,-,345462,-
2,3,0,0,0,消費支出,334025,100,313728,100,352059,100,297516,100,467896,100,257623,100,345462,100
2,4,1,0,0,食料,89433,26.8,82723,26.4,92093,26.2,72046,24.2,93232,19.9,94778,36.8,89419,25.9
2,5,1,1,0,穀類,7226,2.2,4961,1.6,7656,2.2,6266,2.1,7426,1.6,10412,4,6991,2
2,6,1,1,1,米類,1954,0.6,1335,0.4,1879,0.5,1589,0.5,1237,0.3,4498,1.7,1539,0.4
2,6,1,1,2,パン,3292,1,2305,0.7,3645,1,3182,1.1,4983,1.1,3116,1.2,3497,1
2,6,1,1,3,麺類,1528,0.5,1037,0.3,1629,0.5,928,0.3,561,0.1,2363,0.9,1513,0.4
2,6,1,1,4,他の穀類,452,0.1,285,0.1,502,0.1,569,0.2,646,0.1,435,0.2,441,0.1
2,5,1,2,0,魚介類,5196,1.6,5385,1.7,4865,1.4,4291,1.4,5298,1.1,7930,3.1,4637,1.3
2,6,1,2,1,生鮮魚介,3160,0.9,3331,1.1,2919,0.8,2398,0.8,2892,0.6,5106,2,2750,0.8
2,6,1,2,2,塩干魚介,828,0.2,691,0.2,813,0.2,762,0.3,1143,0.2,1377,0.5,787,0.2
2,6,1,2,3,魚肉練製品,451,0.1,464,0.1,443,0.1,244,0.1,168,0,591,0.2,429,0.1
2,6,1,2,4,他の魚介加工品,757,0.2,900,0.3,689,0.2,887,0.3,1095,0.2,855,0.3,671,0.2
2,5,1,3,0,肉類,8344,2.5,5530,1.8,9301,2.6,4923,1.7,5146,1.1,9907,3.8,8382,2.4
2,6,1,3,1,生鮮肉,6934,2.1,4577,1.5,7722,2.2,4217,1.4,4286,0.9,8274,3.2,6955,2
2,6,1,3,2,加工肉,1411,0.4,953,0.3,1579,0.4,706,0.2,860,0.2,1633,0.6,1427,0.4
2,5,1,4,0,乳卵類,4294,1.3,3262,1,4801,1.4,2213,0.7,2400,0.5,3978,1.5,4177,1.2
2,6,1,4,1,牛乳,1460,0.4,1104,0.4,1665,0.5,780,0.3,725,0.2,1077,0.4,1408,0.4
2,6,1,4,2,乳製品,2035,0.6,1516,0.5,2266,0.6,893,0.3,1172,0.3,2126,0.8,1992,0.6
2,6,1,4,3,卵,799,0.2,642,0.2,870,0.2,539,0.2,502,0.1,775,0.3,777,0.2
2,5,1,5,0,野菜・海藻,9269,2.8,8893,2.8,9296,2.6,7066,2.4,7802,1.7,11245,4.4,8908,2.6
2,6,1,5,1,生鮮野菜,6522,2,6016,1.9,6644,1.9,5028,1.7,6468,1.4,7691,3,6185,1.8
2,6,1,5,2,乾物・海藻,683,0.2,747,0.2,655,0.2,529,0.2,138,0,829,0.3,722,0.2
2,6,1,5,3,大豆加工品,1086,0.3,1028,0.3,1127,0.3,524,0.2,379,0.1,1195,0.5,1097,0.3
2,6,1,5,4,他の野菜・海藻加工品,977,0.3,1102,0.4,870,0.2,985,0.3,817,0.2,1530,0.6,905,0.3
2,5,1,6,0,果物,2997,0.9,3272,1,2889,0.8,2327,0.8,2067,0.4,3484,1.4,2778,0.8
2,6,1,6,1,生鮮果物,2684,0.8,2834,0.9,2606,0.7,2087,0.7,1799,0.4,3234,1.3,2597,0.8
2,6,1,6,2,果物加工品,313,0.1,438,0.1,284,0.1,240,0.1,269,0.1,251,0.1,181,0.1
2,5,1,7,0,油脂・調味料,3606,1.1,2881,0.9,3778,1.1,2778,0.9,3769,0.8,4611,1.8,3664,1.1
2,6,1,7,1,油脂,394,0.1,388,0.1,400,0.1,265,0.1,251,0.1,426,0.2,385,0.1
2,6,1,7,2,調味料,3212,1,2492,0.8,3378,1,2513,0.8,3518,0.8,4185,1.6,3279,0.9
2,5,1,8,0,菓子類,6967,2.1,5421,1.7,7351,2.1,7644,2.6,9926,2.1,7678,3,6779,2
2,5,1,9,0,調理食品,11532,3.5,11464,3.7,11011,3.1,17158,5.8,27231,5.8,13173,5.1,10719,3.1
2,6,1,9,1,主食的調理食品,4734,1.4,4816,1.5,4578,1.3,5484,1.8,4942,1.1,5432,2.1,4354,1.3
2,6,1,9,2,他の調理食品,6798,2,6648,2.1,6433,1.8,11674,3.9,22289,4.8,7741,3,6366,1.8
2,5,1,10,0,飲料,5373,1.6,4957,1.6,5473,1.6,3780,1.3,5123,1.1,6529,2.5,5167,1.5
2,6,1,10,1,茶類,1341,0.4,1495,0.5,1233,0.4,1249,0.4,1233,0.3,1863,0.7,1286,0.4
2,6,1,10,2,コーヒー・ココア,881,0.3,854,0.3,847,0.2,741,0.2,1034,0.2,1314,0.5,968,0.3
2,6,1,10,3,他の飲料,3152,0.9,2608,0.8,3392,1,1790,0.6,2856,0.6,3352,1.3,2913,0.8
2,5,1,11,0,酒類,3290,1,4452,1.4,2928,0.8,1610,0.5,1999,0.4,3990,1.5,3448,1
2,5,1,12,0,外食,21337,6.4,22244,7.1,22745,6.5,11990,4,15046,3.2,11841,4.6,23770,6.9
2,6,1,12,1,一般外食,19483,5.8,22244,7.1,20095,5.7,10838,3.6,11887,2.5,11170,4.3,21478,6.2
2,6,1,12,2,学校給食,1854,0.6,-,-,2650,0.8,1152,0.4,3160,0.7,672,0.3,2292,0.7
2,4,2,0,0,住居,19683,5.9,18926,6,20271,5.8,17411,5.9,-,-,18027,7,22712,6.6
2,5,2,1,0,家賃地代,15429,4.6,13574,4.3,16003,4.5,13098,4.4,-,-,16976,6.6,16388,4.7
2,5,2,2,0,設備修繕・維持,4254,1.3,5352,1.7,4268,1.2,4314,1.5,-,-,1051,0.4,6325,1.8
2,6,2,2,1,設備材料,3130,0.9,2547,0.8,3862,1.1,153,0.1,-,-,137,0.1,5173,1.5
2,6,2,2,2,工事その他のサービス,1124,0.3,2806,0.9,406,0.1,4161,1.4,-,-,915,0.4,1152,0.3
2,4,3,0,0,光熱・水道,18277,5.5,15031,4.8,19395,5.5,8395,2.8,8694,1.9,23070,9,19707,5.7
2,5,3,1,0,電気代,9496,2.8,7778,2.5,10062,2.9,5814,2,6579,1.4,11432,4.4,9747,2.8
2,5,3,2,0,ガス代,3387,1,2831,0.9,3545,1,1645,0.6,1217,0.3,4520,1.8,3770,1.1
2,5,3,3,0,他の光熱,168,0.1,280,0.1,148,0,-,-,-,-,115,0,178,0.1
2,5,3,4,0,上下水道料,5226,1.6,4142,1.3,5639,1.6,936,0.3,897,0.2,7003,2.7,6012,1.7
2,4,4,0,0,家具・家事用品,8874,2.7,8124,2.6,9021,2.6,15826,5.3,9650,2.1,6073,2.4,7296,2.1
2,5,4,1,0,家庭用耐久財,1473,0.4,1444,0.5,1029,0.3,9404,3.2,-,-,1146,0.4,407,0.1
2,6,4,1,1,家事用耐久財,622,0.2,948,0.3,491,0.1,-,-,-,-,1146,0.4,313,0.1
2,6,4,1,2,冷暖房用器具,273,0.1,324,0.1,220,0.1,1385,0.5,-,-,-,-,25,0
2,6,4,1,3,一般家具,578,0.2,172,0.1,318,0.1,8019,2.7,-,-,-,-,68,0
2,5,4,2,0,室内装備・装飾品,359,0.1,827,0.3,218,0.1,60,0,164,0,404,0.2,130,0
2,5,4,3,0,寝具類,1452,0.4,616,0.2,1883,0.5,965,0.3,2147,0.5,400,0.2,1105,0.3
2,5,4,4,0,家事雑貨,2575,0.8,2586,0.8,2704,0.8,2967,1,3980,0.9,1258,0.5,2640,0.8
2,5,4,5,0,家事用消耗品,2586,0.8,2264,0.7,2720,0.8,2252,0.8,3360,0.7,2525,1,2550,0.7
2,5,4,6,0,家事サービス,428,0.1,388,0.1,467,0.1,177,0.1,-,-,340,0.1,466,0.1
2,4,5,0,0,被服及び履物,19230,5.8,22820,7.3,19814,5.6,10768,3.6,11335,2.4,8745,3.4,21820,6.3
2,5,5,1,0,和服,-,-,-,-,-,-,-,-,-,-,-,-,-,-
