項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,726,-,985,-,1616,-,1620,-,1709,-,1078,-,1060,-,1207,-
0,0,0,0,0,調査世帯数,369,-,28,-,36,-,58,-,64,-,61,-,39,-,40,-,43,-
0,0,0,0,0,世帯人員,3.31,-,3.13,-,4.02,-,3.74,-,3.62,-,3.39,-,3.21,-,2.7,-,2.38,-
0,0,0,0,0,有業人員,1.65,-,1.51,-,1.45,-,1.67,-,1.68,-,1.63,-,1.79,-,1.75,-,1.65,-
0,0,0,0,0,世帯主平均年齢,50.3,-,30.5,-,37.4,-,42.2,-,47.1,-,51.8,-,56.9,-,61.8,-,69.3,-
1,0,0,0,0,受取,1130674,-,993827,-,1011609,-,1170123,-,1092745,-,1372622,-,1333290,-,1162581,-,756831,-
1,1,0,0,0,実収入,544457,100,466160,100,483346,100,651590,100,507848,100,670558,100,626986,100,537844,100,300749,100
1,2,0,0,0,経常収入,538873,99,463655,99.5,479778,99.3,649392,99.7,498769,98.2,661143,98.6,625425,99.8,534615,99.4,291595,97
1,3,0,0,0,勤め先収入,531625,97.6,456502,97.9,476436,98.6,643229,98.7,498769,98.2,652321,97.3,610904,97.4,529683,98.5,276611,92
1,4,0,0,0,世帯主収入,442206,81.2,360384,77.3,405005,83.8,519819,79.8,422985,83.3,564444,84.2,480777,76.7,463599,86.2,217407,72.3
1,6,0,0,0,うち男,420036,77.1,360384,77.3,395171,81.8,483713,74.2,403875,79.5,526253,78.5,451416,72,452245,84.1,205988,68.5
1,5,0,0,0,定期収入,426849,78.4,357400,76.7,401549,83.1,472977,72.6,414005,81.5,536642,80,479635,76.5,455684,84.7,216877,72.1
1,5,0,0,0,臨時収入,4206,0.8,2985,0.6,3457,0.7,6551,1,8980,1.8,2803,0.4,1142,0.2,4431,0.8,530,0.2
1,5,0,0,0,賞与,11151,2,-,-,-,-,40291,6.2,-,-,24999,3.7,-,-,3483,0.6,-,-
1,4,0,0,0,世帯主の配偶者の収入,79574,14.6,90404,19.4,71430,14.8,123409,18.9,75784,14.9,79718,11.9,113422,18.1,55020,10.2,17252,5.7
1,6,0,0,0,うち女,77827,14.3,90404,19.4,71430,14.8,123409,18.9,75784,14.9,79718,11.9,97215,15.5,55020,10.2,17252,5.7
1,4,0,0,0,他の世帯員収入,9846,1.8,5714,1.2,-,-,-,-,-,-,8159,1.2,16704,2.7,11064,2.1,41952,13.9
