項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8629,-,2832,-,1946,-,7168,-,6683,-,1371,-
0,0,0,0,0,調査世帯数,254,-,-,226,-,66,-,49,-,188,-,177,-,28,-
0,0,0,0,0,世帯人員,2.37,-,-,2.4,-,2.22,-,2.24,-,2.43,-,2.45,-,2.2,-
0,0,0,0,0,有業人員,0.46,-,-,0.49,-,0.39,-,0.44,-,0.49,-,0.5,-,0.29,-
0,0,0,0,0,世帯主平均年齢,75.4,-,-,75.8,-,74.7,-,75.9,-,75.6,-,75.8,-,72.6,-
1,0,0,0,0,受取,551076,-,23.6,597958,-,294861,-,331537,-,652297,-,675518,-,256122,-
1,1,0,0,0,実収入,44742,100,-10.2,48514,100,19460,100,18607,100,54730,100,57221,100,21008,100
1,2,0,0,0,経常収入,40811,91.2,1,43995,90.7,18235,93.7,16838,90.5,49730,90.9,51901,90.7,20781,98.9
1,3,0,0,0,勤め先収入,23907,53.4,0.6,26531,54.7,9328,47.9,8362,44.9,29667,54.2,31820,55.6,7398,35.2
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,6965,15.6,14.5,8073,16.6,1447,7.4,2106,11.3,9146,16.7,9809,17.1,-,-
1,6,0,0,0,うち女,6965,15.6,31.5,8073,16.6,1447,7.4,2106,11.3,9146,16.7,9809,17.1,-,-
1,4,0,0,0,他の世帯員収入,16941,37.9,-4.2,18458,38,7881,40.5,6256,33.6,20521,37.5,22011,38.5,7398,35.2
1,3,0,0,0,事業・内職収入,6678,14.9,62.3,7405,15.3,1251,6.4,1821,9.8,8822,16.1,9030,15.8,2106,10
1,4,0,0,0,家賃収入,3409,7.6,195.7,3951,8.1,-,-,-,-,4756,8.7,5101,8.9,-,-
1,4,0,0,0,他の事業収入,1339,3,161.5,1427,2.9,-,-,-,-,1868,3.4,1843,3.2,783,3.7
1,4,0,0,0,内職収入,1930,4.3,-21.2,2026,4.2,1251,6.4,1821,9.8,2198,4,2086,3.6,1323,6.3
1,3,0,0,0,他の経常収入,10227,22.9,-18.3,10060,20.7,7656,39.3,6655,35.8,11242,20.5,11051,19.3,11277,53.7
1,4,0,0,0,財産収入,5392,12.1,115.1,6249,12.9,3777,19.4,5498,29.5,6029,11,6467,11.3,-,-
1,4,0,0,0,社会保障給付,3343,7.5,-64,2842,5.9,3215,16.5,191,1,3394,6.2,3614,6.3,6494,30.9
1,5,0,0,0,公的年金給付,1143,2.6,-85.5,1324,2.7,-,-,-,-,1594,2.9,1710,3,-,-
1,5,0,0,0,他の社会保障給付,2201,4.9,55.8,1518,3.1,3215,16.5,191,1,1800,3.3,1905,3.3,6494,30.9
1,4,0,0,0,仕送り金,1492,3.3,105.2,968,2,664,3.4,966,5.2,1819,3.3,969,1.7,4784,22.8
1,2,0,0,0,特別収入,3931,8.8,-58.4,4519,9.3,1225,6.3,1769,9.5,4999,9.1,5320,9.3,226,1.1
1,3,0,0,0,受贈金,1321,3,-78.2,1531,3.2,38,0.2,55,0.3,1828,3.3,1961,3.4,-,-
1,3,0,0,0,他の特別収入,2609,5.8,-23,2988,6.2,1187,6.1,1714,9.2,3171,5.8,3359,5.9,226,1.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),416190,-,33.3,454646,-,191950,-,219567,-,504779,-,523081,-,174251,-
1,2,0,0,0,預貯金引出,275434,-,10.4,293900,-,156079,-,170573,-,322587,-,329803,-,159259,-
1,2,0,0,0,保険金,10700,-,34,12400,-,5684,-,8274,-,12681,-,13602,-,-,-
1,3,0,0,0,個人・企業年金保険金,10168,-,38.7,11784,-,5116,-,7446,-,12164,-,13047,-,-,-
1,3,0,0,0,他の保険金,532,-,-19,616,-,569,-,828,-,517,-,554,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,268,-,-58.5,311,-,-,-,-,-,374,-,402,-,-,-
1,2,0,0,0,分割払購入借入金,1656,-,...,1704,-,656,-,-,-,2051,-,2200,-,1354,-
1,2,0,0,0,一括払購入借入金,59789,-,11.3,67125,-,29530,-,40720,-,71743,-,74811,-,13638,-
1,2,0,0,0,土地家屋売却,67590,-,...,78334,-,-,-,-,-,94293,-,101138,-,-,-
1,2,0,0,0,実収入以外の受取のその他,752,-,474,872,-,-,-,-,-,1049,-,1125,-,-,-
1,1,0,0,0,繰入金,90144,-,7.3,94798,-,83451,-,93363,-,92788,-,95216,-,60864,-
2,0,0,0,0,支払,551076,-,23.6,597958,-,294861,-,331537,-,652297,-,675518,-,256122,-
2,1,0,0,0,実支出,314249,-,7.8,333441,-,202241,-,222724,-,358499,-,365672,-,193506,-
2,2,0,0,0,生計支出,277917,-,6.4,294356,-,182186,-,204327,-,315737,-,320564,-,174496,-
2,3,0,0,0,消費支出,277917,100,6.4,294356,100,182186,100,204327,100,315737,100,320564,100,174496,100
2,4,1,0,0,食料,81102,29.2,-1.5,84116,28.6,66116,36.3,70891,34.7,87022,27.6,87966,27.4,62143,35.6
