項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,709,-,-,95,-,105,-,102,-,102,-,103,-,105,-,97,-
0,世帯人員,2.96,-,-,2.33,-,2.69,-,3.1,-,3.09,-,2.97,-,3.25,-,3.31,-
0,有業人員,1.31,-,-,0.9,-,1.19,-,1.48,-,1.3,-,1.27,-,1.45,-,1.55,-
0,世帯主平均年齢,60.5,-,-,68.9,-,66.1,-,59.4,-,58.6,-,60.9,-,53.8,-,55.9,-
0,消費支出,326831,100,3.6,98128,100,166098,100,219634,100,276879,100,344980,100,437622,100,740570,100
2,基礎的支出,173592,53.1,0.1,77272,78.7,115372,69.5,140915,64.2,166236,60,192181,55.7,198823,45.4,322710,43.6
3,選択的支出,153239,46.9,7.7,20856,21.3,50727,30.5,78719,35.8,110643,40,152798,44.3,238799,54.6,417859,56.4
1,食料,98599,30.2,4.8,50900,51.9,72856,43.9,88077,40.1,95941,34.7,106357,30.8,116971,26.7,158452,21.4
2,基礎的支出,72442,22.2,2,44298,45.1,59584,35.9,69635,31.7,75702,27.3,80542,23.3,77526,17.7,99448,13.4
3,選択的支出,26157,8,13.4,6602,6.7,13272,8,18441,8.4,20238,7.3,25814,7.5,39446,9,59004,8
1,住居,23249,7.1,-10.1,2407,2.5,4727,2.8,11616,5.3,17325,6.3,25903,7.5,21528,4.9,78614,10.6
2,基礎的支出,21478,6.6,-8.3,2407,2.5,4419,2.7,11549,5.3,16831,6.1,24059,7,16854,3.9,73616,9.9
3,選択的支出,1771,0.5,-27,-,-,308,0.2,67,0,494,0.2,1845,0.5,4674,1.1,4998,0.7
1,光熱・水道,18450,5.6,-3.9,11684,11.9,15520,9.3,19515,8.9,18759,6.8,20474,5.9,21847,5,21303,2.9
2,基礎的支出,18450,5.6,-3.9,11684,11.9,15520,9.3,19515,8.9,18759,6.8,20474,5.9,21847,5,21303,2.9
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,13474,4.1,16.8,2961,3,5058,3,7849,3.6,13088,4.7,12425,3.6,16946,3.9,35781,4.8
2,基礎的支出,9279,2.8,6,2549,2.6,4212,2.5,6260,2.9,8854,3.2,8041,2.3,13724,3.1,21215,2.9
3,選択的支出,4195,1.3,51.1,412,0.4,847,0.5,1589,0.7,4233,1.5,4383,1.3,3223,0.7,14566,2
1,被服及び履物,12721,3.9,23.1,1777,1.8,5281,3.2,8160,3.7,10818,3.9,10330,3,19472,4.4,33040,4.5
2,基礎的支出,959,0.3,41.4,443,0.5,682,0.4,675,0.3,1149,0.4,744,0.2,1632,0.4,1391,0.2
3,選択的支出,11762,3.6,21.8,1334,1.4,4600,2.8,7485,3.4,9669,3.5,9586,2.8,17841,4.1,31649,4.3
1,保健医療,16160,4.9,19.5,4955,5,8617,5.2,9429,4.3,12250,4.4,15850,4.6,23635,5.4,38199,5.2
2,基礎的支出,14037,4.3,23.3,4698,4.8,8337,5,8069,3.7,11204,4,14343,4.2,18307,4.2,33124,4.5
3,選択的支出,2123,0.6,-0.6,257,0.3,280,0.2,1359,0.6,1046,0.4,1507,0.4,5328,1.2,5075,0.7
1,交通・通信,35879,11,-1.1,5902,6,14652,8.8,21901,10,30981,11.2,40005,11.6,56629,12.9,80703,10.9
2,基礎的支出,10327,3.2,-2.5,1848,1.9,5863,3.5,6705,3.1,9601,3.5,12645,3.7,14665,3.4,20860,2.8
3,選択的支出,25552,7.8,-0.5,4054,4.1,8789,5.3,15197,6.9,21380,7.7,27360,7.9,41963,9.6,59843,8.1
1,教育,15230,4.7,34.7,187,0.2,1241,0.7,4666,2.1,5909,2.1,9524,2.8,20936,4.8,63705,8.6
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,15230,4.7,34.7,187,0.2,1241,0.7,4666,2.1,5909,2.1,9524,2.8,20936,4.8,63705,8.6
1,教養娯楽,44130,13.5,-2.5,8874,9,15802,9.5,21266,9.7,31513,11.4,48811,14.1,68592,15.7,113460,15.3
2,基礎的支出,7156,2.2,-12,4513,4.6,6130,3.7,6835,3.1,6551,2.4,9087,2.6,7486,1.7,9452,1.3
3,選択的支出,36974,11.3,-0.5,4361,4.4,9672,5.8,14432,6.6,24962,9,39724,11.5,61106,14,104008,14
1,その他の消費支出,48940,15,1.4,8482,8.6,22342,13.5,27155,12.4,40295,14.6,55301,16,71066,16.2,117313,15.8
2,基礎的支出,19464,6,-3.6,4833,4.9,10624,6.4,11671,5.3,17584,6.4,22245,6.4,26783,6.1,42300,5.7
3,選択的支出,29475,9,5,3649,3.7,11718,7.1,15484,7,22711,8.2,33055,9.6,44283,10.1,75012,10.1
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和元年 8月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目階層（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
