規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,395507,459810,273419,371560,432352,256137,342911,28649,23947,27458,17282
30人以上,D 鉱業,483181,526289,296609,476892,519045,294457,440970,35922,6289,7244,2152
30人以上,E 建設業,443140,469545,268623,411683,435821,252151,383481,28202,31457,33724,16472
30人以上,F 製造業,424547,471903,271048,408406,454093,260317,379662,28744,16141,17810,10731
30人以上,G 電気・ガス・熱供給・水道業,478609,509468,337341,478515,509361,337310,436601,41914,94,107,31
30人以上,H 情報通信業,435608,462665,330388,388147,412695,292685,347128,41019,47461,49970,37703
30人以上,I 運輸業,356228,371982,248865,347553,363027,242104,296685,50868,8675,8955,6761
30人以上,J 卸売・小売業,366679,456744,228211,349151,433862,218914,331098,18053,17528,22882,9297
30人以上,K 金融・保険業,566444,724126,344666,500446,627178,322199,464249,36197,65998,96948,22467
30人以上,L 不動産業,396062,452688,256854,374065,427347,243077,350538,23527,21997,25341,13777
30人以上,"M 飲食店,宿泊業",244210,319397,148354,235537,306476,145097,219613,15924,8673,12921,3257
30人以上,"N 医療,福祉",346644,446759,315303,325356,435481,290882,304810,20546,21288,11278,24421
30人以上,"O 教育,学習支援業",440431,495116,373099,402563,467245,322921,378267,24296,37868,27871,50178
30人以上,P 複合サービス事業,319353,356074,164673,317009,353892,161648,289381,27628,2344,2182,3025
30人以上,Q サービス業（他に分類されないもの）,348363,411539,245612,338581,401123,236862,310541,28040,9782,10416,8750
30人以上,"F09,10 食料品・たばこ",314656,403753,187641,312743,401121,186752,281983,30760,1913,2632,889
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,300412,390966,248442,289923,385102,235298,280540,9383,10489,5864,13144
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,394448,439364,249696,381766,426176,238644,355382,26384,12682,13188,11052
30人以上,F16 印刷,413843,448639,281904,413055,447804,281297,378171,34884,788,835,607
30人以上,F17 化学,526234,592366,372051,495137,558902,346473,468880,26257,31097,33464,25578
30人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F19 プラスチック,544120,651814,258006,355650,409432,212766,337536,18114,188470,242382,45240
30人以上,F20 ゴム,384829,398342,281840,383240,396567,281670,357710,25530,1589,1775,170
30人以上,F21 なめし革,286948,336633,212520,286770,336335,212520,283367,3403,178,298,0
30人以上,F22 窯業・土石,470624,517230,270945,469981,516536,270521,450047,19934,643,694,424
30人以上,F23 鉄鋼,480515,519377,333429,476631,514702,332539,458002,18629,3884,4675,890
30人以上,F24 非鉄金属,454573,517227,254838,451643,513938,253054,429732,21911,2930,3289,1784
30人以上,F25 金属製品,301227,349088,161946,300746,348566,161585,293047,7699,481,522,361
30人以上,F26 一般機械,424383,463623,250249,424380,463619,250249,396177,28203,3,4,0
30人以上,F27 電気機器,459010,484346,314343,433453,458974,287728,402958,30495,25557,25372,26615
30人以上,F28 情報通信機器,443982,462905,345490,428389,448116,325714,387848,40541,15593,14789,19776
30人以上,F29 電子部品・デバイス,475008,532858,270278,433084,481774,260771,405768,27316,41924,51084,9507
30人以上,F30 輸送用機器,440879,454810,301850,439235,453083,301032,399058,40177,1644,1727,818
30人以上,F31 精密機器,405069,424447,295609,403694,423171,293674,367331,36363,1375,1276,1935
30人以上,F32 その他,393152,448670,257026,390365,445486,255210,378169,12196,2787,3184,1816
30人以上,J-1 卸売業,441519,494439,294572,422035,471793,283869,400159,21876,19484,22646,10703
30人以上,J-2 小売業,246852,345487,181413,232456,321910,173108,220523,11933,14396,23577,8305
30人以上,Q80 専門サービス業（他に分類されないもの）,434598,469198,315362,431598,465875,313475,395202,36396,3000,3323,1887
30人以上,Q81 学術・開発研究機関,466822,504086,308055,458042,494641,302111,428267,29775,8780,9445,5944
30人以上,Q84 娯楽業,266202,326480,184068,266034,326335,183868,256918,9116,168,145,200
30人以上,"Q86,87 自動車整備業、機械等修理業",395265,411056,261240,393863,409646,259909,350751,43112,1402,1410,1331
30人以上,Q82 洗濯・理容・美容・浴場業,199479,245929,165800,188257,239657,150988,176783,11474,11222,6272,14812
30人以上,Q89 広告業,433883,518131,288076,430616,514056,286207,408494,22122,3267,4075,1869
30人以上,QS-1 一括分,322139,385517,240533,308906,370280,229880,281289,27617,13233,15237,10653
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年５月分,,,,,,,,,,,,
第１－２表　産業、性別常用労働者の一人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,,
