規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,431123,420390,389198,31192,10733,118767,117727,111808,5919,1040
30人以上,D 鉱業,504836,481826,452866,28960,23010,103026,100205,100205,0,2821
30人以上,E 建設業,425745,420344,386264,34080,5401,192772,185557,179702,5855,7215
30人以上,F 製造業,438343,433905,403543,30362,4438,128025,127704,121406,6298,321
30人以上,G 電気・ガス・熱供給・水道業,547320,511408,458117,53291,35912,222237,206174,196231,9943,16063
30人以上,H 情報通信業,410750,402156,361853,40303,8594,123108,121982,110198,11784,1126
30人以上,I 運輸業,390347,384340,329822,54518,6007,136888,136136,119916,16220,752
30人以上,J 卸売・小売業,435625,425715,404054,21661,9910,114071,113727,108954,4773,344
30人以上,K 金融・保険業,533129,519205,486983,32222,13924,146598,146314,138511,7803,284
30人以上,L 不動産業,422290,407898,383410,24488,14392,93506,93361,91584,1777,145
30人以上,"M 飲食店,宿泊業",396033,394711,362650,32061,1322,92351,92319,87280,5039,32
30人以上,"N 医療,福祉",399486,388521,365372,23149,10965,133067,132089,128162,3927,978
30人以上,"O 教育,学習支援業",488439,454798,437191,17607,33641,93788,92130,89598,2532,1658
30人以上,P 複合サービス事業,515966,475374,435786,39588,40592,152979,152979,133977,19002,0
30人以上,Q サービス業（他に分類されないもの）,394199,384328,353377,30951,9871,126797,124460,118845,5615,2337
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１０月分,,,,,,,,,,,
第４－２表　産業、就業形態別労働者の一人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,
