規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,TL 調査産業計,412578,396525,369854,26671,16053,105940,104923,101042,3881,1017
５人以上,D 鉱業,471993,469244,437731,31513,2749,95538,95538,95538,0,0
５人以上,E 建設業,422249,405742,378368,27374,16507,166628,151902,143514,8388,14726
５人以上,F 製造業,415375,406017,380144,25873,9358,114484,114149,109630,4519,335
５人以上,G 電気・ガス・熱供給・水道業,496472,496033,442688,53345,439,195101,195101,188381,6720,0
５人以上,H 情報通信業,405433,395581,356862,38719,9852,131175,131097,119850,11247,78
５人以上,I 運輸業,406440,387428,332087,55341,19012,130429,129350,116824,12526,1079
５人以上,J 卸売・小売業,414426,393532,376724,16808,20894,103401,102360,99182,3178,1041
５人以上,K 金融・保険業,523780,501581,469680,31901,22199,157708,155467,148991,6476,2241
５人以上,L 不動産業,475522,400124,382980,17144,75398,111925,111240,110248,992,685
５人以上,"M 飲食店,宿泊業",337861,311950,291212,20738,25911,87813,87674,84461,3213,139
５人以上,"N 医療,福祉",362656,359639,340304,19335,3017,112454,112225,109694,2531,229
５人以上,"O 教育,学習支援業",426576,411759,395374,16385,14817,77887,77399,76023,1376,488
５人以上,P 複合サービス事業,403952,400086,374944,25142,3866,151599,151559,136071,15488,40
５人以上,Q サービス業（他に分類されないもの）,383530,370193,344121,26072,13337,114725,112510,109004,3506,2215
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年８月分,,,,,,,,,,,
第４－１表　産業、就業形態別労働者の一人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,
