規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,19,19.4,18.3,153.9,161.5,139.3,140,145.9,128.8,13.9,15.6,10.5
30人以上,D 鉱業,19.5,19.7,18.3,160,162.3,150.3,142.4,144.7,132.7,17.6,17.6,17.6
30人以上,E 建設業,19.9,20.1,18.6,168.2,170.5,152.7,153.7,155.5,141.8,14.5,15,10.9
30人以上,F 製造業,18.5,18.6,18,153.4,156.9,142,139.8,142.4,131.2,13.6,14.5,10.8
30人以上,G 電気・ガス・熱供給・水道業,18.8,19,18,156.4,159.1,143.6,142.6,144.6,133.2,13.8,14.5,10.4
30人以上,H 情報通信業,19.5,19.7,18.9,168.5,171.5,157,147.5,149.7,138.8,21,21.8,18.2
30人以上,I 運輸業,19.4,19.6,18.1,167.2,171.2,139.6,144.4,147.1,125.9,22.8,24.1,13.7
30人以上,J 卸売・小売業,19.3,19.6,18.9,150.3,158.9,136.9,140.6,147.8,129.4,9.7,11.1,7.5
30人以上,K 金融・保険業,19.2,19.7,18.6,157.5,161.3,152.2,140.9,145.2,134.9,16.6,16.1,17.3
30人以上,L 不動産業,19.4,19.8,18.5,156.6,162.6,142,143.4,149.1,129.4,13.2,13.5,12.6
30人以上,"M 飲食店,宿泊業",17.3,18.7,15.6,131.7,151.3,106.6,122.7,140.3,100.2,9,11,6.4
30人以上,"N 医療,福祉",18.1,17.7,18.2,135.4,136.5,135,128.7,129.4,128.4,6.7,7.1,6.6
30人以上,"O 教育,学習支援業",18.5,19.2,17.6,139.1,145.3,131.4,130.4,136.1,123.3,8.7,9.2,8.1
30人以上,P 複合サービス事業,18.5,18.6,18.2,149.2,158.5,109.8,134.6,142.6,100.6,14.6,15.9,9.2
30人以上,Q サービス業（他に分類されないもの）,19,19.4,18.3,154.3,162.3,141.3,139.8,146,129.8,14.5,16.3,11.5
30人以上,"F09,10 食料品・たばこ",19.3,19.6,18.8,152.6,163.8,136.7,137.7,146.2,125.6,14.9,17.6,11.1
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,18.5,18.9,18.4,134.3,144.7,128.4,128.9,138.5,123.4,5.4,6.2,5
