規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,20.4,170,154.3,15.7,15.9,98,93.7,4.3
30人以上,D 鉱業,20.5,166.8,152,14.8,14.1,67.5,67.5,0
30人以上,E 建設業,21.1,179.4,163.6,15.8,18.7,134,130.8,3.2
30人以上,F 製造業,19.9,166.6,152,14.6,17.7,117.6,113.5,4.1
30人以上,G 電気・ガス・熱供給・水道業,19.9,167,150.8,16.2,16.5,124.5,120.6,3.9
30人以上,H 情報通信業,20.5,178,156,22,16.9,117.7,108.7,9
30人以上,I 運輸業,21,184.2,158.6,25.6,15.1,106.9,94.9,12
30人以上,J 卸売・小売業,20.8,169.7,157.9,11.8,18,109.5,106,3.5
30人以上,K 金融・保険業,19.9,162.5,146.1,16.4,17.1,114.9,110.5,4.4
30人以上,L 不動産業,20.9,172.8,158.1,14.7,16.7,82,81,1
30人以上,"M 飲食店,宿泊業",21.8,188.4,173.4,15,14.1,86.6,82.7,3.9
30人以上,"N 医療,福祉",19.5,154.2,146.9,7.3,14.2,73.6,71.9,1.7
30人以上,"O 教育,学習支援業",19.9,151.3,142.4,8.9,8,46.6,45.8,0.8
30人以上,P 複合サービス事業,18.7,169.7,153.8,15.9,19.3,120.4,100.2,20.2
30人以上,Q サービス業（他に分類されないもの）,20.4,171.4,154.5,16.9,16.3,99,95.2,3.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年７月分,,,,,,,,,
第５－２表　産業、就業形態別労働者の一人平均月間出勤日数及び実労働時間　（事業所規模３０人以上）,,,,,,,,,
