規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,6524883,4107143,2417740,152892,77891,75001,148823,77965,70858,6528952,4107069,2421883,19.7,10.3,35.5
５人以上,D 鉱業,2159,1750,409,41,41,0,22,18,4,2178,1773,405,1.8,0.1,9.1
５人以上,E 建設業,349741,294715,55026,5915,5342,573,4517,3790,727,351139,296267,54872,3.8,1.6,15.7
５人以上,F 製造業,732980,545490,187490,9218,5592,3626,10779,7252,3527,731419,543830,187589,8.3,2.6,24.6
５人以上,G 電気・ガス・熱供給・水道業,40042,32896,7146,173,132,41,235,177,58,39980,32851,7129,8.2,6.4,16.6
５人以上,H 情報通信業,617029,475653,141376,9690,5664,4026,11711,7388,4323,615008,473929,141079,5,2,15.3
５人以上,I 運輸業,323937,282689,41248,6596,5853,743,7450,6176,1274,323083,282366,40717,12.5,9.2,35.3
５人以上,J 卸売・小売業,1425047,852140,572907,37001,18602,18399,33416,16312,17104,1428632,854430,574202,26.9,13.5,46.9
５人以上,K 金融・保険業,406970,229456,177514,10074,5624,4450,8960,5298,3662,408084,229782,178302,6.8,1.9,13.1
５人以上,L 不動産業,116628,83855,32773,2248,1354,894,2385,1436,949,116491,83773,32718,10.2,6.1,20.6
５人以上,"M 飲食店,宿泊業",459313,228615,230698,26664,12327,14337,21198,10375,10823,464779,230567,234212,66.9,51.7,81.9
５人以上,"N 医療,福祉",404668,94885,309783,9815,2030,7785,11957,3056,8901,402526,93859,308667,28.7,19.2,31.5
５人以上,"O 教育,学習支援業",345756,179370,166386,7602,2680,4922,4989,1827,3162,348369,180223,168146,19,14.1,24.2
５人以上,P 複合サービス事業,57331,41320,16011,931,484,447,717,453,264,57545,41351,16194,29.1,21,50
５人以上,Q サービス業（他に分類されないもの）,1243282,764309,478973,26924,12166,14758,30487,14407,16080,1239719,762068,477651,16.3,9.5,27.2
５人以上,"F09,10 食料品・たばこ",75542,43426,32116,2432,1231,1201,1932,1076,856,76042,43581,32461,29.6,10.8,55
５人以上,F11 繊維,2282,1266,1016,187,8,179,7,7,0,2462,1267,1195,7.1,0,14.7
５人以上,F12 衣服,24351,12599,11752,526,258,268,276,18,258,24601,12839,11762,9.7,5.1,14.7
５人以上,F13 木材,2044,1543,501,0,0,0,6,5,1,2038,1538,500,5.2,0.8,18.8
５人以上,F14 家具,7017,5632,1385,187,187,0,0,0,0,7204,5819,1385,11.8,8.1,27.5
