規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,19.2,19.5,18.4,154.8,162.8,139.6,141.6,147.5,130.3,13.2,15.3,9.3
30人以上,D 鉱業,19.9,20.1,19.1,159.2,162.2,146.2,145.7,147.2,139.2,13.5,15,7
30人以上,E 建設業,20.3,20.5,18.8,170.4,172.9,154.4,154.6,156.2,144.2,15.8,16.7,10.2
30人以上,F 製造業,18.9,19.1,18.4,156.8,160.5,144.8,143.6,146.2,135,13.2,14.3,9.8
30人以上,G 電気・ガス・熱供給・水道業,19.9,20,19.2,165,168.1,151,151.2,153.2,142.3,13.8,14.9,8.7
30人以上,H 情報通信業,19.6,19.7,19.1,169.4,172.3,158.3,148.5,150.5,140.7,20.9,21.8,17.6
30人以上,I 運輸業,20.1,20.2,18.9,171.2,174.8,147.5,148.5,150.8,133.3,22.7,24,14.2
30人以上,J 卸売・小売業,19.6,19.8,19.2,153,161.6,139.2,143.9,151,132.5,9.1,10.6,6.7
30人以上,K 金融・保険業,20,20.2,19.6,160.9,164.2,156.3,146.6,149.7,142.4,14.3,14.5,13.9
30人以上,L 不動産業,19.5,19.9,18.5,154.8,161.8,138,142.7,148.6,128.5,12.1,13.2,9.5
30人以上,"M 飲食店,宿泊業",17.1,18.4,15.4,130.4,150.1,107,120.8,138,100.3,9.6,12.1,6.7
30人以上,"N 医療,福祉",18.5,18.4,18.6,137.8,140.5,136.9,131.5,134.4,130.5,6.3,6.1,6.4
30人以上,"O 教育,学習支援業",15.1,15.7,14.3,111.7,116.9,105.2,106.1,110.8,100.3,5.6,6.1,4.9
30人以上,P 複合サービス事業,18.6,18.6,18.7,149.6,157.6,115.8,135.2,142,106.7,14.4,15.6,9.1
30人以上,Q サービス業（他に分類されないもの）,19.5,19.9,18.9,158.1,166.4,144.7,144.2,150.3,134.2,13.9,16.1,10.5
30人以上,"F09,10 食料品・たばこ",19.6,20.2,18.6,156.2,170.3,136.2,142.7,153.7,127.1,13.5,16.6,9.1
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,18.6,18.2,18.8,136.8,142.2,133.7,130.4,134.1,128.2,6.4,8.1,5.5
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,19.1,19,19.4,154.4,154.5,153.8,145.2,144.6,147.1,9.2,9.9,6.7
30人以上,F16 印刷,20,20.1,19.3,165,165.7,161.8,146.9,147.2,145.6,18.1,18.5,16.2
30人以上,F17 化学,19.7,20.1,18.8,159.6,162.5,153,150.2,154,141.5,9.4,8.5,11.5
