規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,19.5,19.9,18.7,159.1,167.1,143.8,143.9,150.1,132,15.2,17,11.8
30人以上,D 鉱業,19.9,20.2,19,163.2,165.1,154.3,146.7,148.6,138,16.5,16.5,16.3
30人以上,E 建設業,21.2,21.4,19.7,179.7,182,163.7,162.8,164.6,150.6,16.9,17.4,13.1
30人以上,F 製造業,19.8,19.9,19.4,164.7,168.1,153.2,149.5,152.1,140.9,15.2,16,12.3
30人以上,G 電気・ガス・熱供給・水道業,19.2,19.4,18.3,160.3,162.8,148.5,145.3,147.4,135.4,15,15.4,13.1
30人以上,H 情報通信業,19.7,19.9,19.1,173.4,176.2,162.3,150,151.9,142.7,23.4,24.3,19.6
30人以上,I 運輸業,20.2,20.4,18.7,175.8,179.3,150.4,150,152.3,133.4,25.8,27,17
30人以上,J 卸売・小売業,19.7,20,19,153.7,163.3,138.8,143.2,151.4,130.4,10.5,11.9,8.4
30人以上,K 金融・保険業,19.3,19.6,18.8,158.1,160.7,154.3,141.3,144.5,136.6,16.8,16.2,17.7
30人以上,L 不動産業,20.3,20.8,19.2,164.3,170.9,148,150.1,156.3,134.8,14.2,14.6,13.2
30人以上,"M 飲食店,宿泊業",17.4,18.6,15.8,132.7,151.2,109.2,123.4,140,102.3,9.3,11.2,6.9
30人以上,"N 医療,福祉",18.3,18,18.4,139.3,138.8,139.4,129.7,131.6,129.1,9.6,7.2,10.3
30人以上,"O 教育,学習支援業",18.8,19.4,18.1,144.3,148.9,138.6,133.3,137.3,128.3,11,11.6,10.3
30人以上,P 複合サービス事業,18.6,18.6,18.4,149.9,159.2,112.1,134.3,142.2,102.1,15.6,17,10
30人以上,Q サービス業（他に分類されないもの）,19.5,19.9,18.8,158.5,166.5,145.5,143.4,149.5,133.4,15.1,17,12.1
30人以上,"F09,10 食料品・たばこ",20.3,20.9,19.5,161.4,175.2,141.8,146.6,157.6,130.9,14.8,17.6,10.9
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,19,18.9,19.1,139,147.3,134.2,131.8,138.4,128,7.2,8.9,6.2
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
