規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,448238,425342,390768,34574,22896,119737,118111,111925,6186,1626
30人以上,D 鉱業,459156,435116,398523,36593,24040,98375,95625,95625,0,2750
30人以上,E 建設業,450175,432846,398217,34629,17329,183625,178825,173682,5143,4800
30人以上,F 製造業,464153,438853,406307,32546,25300,127650,121401,114835,6566,6249
30人以上,G 電気・ガス・熱供給・水道業,537716,514054,459704,54350,23662,217399,200430,190810,9620,16969
30人以上,H 情報通信業,426975,410266,364399,45867,16709,123465,123136,109670,13466,329
30人以上,I 運輸業,439652,401119,337770,63349,38533,139610,139026,122359,16667,584
30人以上,J 卸売・小売業,452409,424817,401060,23757,27592,116947,115967,111590,4377,980
30人以上,K 金融・保険業,555757,544003,504908,39095,11754,150022,149325,140550,8775,697
30人以上,L 不動産業,450331,413992,386103,27889,36339,89607,89498,87696,1802,109
30人以上,"M 飲食店,宿泊業",391642,389060,363115,25945,2582,103346,103312,96923,6389,34
30人以上,"N 医療,福祉",389518,383219,358874,24345,6299,132146,131044,126848,4196,1102
30人以上,"O 教育,学習支援業",507270,464647,437925,26722,42623,92682,90888,86663,4225,1794
30人以上,P 複合サービス事業,463206,422760,392728,30032,40446,144541,144264,126833,17431,277
30人以上,Q サービス業（他に分類されないもの）,406549,384894,351889,33005,21655,119507,116607,111624,4983,2900
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年４月分,,,,,,,,,,,
第４－２表　産業、就業形態別労働者の一人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,
