規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,TL 調査産業計,410359,399740,373380,26360,10619,103903,103118,99247,3871,785
５人以上,D 鉱業,504836,481826,452866,28960,23010,103026,100205,100205,0,2821
５人以上,E 建設業,418159,405887,377222,28665,12272,166304,159868,152639,7229,6436
５人以上,F 製造業,412260,407648,381709,25939,4612,115980,115787,111238,4549,193
５人以上,G 電気・ガス・熱供給・水道業,537015,503416,452193,51223,33599,212085,197438,188541,8897,14647
５人以上,H 情報通信業,407880,398037,361342,36695,9843,119492,118636,107845,10791,856
５人以上,I 運輸業,395911,384699,331741,52958,11212,128934,128358,115190,13168,576
５人以上,J 卸売・小売業,408083,398587,381518,17069,9496,100217,99794,96633,3161,423
５人以上,K 金融・保険業,505241,492517,461212,31305,12724,139521,138791,131880,6911,730
５人以上,L 不動産業,419855,405486,388582,16904,14369,105600,105509,104006,1503,91
５人以上,"M 飲食店,宿泊業",317827,316837,297210,19627,990,83290,83280,80532,2748,10
５人以上,"N 医療,福祉",379076,367378,347593,19785,11698,111404,110530,107753,2777,874
５人以上,"O 教育,学習支援業",456801,427574,413132,14442,29227,89437,88173,86183,1990,1264
５人以上,P 複合サービス事業,475487,440321,404875,35446,35166,145264,145264,128819,16445,0
５人以上,Q サービス業（他に分類されないもの）,381557,373042,347136,25906,8515,118007,115966,111833,4133,2041
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１０月分,,,,,,,,,,,
第４－１表　産業、就業形態別労働者の一人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,
