規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,TL 調査産業計,976489,399993,372369,27624,576496,117901,103930,99805,4125,13971
５人以上,D 鉱業,1404914,478901,443366,35535,926013,109974,97436,97436,0,12538
５人以上,E 建設業,849881,405014,377731,27283,444867,189513,156143,149035,7108,33370
５人以上,F 製造業,1090380,410016,383287,26729,680364,146021,114202,109801,4401,31819
５人以上,G 電気・ガス・熱供給・水道業,1429910,497454,453388,44066,932456,418534,187483,178680,8803,231051
５人以上,H 情報通信業,967029,400318,361242,39076,566711,130099,119309,106476,12833,10790
５人以上,I 運輸業,882839,391807,335764,56043,491032,145905,132603,116430,16173,13302
５人以上,J 卸売・小売業,963237,398090,380398,17692,565147,115248,101774,97907,3867,13474
５人以上,K 金融・保険業,1369293,500414,467623,32791,868879,163669,137195,130234,6961,26474
５人以上,L 不動産業,1036158,400595,382342,18253,635563,109637,98830,97716,1114,10807
５人以上,"M 飲食店,宿泊業",606451,318987,298650,20337,287464,84913,83229,80466,2763,1684
５人以上,"N 医療,福祉",929252,364383,343522,20861,564869,126842,108991,106855,2136,17851
５人以上,"O 教育,学習支援業",1250573,419566,399210,20356,831007,108845,98744,97415,1329,10101
５人以上,P 複合サービス事業,963314,427754,388188,39566,535560,187656,148955,126447,22508,38701
５人以上,Q サービス業（他に分類されないもの）,827426,372793,345929,26864,454633,138157,117350,113303,4047,20807
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１２月分,,,,,,,,,,,
第４－１表　産業、就業形態別労働者の一人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,
