規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,378986,456452,248956,339405,406721,226411,316445,22960,39581,49731,22545
５人以上,D 鉱業,480414,522329,288092,476758,518176,286715,444139,32619,3656,4153,1377
５人以上,E 建設業,433610,466437,260721,395363,423477,247296,368411,26952,38247,42960,13425
５人以上,F 製造業,412053,466186,255728,384868,434878,240452,359467,25401,27185,31308,15276
５人以上,G 電気・ガス・熱供給・水道業,615293,654469,438777,476770,510858,323181,430668,46102,138523,143611,115596
５人以上,H 情報通信業,464975,498002,344905,387079,414245,288319,348939,38140,77896,83757,56586
５人以上,I 運輸業,416453,437204,286841,358613,378893,231939,307438,51175,57840,58311,54902
５人以上,J 卸売・小売業,334999,429926,199719,309298,392751,190370,295573,13725,25701,37175,9349
５人以上,K 金融・保険業,475635,603982,305595,469869,596809,301693,438238,31631,5766,7173,3902
５人以上,L 不動産業,419551,487909,248413,369691,425915,228931,352787,16904,49860,61994,19482
５人以上,"M 飲食店,宿泊業",165168,222014,110166,160293,215015,107346,151854,8439,4875,6999,2820
５人以上,"N 医療,福祉",318262,427052,285765,282922,382071,253305,268116,14806,35340,44981,32460
５人以上,"O 教育,学習支援業",434680,498467,362505,365623,431707,290848,350440,15183,69057,66760,71657
５人以上,P 複合サービス事業,393357,437569,271396,376876,421456,253900,349606,27270,16481,16113,17496
５人以上,Q サービス業（他に分類されないもの）,387730,467674,260275,333399,393634,237366,309787,23612,54331,74040,22909
５人以上,"F09,10 食料品・たばこ",298981,397048,177547,292893,388948,173951,269555,23338,6088,8100,3596
５人以上,F11 繊維,410327,471366,286606,410327,471366,286606,388412,21915,0,0,0
５人以上,F12 衣服,310401,368840,241261,302000,361902,231131,298645,3355,8401,6938,10130
５人以上,F13 木材,286701,345689,147039,286701,345689,147039,262042,24659,0,0,0
５人以上,F14 家具,358311,390064,202208,358311,390064,202208,355448,2863,0,0,0
５人以上,F15 パルプ・紙,336387,397344,203314,328090,387672,198018,314430,13660,8297,9672,5296
５人以上,F16 印刷,386043,421651,269399,383360,419108,266257,351621,31739,2683,2543,3142
５人以上,F17 化学,568090,642802,388962,489250,552356,337948,464091,25159,78840,90446,51014
５人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
５人以上,F19 プラスチック,284193,368752,153082,264461,339439,148206,249181,15280,19732,29313,4876
５人以上,F20 ゴム,364313,395293,240281,360130,390072,240254,353201,6929,4183,5221,27
５人以上,F21 なめし革,283745,337631,195878,249416,294170,176441,245964,3452,34329,43461,19437
５人以上,F22 窯業・土石,596125,636914,413845,444957,477567,299230,420453,24504,151168,159347,114615
５人以上,F23 鉄鋼,434187,461543,299728,431650,458669,298846,414683,16967,2537,2874,882
５人以上,F24 非鉄金属,478128,561130,246074,477531,560432,245760,457963,19568,597,698,314
５人以上,F25 金属製品,337341,384816,196469,336742,384163,196031,320095,16647,599,653,438
５人以上,F26 一般機械,441657,486240,257305,389857,427396,234630,362788,27069,51800,58844,22675
５人以上,F27 電気機器,498940,540657,303741,422343,457703,256888,392984,29359,76597,82954,46853
５人以上,F28 情報通信機器,447857,468665,343610,434490,455938,327038,392812,41678,13367,12727,16572
５人以上,F29 電子部品・デバイス,460572,520634,262985,428795,481804,254411,402753,26042,31777,38830,8574
５人以上,F30 輸送用機器,420011,444807,260273,407557,431315,254509,371566,35991,12454,13492,5764
５人以上,F31 精密機器,393279,424764,258366,383166,414911,247142,349530,33636,10113,9853,11224
５人以上,F32 その他,359562,402166,247960,357277,399667,246237,345354,11923,2285,2499,1723
５人以上,J-1 卸売業,445602,502883,291796,402779,452871,268274,385691,17088,42823,50012,23522
５人以上,J-2 小売業,206608,284377,149368,200783,272812,147768,190961,9822,5825,11565,1600
５人以上,Q80 専門サービス業（他に分類されないもの）,566017,663776,340718,397312,447225,282281,369340,27972,168705,216551,58437
５人以上,Q81 学術・開発研究機関,467170,510234,310933,456678,497484,308633,429263,27415,10492,12750,2300
５人以上,Q84 娯楽業,252093,294086,184670,248217,289819,181423,239734,8483,3876,4267,3247
５人以上,"Q86,87 自動車整備業、機械等修理業",400007,420891,260619,369945,388875,243602,339317,30628,30062,32016,17017
５人以上,Q82 洗濯・理容・美容・浴場業,224743,271245,195685,206747,252065,178428,201060,5687,17996,19180,17257
５人以上,Q89 広告業,482961,575806,315502,414229,484801,286943,394981,19248,68732,91005,28559
５人以上,QS-1 一括分,341468,408686,249923,314580,374687,232720,289837,24743,26888,33999,17203
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１１月分,,,,,,,,,,,,
第１－１表　産業、性別常用労働者の一人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,,
