規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,6516305,4075215,2441090,128294,64493,63801,139887,70512,69375,6504712,4069196,2435516,20.5,10.8,36.9
５人以上,D 鉱業,2089,1695,394,29,29,0,12,8,4,2106,1716,390,1.9,0.1,9.5
５人以上,E 建設業,347459,291921,55538,3372,2506,866,4950,4182,768,345881,290245,55636,4.4,1.9,17.9
５人以上,F 製造業,727361,541012,186349,9563,6129,3434,12193,7745,4448,724731,539396,185335,8.5,2.3,26.4
５人以上,G 電気・ガス・熱供給・水道業,39111,32083,7028,284,214,70,184,184,0,39211,32113,7098,8.6,7,15.9
５人以上,H 情報通信業,611342,476616,134726,9088,7159,1929,10403,7944,2459,610027,475831,134196,4.3,1.6,13.7
５人以上,I 運輸業,323127,277627,45500,5099,3998,1101,4984,4033,951,323242,277592,45650,12.9,9.4,34.5
５人以上,J 卸売・小売業,1432606,839796,592810,23955,11902,12053,34335,13521,20814,1422226,838177,584049,28.4,13.9,49.4
５人以上,K 金融・保険業,401797,227289,174508,6804,3980,2824,4845,2492,2353,403756,228777,174979,7.3,2.1,14.2
５人以上,L 不動産業,114084,80018,34066,1418,964,454,2152,1343,809,113350,79639,33711,11.8,4.6,28.8
５人以上,"M 飲食店,宿泊業",474464,237506,236958,22767,8556,14211,19790,11453,8337,477441,234609,242832,65.7,52.7,78.2
５人以上,"N 医療,福祉",404855,90938,313917,12459,4329,8130,9733,1607,8126,407581,93660,313921,32.5,25,34.8
５人以上,"O 教育,学習支援業",344593,177985,166608,9116,4091,5025,8217,2982,5235,345492,179094,166398,19.8,15.6,24.4
５人以上,P 複合サービス事業,57678,41794,15884,977,529,448,1535,1154,381,57120,41169,15951,30.2,22.4,50.2
５人以上,Q サービス業（他に分類されないもの）,1235739,758935,476804,23363,10107,13256,26554,11864,14690,1232548,757178,475370,16.9,10,28
５人以上,"F09,10 食料品・たばこ",75343,41741,33602,1701,856,845,2000,880,1120,75044,41717,33327,31.6,9,60
５人以上,F11 繊維,2455,1600,855,84,83,1,45,44,1,2494,1639,855,5.8,0,16.8
５人以上,F12 衣服,24329,12947,11382,614,210,404,769,46,723,24174,13111,11063,11.5,3.2,21.4
５人以上,F13 木材,2027,1383,644,0,0,0,29,20,9,1998,1363,635,6.4,0.6,18.7
５人以上,F14 家具,7460,6183,1277,68,0,68,108,10,98,7420,6173,1247,17.1,13,37.2
５人以上,F15 パルプ・紙,17035,11708,5327,24,15,9,153,66,87,16906,11657,5249,15.7,2.7,44.4
５人以上,F16 印刷,98529,75835,22694,563,130,433,1085,713,372,98007,75252,22755,5,3,11.9
５人以上,F17 化学,68442,48261,20181,423,161,262,1184,704,480,67681,47718,19963,2.8,0.6,8.2
５人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,X,Ｘ,Ｘ,Ｘ,Ｘ
５人以上,F19 プラスチック,15483,9410,6073,149,105,44,74,74,0,15558,9441,6117,28.8,10,57.7
５人以上,F20 ゴム,8394,6719,1675,41,34,7,44,39,5,8391,6714,1677,3.9,1.2,14.6
５人以上,F21 なめし革,9763,6030,3733,142,86,56,245,106,139,9660,6010,3650,17.1,5,37
５人以上,F22 窯業・土石,12741,10362,2379,85,54,31,168,87,81,12658,10329,2329,2.3,2.7,0.2
５人以上,F23 鉄鋼,6737,5507,1230,183,155,28,9,7,2,6911,5655,1256,0.1,0.1,0.1
５人以上,F24 非鉄金属,10125,7458,2667,206,193,13,162,141,21,10169,7510,2659,4,0,15.1
５人以上,F25 金属製品,49113,37442,11671,449,301,148,141,47,94,49421,37696,11725,4.3,1.3,14.2
５人以上,F26 一般機械,61019,48997,12022,545,397,148,860,719,141,60704,48675,12029,7.2,2,28
５人以上,F27 電気機器,58781,48446,10335,2074,1750,324,1519,1151,368,59336,49045,10291,4.3,0.6,21.7
５人以上,F28 情報通信機器,57467,48001,9466,690,510,180,723,627,96,57434,47884,9550,0.7,0.4,2
５人以上,F29 電子部品・デバイス,38161,29344,8817,829,635,194,370,200,170,38620,29779,8841,5.9,0.5,24.3
５人以上,F30 輸送用機器,37120,32177,4943,111,90,21,1518,1355,163,35713,30912,4801,2.7,1,13.4
５人以上,F31 精密機器,35487,28743,6744,295,215,80,533,363,170,35249,28595,6654,5.7,1.7,22.7
５人以上,F32 その他,30747,22194,8553,287,149,138,446,338,108,30588,22005,8583,7.2,1.7,21.1
５人以上,J-1 卸売業,773843,561508,212335,7911,5744,2167,14043,6655,7388,767711,560597,207114,6.4,2.6,16.7
５人以上,J-2 小売業,658763,278288,380475,16044,6158,9886,20292,6866,13426,654515,277580,376935,54.3,36.7,67.3
５人以上,Q80 専門サービス業（他に分類されないもの）,242678,169296,73382,3629,1777,1852,4351,2475,1876,241956,168598,73358,8.9,4.7,18.7
５人以上,Q81 学術・開発研究機関,42109,33197,8912,408,336,72,1539,1314,225,40978,32219,8759,6.4,1.6,24
５人以上,Q84 娯楽業,74903,45847,29056,1591,778,813,1681,859,822,74813,45766,29047,43.4,34.6,57.3
５人以上,"Q86,87 自動車整備業、機械等修理業",44772,38942,5830,230,217,13,231,216,15,44771,38943,5828,7.2,5.5,18.5
５人以上,Q82 洗濯・理容・美容・浴場業,55714,20837,34877,1058,367,691,2244,849,1395,54528,20355,34173,29.3,15.8,37.4
５人以上,Q89 広告業,58656,37698,20958,383,251,132,714,480,234,58325,37469,20856,8.2,1.3,20.4
