規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,18.3,18.7,17.6,148.4,156,134,134.9,140.4,124.5,13.5,15.6,9.5
30人以上,D 鉱業,18.7,19,17.5,146.7,149.4,134.9,133.1,134.4,127.2,13.6,15,7.7
30人以上,E 建設業,19.1,19.3,17.5,160.5,163.1,143,143.7,145.4,132.7,16.8,17.7,10.3
30人以上,F 製造業,18.8,18.8,18.5,155.8,158.8,145.9,142.2,144.2,135.6,13.6,14.6,10.3
30人以上,G 電気・ガス・熱供給・水道業,16.8,17,15.7,140.7,144.2,125,126.7,129,116.3,14,15.2,8.7
30人以上,H 情報通信業,18.3,18.4,17.9,158.5,161.4,147.8,138.3,140.3,130.9,20.2,21.1,16.9
30人以上,I 運輸業,19.5,19.7,17.7,166.8,171,138.4,143.9,146.8,124.2,22.9,24.2,14.2
30人以上,J 卸売・小売業,18.7,18.9,18.3,146.1,154.5,132.6,136.9,143.8,125.9,9.2,10.7,6.7
30人以上,K 金融・保険業,17.8,17.9,17.6,145.3,146.9,142.9,131.3,133.1,128.7,14,13.8,14.2
30人以上,L 不動産業,19.2,19.4,18.5,152.4,158.3,138.4,140.2,144.9,128.9,12.2,13.4,9.5
30人以上,"M 飲食店,宿泊業",17.1,18.2,15.7,128.8,146.2,107.9,119.7,135,101.2,9.1,11.2,6.7
30人以上,"N 医療,福祉",17.4,17.1,17.5,129,130.5,128.5,122.8,124.1,122.4,6.2,6.4,6.1
30人以上,"O 教育,学習支援業",16.6,17,16.1,124,127.7,119.5,116.1,119,112.5,7.9,8.7,7
30人以上,P 複合サービス事業,18,17.8,18.7,149.1,157.5,114.8,127.9,134.5,100.7,21.2,23,14.1
30人以上,Q サービス業（他に分類されないもの）,18.4,18.8,17.7,150,158.2,136.4,135.8,141.7,126,14.2,16.5,10.4
30人以上,"F09,10 食料品・たばこ",19.3,19.8,18.6,154.2,167,135.8,141.2,151.3,126.7,13,15.7,9.1
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,17.2,17,17.3,126.2,134.4,121.6,120.7,127.2,117.1,5.5,7.2,4.5
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,20.6,20.7,20.5,165.3,166.1,162.2,157.2,157.4,156.3,8.1,8.7,5.9
30人以上,F16 印刷,19,19.1,18.9,163.1,163.6,161.4,141.4,141.1,142.7,21.7,22.5,18.7
30人以上,F17 化学,18.5,18.7,17.9,149.8,151.7,145.4,140.4,143.1,134,9.4,8.6,11.4
30人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
