規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,TL 調査産業計,18.5,19.2,17.4,148,158.6,129.5,136.2,144.3,122.1,11.8,14.3,7.4
５人以上,D 鉱業,18.4,18.8,16.9,149.2,152.6,134,134.1,136.8,122.1,15.1,15.8,11.9
５人以上,E 建設業,20.8,21.1,19.3,173.5,177,153.6,158.5,160.6,146.6,15,16.4,7
５人以上,F 製造業,19.6,19.8,19,161.4,166.8,145.9,148.1,151.9,137.3,13.3,14.9,8.6
５人以上,G 電気・ガス・熱供給・水道業,18,18.2,17,151.1,154.5,135.3,136.4,138.8,125.4,14.7,15.7,9.9
５人以上,H 情報通信業,18,18.1,17.7,155.9,159.1,145.6,137.2,138.9,131.7,18.7,20.2,13.9
５人以上,I 運輸業,19.9,20.2,18.4,172.8,176.8,142.6,148.9,151.3,130.4,23.9,25.5,12.2
５人以上,J 卸売・小売業,18.9,19.5,17.9,144.8,155.8,128,136.8,146.5,122,8,9.3,6
５人以上,K 金融・保険業,17.6,18,17,141.5,147.4,133.5,128.6,133.3,122.3,12.9,14.1,11.2
５人以上,L 不動産業,19.6,20,18.8,158.2,164.4,142.5,146.8,151.6,134.6,11.4,12.8,7.9
５人以上,"M 飲食店,宿泊業",15.6,17.2,14,114.1,135.6,92.8,108.5,127.8,89.4,5.6,7.8,3.4
５人以上,"N 医療,福祉",16.9,16.9,16.9,123.3,126.1,122.5,118.3,120.8,117.6,5,5.3,4.9
５人以上,"O 教育,学習支援業",17.5,17.9,17,132,136.1,127.3,125.1,128,121.8,6.9,8.1,5.5
５人以上,P 複合サービス事業,17.8,17.8,17.6,137.8,146.6,114.2,125.3,132.5,106,12.5,14.1,8.2
５人以上,Q サービス業（他に分類されないもの）,19,19.4,18.2,152.8,161.3,138.3,139.5,145.7,128.9,13.3,15.6,9.4
５人以上,"F09,10 食料品・たばこ",20,20.4,19.5,155.3,170.3,134.7,143.1,155.1,126.6,12.2,15.2,8.1
５人以上,F11 繊維,21.1,21.2,20.9,170.3,178.3,160.1,154,159.6,146.9,16.3,18.7,13.2
５人以上,F12 衣服,20.3,21.3,19.2,157.3,170.5,143.5,150.9,162.5,138.7,6.4,8,4.8
５人以上,F13 木材,24.2,24.6,23,193.9,206.1,155.6,172.4,178.1,154.6,21.5,28,1
５人以上,F14 家具,20.6,21.2,18.3,169.4,177.2,138.1,163.2,169.8,136.8,6.2,7.4,1.3
５人以上,F15 パルプ・紙,19.8,20.2,18.8,160.4,165.3,145.8,149.3,152.4,140.1,11.1,12.9,5.7
５人以上,F16 印刷,19.9,20,19.5,167.8,170.9,158.8,149.8,151.1,145.9,18,19.8,12.9
５人以上,F17 化学,19.4,19.9,18.4,157.6,161,149.4,147.3,151.3,137.6,10.3,9.7,11.8
５人以上,F18 石油・石炭,20.3,20.4,19.7,160,162.5,146.8,144.5,146,136.4,15.5,16.5,10.4
５人以上,F19 プラスチック,19.9,20.6,18.8,162.6,176.3,141.3,150.1,159.9,134.9,12.5,16.4,6.4
５人以上,F20 ゴム,18.6,18.7,18,149,150.3,141.8,142.5,143.8,135.8,6.5,6.5,6
５人以上,F21 なめし革,21.3,22.1,19.7,167.8,177.2,149.4,163.5,171.6,147.6,4.3,5.6,1.8
５人以上,F22 窯業・土石,19.8,20,19,165.2,166.6,158,148.6,149.4,144.4,16.6,17.2,13.6
５人以上,F23 鉄鋼,19.3,19.5,18.7,162.9,166.4,151.1,149.1,151.1,142.3,13.8,15.3,8.8
５人以上,F24 非鉄金属,19.4,20,18.1,163.8,169.1,150.3,150.6,156.4,136,13.2,12.7,14.3
５人以上,F25 金属製品,21.1,21.4,20,173.1,180.2,151.5,162,167.9,144,11.1,12.3,7.5
５人以上,F26 一般機械,19.1,19.3,18.4,159.6,162.9,145,147.3,149.5,137.7,12.3,13.4,7.3
５人以上,F27 電気機器,19,19.1,18.2,156.2,160.1,138.7,144.6,147.3,132.5,11.6,12.8,6.2
５人以上,F28 情報通信機器,18.4,18.6,17.2,154.8,158.1,136.3,137.3,139.5,125.1,17.5,18.6,11.2
５人以上,F29 電子部品・デバイス,19.2,19.2,18.9,155.5,161.1,137.2,144.4,148,132.6,11.1,13.1,4.6
５人以上,F30 輸送用機器,19.1,19.2,18.6,169.6,173.9,141.8,148.6,150.7,135.1,21,23.2,6.7
５人以上,F31 精密機器,19.6,19.6,19.4,166,167.8,156.4,151.6,152.3,147.8,14.4,15.5,8.6
５人以上,F32 その他,19.9,19.8,19.9,159.9,162.7,152.7,149,150.2,145.9,10.9,12.5,6.8
５人以上,J-1 卸売業,19.7,19.9,19.2,157.9,161.1,149.1,148.9,151.6,141.5,9,9.5,7.6
５人以上,J-2 小売業,17.9,18.9,17.1,129.4,145.8,115.7,122.7,137,110.7,6.7,8.8,5
５人以上,Q80 専門サービス業（他に分類されないもの）,19.1,19.3,18.5,157.9,162.8,147.1,142.2,144.7,136.8,15.7,18.1,10.3
５人以上,Q81 学術・開発研究機関,17.6,18,16,145.3,150.1,126.7,134.1,138.1,118.6,11.2,12,8.1
５人以上,Q84 娯楽業,19.4,19.5,19.1,135.8,141,126.5,131.2,136.5,121.8,4.6,4.5,4.7
５人以上,"Q86,87 自動車整備業、機械等修理業",18.9,19,18.2,162.1,164.8,144.9,143.3,144.1,138,18.8,20.7,6.9
５人以上,Q82 洗濯・理容・美容・浴場業,20.5,20.2,20.7,164.3,170.8,159.6,158.4,162,155.8,5.9,8.8,3.8
５人以上,Q89 広告業,19.2,19.7,18.4,155.2,160.7,144.8,141.6,145.8,133.7,13.6,14.9,11.1
５人以上,QS-1 一括分,18.8,19.5,17.8,151.6,163.1,134.4,137.9,147,124.2,13.7,16.1,10.2
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年２月分,,,,,,,,,,,,,
第２－１表　産業、性別常用労働者の一人平均月間出勤日数及び実労働時間　（事業所規模５人以上）,,,,,,,,,,,,,
