規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,6400644,4044239,2356405,126942,62062,64880,148112,79263,68849,6379474,4027038,2352436,20,10.4,36.4
５人以上,D 鉱業,2151,1763,388,10,8,2,25,23,2,2136,1748,388,1.9,0.1,10.1
５人以上,E 建設業,348110,295218,52892,2617,1902,715,7606,6431,1175,343121,290689,52432,3.9,1.8,16
５人以上,F 製造業,718723,534963,183760,8591,5134,3457,9627,6225,3402,717687,533872,183815,8.6,2.7,25.8
５人以上,G 電気・ガス・熱供給・水道業,39221,32227,6994,120,60,60,75,58,17,39266,32229,7037,8.5,6.8,16.1
５人以上,H 情報通信業,582293,448754,133539,10144,6592,3552,6868,4886,1982,585569,450460,135109,5.4,2.1,16.2
５人以上,I 運輸業,318896,280711,38185,5856,4667,1189,6632,5378,1254,318120,280000,38120,11.5,8.4,34.2
５人以上,J 卸売・小売業,1415084,850590,564494,29378,13694,15684,36279,18972,17307,1408183,845312,562871,27.6,13,49.4
５人以上,K 金融・保険業,380259,216917,163342,5364,3394,1970,7122,4045,3077,378501,216266,162235,7.5,2,14.8
５人以上,L 不動産業,114085,82026,32059,1800,912,888,1579,1122,457,114306,81816,32490,12.3,7.4,24.8
５人以上,"M 飲食店,宿泊業",458008,225624,232384,20530,7252,13278,20236,9025,11211,458302,223851,234451,66.5,51.4,80.9
５人以上,"N 医療,福祉",402602,92886,309716,10471,1674,8797,10280,1807,8473,402793,92753,310040,30.1,21.2,32.7
５人以上,"O 教育,学習支援業",337897,177596,160301,3259,2615,644,9639,5802,3837,331517,174409,157108,17.4,13,22.3
５人以上,P 複合サービス事業,58417,42514,15903,1167,808,359,1980,1682,298,57604,41640,15964,30.1,21.4,52.6
５人以上,Q サービス業（他に分類されないもの）,1224898,762450,462448,27635,13350,14285,30164,13807,16357,1222369,761993,460376,16.2,10.3,26.2
５人以上,"F09,10 食料品・たばこ",73869,42573,31296,1205,523,682,1581,844,737,73493,42252,31241,29.6,10.1,56
５人以上,F11 繊維,2264,1253,1011,70,52,18,27,21,6,2307,1284,1023,7.6,0,17.2
５人以上,F12 衣服,23654,12137,11517,343,285,58,272,181,91,23725,12241,11484,16.7,8.4,25.6
５人以上,F13 木材,2059,1561,498,1,1,0,1,0,1,2059,1562,497,5.1,0.8,18.9
５人以上,F14 家具,7013,5629,1384,7,7,0,5,5,0,7015,5631,1384,12.1,8.3,27.5
５人以上,F15 パルプ・紙,17594,13178,4416,60,20,40,229,142,87,17425,13056,4369,10.8,1.5,38.7
５人以上,F16 印刷,100984,74307,26677,715,711,4,1156,930,226,100543,74088,26455,5.9,4,11.2
５人以上,F17 化学,68284,48036,20248,226,143,83,1804,1026,778,66706,47153,19553,1.9,0.5,5.3
５人以上,F18 石油・石炭,637,536,101,0,0,0,18,12,6,619,524,95,6.8,3.4,25.3
５人以上,F19 プラスチック,15532,9495,6037,276,82,194,578,246,332,15230,9331,5899,23.3,3.7,54.4
５人以上,F20 ゴム,8091,6759,1332,121,48,73,48,47,1,8164,6760,1404,2.4,1.6,6
５人以上,F21 なめし革,9460,6293,3167,184,1,183,79,37,42,9565,6257,3308,13.1,2.6,32.9
５人以上,F22 窯業・土石,12776,10560,2216,286,155,131,92,88,4,12970,10627,2343,3.2,3,4
５人以上,F23 鉄鋼,6622,5258,1364,80,80,0,79,79,0,6623,5259,1364,2.6,2.5,3.2
５人以上,F24 非鉄金属,10797,7701,3096,115,67,48,136,95,41,10776,7673,3103,8.2,0,28.3
５人以上,F25 金属製品,48952,36799,12153,540,254,286,222,213,9,49270,36840,12430,5.7,1.6,17.8
５人以上,F26 一般機械,59723,48593,11130,1654,1313,341,710,495,215,60667,49411,11256,7.1,2.4,27.7
５人以上,F27 電気機器,57936,47454,10482,287,170,117,398,338,60,57825,47286,10539,6,0.8,29.2
５人以上,F28 情報通信機器,55026,46640,8386,1198,545,653,282,185,97,55942,47000,8942,1.2,0.1,7.4
５人以上,F29 電子部品・デバイス,38028,29261,8767,318,144,174,531,338,193,37815,29067,8748,7.5,0.8,29.5
５人以上,F30 輸送用機器,34641,30077,4564,518,374,144,454,413,41,34705,30038,4667,3.8,0.9,22.5
５人以上,F31 精密機器,35107,29494,5613,77,15,62,362,269,93,34822,29240,5582,5.8,3.7,16.9
５人以上,F32 その他,29674,21369,8305,310,144,166,563,221,342,29421,21292,8129,6.9,1.9,20
５人以上,J-1 卸売業,760098,557801,202297,7475,3588,3887,11191,8276,2915,756382,553113,203269,6.1,2.1,17.2
５人以上,J-2 小売業,654986,292789,362197,21903,10106,11797,25088,10696,14392,651801,292199,359602,52.4,33.7,67.7
５人以上,Q80 専門サービス業（他に分類されないもの）,231401,158863,72538,3192,1832,1360,2359,1335,1024,232234,159360,72874,8.5,5.5,15.1
５人以上,Q81 学術・開発研究機関,40729,32376,8353,229,181,48,425,334,91,40533,32223,8310,5.6,1,23.2
５人以上,Q84 娯楽業,75854,45884,29970,2696,1857,839,3583,2452,1131,74967,45289,29678,37.5,28.2,51.5
５人以上,"Q86,87 自動車整備業、機械等修理業",48217,41627,6590,545,464,81,658,374,284,48104,41717,6387,6.4,4.1,21.7
５人以上,Q82 洗濯・理容・美容・浴場業,55458,22504,32954,1237,667,570,813,263,550,55882,22908,32974,25.7,14.3,33.6
５人以上,Q89 広告業,57840,36651,21189,1059,517,542,688,361,327,58211,36807,21404,10.4,3.4,22.6
５人以上,QS-1 一括分,715399,424545,290854,18677,7832,10845,21638,8688,12950,712438,423689,288749,17.6,11.8,25.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年３月分,,,,,,,,,,,,,,,,
第３－１表　産業、性別常用労働者及びパートタイム労働者比率　（事業所規模５人以上）,,,,,,,,,,,,,,,,
