規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,19.9,20.3,19.2,160.3,168.7,144.5,146.5,152.9,134.5,13.8,15.8,10
30人以上,D 鉱業,20,20.3,18.9,162.5,165.6,148.8,148,150.4,137.4,14.5,15.2,11.4
30人以上,E 建設業,21.2,21.4,20,178.3,180.4,164.5,162.7,164,153.9,15.6,16.4,10.6
30人以上,F 製造業,20.5,20.7,20,169,173.1,155.7,155.1,158.1,145.6,13.9,15,10.1
30人以上,G 電気・ガス・熱供給・水道業,19.8,19.9,19.4,162.1,165,149.3,149.3,151.5,139.5,12.8,13.5,9.8
30人以上,H 情報通信業,19.6,19.7,19.4,168.9,170.9,160.9,148.7,150.2,142.7,20.2,20.7,18.2
30人以上,I 運輸業,20.5,20.7,19.2,175.3,179.3,147.3,152.1,154.7,134.1,23.2,24.6,13.2
30人以上,J 卸売・小売業,20.4,20.8,19.7,158.6,168.9,142.8,148.9,157.5,135.6,9.7,11.4,7.2
30人以上,K 金融・保険業,19.7,20,19.3,158.6,163.7,151.7,142.7,147.8,135.8,15.9,15.9,15.9
30人以上,L 不動産業,20.4,20.8,19.5,162.5,169.2,146.3,149.9,156,135.1,12.6,13.2,11.2
30人以上,"M 飲食店,宿泊業",17.3,18.7,15.6,128.3,147.8,104.7,120.4,138.3,98.8,7.9,9.5,5.9
30人以上,"N 医療,福祉",19,18.9,19,141.4,143.4,140.8,134.8,136,134.5,6.6,7.4,6.3
30人以上,"O 教育,学習支援業",19.5,20.4,18.4,144.5,151.6,135.7,136.4,142.8,128.5,8.1,8.8,7.2
30人以上,P 複合サービス事業,19,19,19.2,153.5,162.3,116.4,138.5,146.2,106.1,15,16.1,10.3
30人以上,Q サービス業（他に分類されないもの）,19.9,20.3,19.2,160.5,168.6,147.1,145.6,151.6,135.7,14.9,17,11.4
30人以上,"F09,10 食料品・たばこ",20.4,20.9,19.7,161,174.6,141.8,147.4,158.1,132.2,13.6,16.5,9.6
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,20,19.7,20.2,147,154.3,142.8,141.2,146.5,138.2,5.8,7.8,4.6
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,22.1,22.3,21.5,179.7,182.4,171,168.4,169.9,163.5,11.3,12.5,7.5
30人以上,F16 印刷,21.1,21.3,20.6,175.5,178.9,162.9,154.1,156.2,146.2,21.4,22.7,16.7
30人以上,F17 化学,20.4,20.7,19.7,165.2,167.3,160.3,154.8,157.9,147.6,10.4,9.4,12.7
30人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F19 プラスチック,22,22,21.8,183,184.7,177.9,171.7,173.7,166,11.3,11,11.9
30人以上,F20 ゴム,20.4,20.5,19.4,174.9,175.9,166.7,157.5,158.2,151.6,17.4,17.7,15.1
30人以上,F21 なめし革,22.3,22.6,21.9,177.6,185.3,166.1,171.8,177.8,162.8,5.8,7.5,3.3
30人以上,F22 窯業・土石,21,21.1,20.2,171.1,172.2,166.1,161.4,162.9,154.6,9.7,9.3,11.5
30人以上,F23 鉄鋼,20.5,20.6,20.1,175.8,178.3,166.6,158.5,159.3,155.5,17.3,19,11.1
30人以上,F24 非鉄金属,21.6,21.9,20.6,180.9,184.3,170.2,168.4,170.9,160.5,12.5,13.4,9.7
30人以上,F25 金属製品,22.4,22.6,21.9,179.4,182.3,170.5,172.8,175.4,164.9,6.6,6.9,5.6
30人以上,F26 一般機械,19.9,20,19.4,166.1,168.4,156.3,154.3,156.1,146.7,11.8,12.3,9.6
30人以上,F27 電気機器,19.8,19.8,19.3,163,164.7,152.9,151.3,152.3,145.3,11.7,12.4,7.6
30人以上,F28 情報通信機器,19.9,20,19,167.7,170.1,155.3,150.7,152.1,143.5,17,18,11.8
30人以上,F29 電子部品・デバイス,20.4,20.4,20.6,165,169.3,150,154.3,157,144.9,10.7,12.3,5.1
30人以上,F30 輸送用機器,19.4,19.5,18.5,174.1,175.7,157.7,153,153.6,146.4,21.1,22.1,11.3
30人以上,F31 精密機器,20.6,20.7,20.1,177.5,179.8,164.9,162.1,163.1,156.5,15.4,16.7,8.4
30人以上,F32 その他,20.1,20.3,19.8,165.6,170.4,153.8,150.5,153.2,143.8,15.1,17.2,10
30人以上,J-1 卸売業,20.8,21,20.3,168.4,171.2,160.3,157.2,159.8,149.8,11.2,11.4,10.5
30人以上,J-2 小売業,19.7,20.2,19.3,143.1,161.9,130.6,135.7,150.7,125.7,7.4,11.2,4.9
30人以上,Q80 専門サービス業（他に分類されないもの）,20,20,19.7,168.7,170.3,162.7,151.3,152.2,148,17.4,18.1,14.7
30人以上,Q81 学術・開発研究機関,18.8,19.4,16.6,154.9,160.2,132.4,143.8,148.5,123.8,11.1,11.7,8.6
30人以上,Q84 娯楽業,19.9,20.3,19.3,142.2,149.7,131.6,138.3,145,128.8,3.9,4.7,2.8
