規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,TL 調査産業計,4402265,2887174,1515091,61079,32970,28109,68192,36070,32122,4395152,2884074,1511078,14.6,7.1,28.9
30人以上,D 鉱業,2108,1712,396,14,12,2,33,29,4,2089,1695,394,1.9,0.1,9.4
30人以上,E 建設業,210613,182762,27851,1415,1100,315,2832,2305,527,209196,181557,27639,2.7,1.2,12.4
30人以上,F 製造業,515273,392925,122348,4321,3090,1231,4355,2845,1510,515239,393170,122069,6.2,1.7,20.8
30人以上,G 電気・ガス・熱供給・水道業,36712,30068,6644,41,41,0,365,275,90,36388,29834,6554,8.3,6.8,15
30人以上,H 情報通信業,509238,404560,104678,5598,3437,2161,3927,1955,1972,510909,406042,104867,3.9,1.2,14.3
30人以上,I 運輸業,258417,225486,32931,4529,3150,1379,3979,3277,702,258967,225359,33608,12.5,9.9,30.3
30人以上,J 卸売・小売業,837314,518266,319048,10917,5188,5729,12271,6463,5808,835960,516991,318969,21.3,7.4,43.8
30人以上,K 金融・保険業,333641,193064,140577,4478,3040,1438,6381,3701,2680,331738,192403,139335,6.7,2.1,13.1
30人以上,L 不動産業,66607,46927,19680,996,597,399,1130,650,480,66473,46874,19599,11.6,5.4,26.2
30人以上,"M 飲食店,宿泊業",175295,94786,80509,3586,2228,1358,7641,3041,4600,171240,93973,77267,55.5,41.2,72.9
30人以上,"N 医療,福祉",259122,63874,195248,4001,556,3445,4098,1636,2462,259025,62794,196231,23.2,17.8,24.9
30人以上,"O 教育,学習支援業",258833,143482,115351,882,244,638,1857,702,1155,257858,143024,114834,13.9,9.6,19.2
30人以上,P 複合サービス事業,42704,34565,8139,881,464,417,701,458,243,42884,34571,8313,34.7,25.4,73.4
30人以上,Q サービス業（他に分類されないもの）,896388,554697,341691,19420,9823,9597,18622,8733,9889,897186,555787,341399,15,8.8,25.1
30人以上,"F09,10 食料品・たばこ",60112,35029,25083,1010,629,381,1113,512,601,60009,35146,24863,28.7,10.6,54.3
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,7857,2876,4981,224,37,187,57,7,50,8024,2906,5118,15.6,8.9,19.5
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,9532,7326,2206,33,32,1,125,123,2,9440,7235,2205,8.2,0.3,34
30人以上,F16 印刷,61964,49087,12877,158,107,51,294,207,87,61828,48987,12841,3.2,1.6,9.2
30人以上,F17 化学,60273,41888,18385,631,439,192,549,325,224,60355,42002,18353,1.8,0.3,5.2
30人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F19 プラスチック,6060,4414,1646,46,46,0,92,92,0,6014,4368,1646,7.4,3.5,17.7
30人以上,F20 ゴム,5117,4520,597,46,40,6,53,47,6,5110,4513,597,0.4,0,3
30人以上,F21 なめし革,3895,2335,1560,126,72,54,59,19,40,3962,2388,1574,18.5,8.4,33.8
30人以上,F22 窯業・土石,7817,6373,1444,106,85,21,76,75,1,7847,6383,1464,0.1,0,0.3
30人以上,F23 鉄鋼,4072,3201,871,28,28,0,22,17,5,4078,3212,866,0.1,0.1,0.1
30人以上,F24 非鉄金属,8730,6649,2081,136,102,34,160,129,31,8706,6622,2084,2.8,0,11.8
30人以上,F25 金属製品,28351,21312,7039,9,5,4,358,246,112,28002,21071,6931,1.1,0,4.3
30人以上,F26 一般機械,39702,32194,7508,596,586,10,208,202,6,40090,32578,7512,7.3,2.1,30
30人以上,F27 電気機器,47669,40286,7383,184,112,72,247,197,50,47606,40201,7405,2.8,0.6,14.8
30人以上,F28 情報通信機器,52682,44215,8467,388,314,74,322,235,87,52748,44294,8454,0.2,0.1,0.8
30人以上,F29 電子部品・デバイス,31301,24376,6925,37,30,7,191,137,54,31147,24269,6878,4.8,0,21.6
30人以上,F30 輸送用機器,29124,26357,2767,218,201,17,288,197,91,29054,26361,2693,0.1,0,0.6
30人以上,F31 精密機器,25528,21662,3866,79,60,19,65,33,32,25542,21689,3853,3.4,1.1,15.9
30人以上,F32 その他,19302,13456,5846,167,67,100,62,31,31,19407,13492,5915,6.8,1.6,18.6
30人以上,J-1 卸売業,517224,389471,127753,2935,2006,929,4517,2747,1770,515642,388730,126912,5.5,1.9,16.3
30人以上,J-2 小売業,320090,128795,191295,7982,3182,4800,7754,3716,4038,320318,128261,192057,46.8,24,62
30人以上,Q80 専門サービス業（他に分類されないもの）,151497,118371,33126,2972,1918,1054,1752,1250,502,152717,119039,33678,4.2,3,8.6
30人以上,Q81 学術・開発研究機関,37717,30459,7258,337,197,140,295,233,62,37759,30423,7336,5.5,1.4,22.7
30人以上,Q84 娯楽業,48099,28577,19522,562,207,355,1206,717,489,47455,28067,19388,33.7,20.3,53.2
30人以上,"Q86,87 自動車整備業、機械等修理業",27556,24539,3017,393,281,112,136,41,95,27813,24779,3034,4.4,4.3,5.4
30人以上,Q82 洗濯・理容・美容・浴場業,19536,8059,11477,671,395,276,1278,662,616,18929,7792,11137,47.1,30.3,58.9
30人以上,Q89 広告業,40842,26093,14749,398,244,154,447,204,243,40793,26133,14660,8.1,1.1,20.5
30人以上,QS-1 一括分,571141,318599,252542,14087,6581,7506,13508,5626,7882,571720,319554,252166,16.9,11.1,24.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年８月分,,,,,,,,,,,,,,,,
第３－２表　産業、性別常用労働者及びパートタイム労働者比率　（事業所規模３０人以上）,,,,,,,,,,,,,,,,
