規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,20,167.8,151.1,16.7,15.4,95.5,91.2,4.3
30人以上,D 鉱業,20.3,164.5,149.2,15.3,14.5,69.8,69.8,0
30人以上,E 建設業,21.2,180.6,161.7,18.9,18.5,131.6,128.9,2.7
30人以上,F 製造業,19.4,163.9,148,15.9,17.6,117.4,112.4,5
30人以上,G 電気・ガス・熱供給・水道業,19.7,167,149.3,17.7,16.5,126.1,121.8,4.3
30人以上,H 情報通信業,19.9,177.3,154.2,23.1,17,121.4,111.3,10.1
30人以上,I 運輸業,20,178.2,151.3,26.9,15.2,110.8,99.2,11.6
30人以上,J 卸売・小売業,20.1,165.1,153,12.1,16.7,100.8,97.8,3
30人以上,K 金融・保険業,19.4,159.1,142.5,16.6,15.9,103.5,97.1,6.4
30人以上,L 不動産業,20.4,169.3,153.8,15.5,16.6,80.8,79.7,1.1
30人以上,"M 飲食店,宿泊業",20,170.8,159,11.8,14.2,91.8,86.8,5
30人以上,"N 医療,福祉",20.1,158.2,150.1,8.1,13.5,70.5,68.9,1.6
30人以上,"O 教育,学習支援業",21.4,161.3,151.2,10.1,6.9,43.3,41.5,1.8
30人以上,P 複合サービス事業,18.4,164.1,149.9,14.2,19.1,120.4,98.9,21.5
30人以上,Q サービス業（他に分類されないもの）,19.8,167.4,149.1,18.3,15.7,95.9,92.8,3.1
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年３月分,,,,,,,,,
第５－２表　産業、就業形態別労働者の一人平均月間出勤日数及び実労働時間　（事業所規模３０人以上）,,,,,,,,,
