規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,20.1,169.4,152.3,17.1,15.8,98.3,93.8,4.5
30人以上,D 鉱業,20.1,164.9,148.1,16.8,14.1,68.2,68.2,0
30人以上,E 建設業,21.3,181.1,163.8,17.3,18,130.7,127.9,2.8
30人以上,F 製造業,19.9,167.7,151.8,15.9,17.9,119.9,115.5,4.4
30人以上,G 電気・ガス・熱供給・水道業,19.5,164,148,16,15.8,118.7,114.9,3.8
30人以上,H 情報通信業,19.9,175.8,151.8,24,16.3,112.7,104.8,7.9
30人以上,I 運輸業,20.8,184.5,157,27.5,15.8,107.1,95,12.1
30人以上,J 卸売・小売業,20.1,166.9,154.3,12.6,17.9,107.2,103.9,3.3
30人以上,K 金融・保険業,19.5,160.8,143.3,17.5,15.7,113.2,107.8,5.4
30人以上,L 不動産業,20.8,174.2,158.5,15.7,16.3,79.7,78.4,1.3
30人以上,"M 飲食店,宿泊業",20.9,179.9,165.9,14,14.5,93.9,88.4,5.5
30人以上,"N 医療,福祉",19.5,156.2,144.6,11.6,13.6,74.2,72.3,1.9
30人以上,"O 教育,学習支援業",20.6,158.6,146.5,12.1,7.8,52.6,48.7,3.9
30人以上,P 複合サービス事業,18.5,168,154.3,13.7,18.7,115.8,96.5,19.3
30人以上,Q サービス業（他に分類されないもの）,20.2,169.7,152.4,17.3,15.8,96.6,93.3,3.3
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年４月分,,,,,,,,,
第５－２表　産業、就業形態別労働者の一人平均月間出勤日数及び実労働時間　（事業所規模３０人以上）,,,,,,,,,
