規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,TL 調査産業計,4270765,2808116,1462649,308708,179965,128743,177144,101852,75292,4402329,2886229,1516100,14.2,7,27.8
30人以上,D 鉱業,2136,1748,388,89,66,23,66,64,2,2159,1750,409,1.8,0.1,9
30人以上,E 建設業,203820,177815,26005,14774,11595,3179,7285,6337,948,211309,183073,28236,2.8,1.3,12.5
30人以上,F 製造業,505700,387086,118614,26406,20262,6144,11568,9187,2381,520538,398161,122377,6.2,1.7,21
30人以上,G 電気・ガス・熱供給・水道業,36533,30003,6530,5461,4677,784,4704,4072,632,37290,30608,6682,7.9,6.3,15.4
30人以上,H 情報通信業,481392,383315,98077,36624,28619,8005,6929,4818,2111,511087,407116,103971,3.7,1.3,13
30人以上,I 運輸業,256649,225827,30822,12035,9705,2330,7759,6605,1154,260925,228927,31998,11.1,9,26.2
30人以上,J 卸売・小売業,821005,499038,321967,37159,20410,16749,30697,15913,14784,827467,503535,323932,21.6,7.6,43.3
30人以上,K 金融・保険業,311052,184728,126324,38151,19921,18230,12920,8551,4369,336283,196098,140185,5.5,1.9,10.5
30人以上,L 不動産業,64405,45861,18544,5521,3760,1761,2856,2001,855,67070,47620,19450,10.3,4.6,24
30人以上,"M 飲食店,宿泊業",165952,92920,73032,10241,4784,5457,7548,3193,4355,168645,94511,74134,55.4,40.9,73.8
30人以上,"N 医療,福祉",255523,60082,195441,24295,5927,18368,21574,5658,15916,258244,60351,197893,20.4,15.7,21.9
30人以上,"O 教育,学習支援業",242623,137118,105505,32557,14262,18295,18360,9545,8815,256820,141835,114985,13.4,9.2,18.6
30人以上,P 複合サービス事業,43009,34417,8592,2618,2080,538,2912,2042,870,42715,34455,8260,34.1,24.6,73.7
30人以上,Q サービス業（他に分類されないもの）,880966,548158,332808,62777,33897,28880,41966,23866,18100,901777,558189,343588,15,9.1,24.6
30人以上,"F09,10 食料品・たばこ",58651,34538,24113,2906,1760,1146,1460,882,578,60097,35416,24681,29.1,10.8,55.4
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
