規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,TL 調査産業計,19.8,163.9,150.7,13.2,14.6,90.2,87,3.2
５人以上,D 鉱業,20,161,147.3,13.7,12.8,57.9,57.9,0
５人以上,E 建設業,20.2,169.8,155.2,14.6,15.1,110.2,106.2,4
５人以上,F 製造業,19.2,159.6,147.1,12.5,16.5,105.2,102.1,3.1
５人以上,G 電気・ガス・熱供給・水道業,20.1,168.5,153.8,14.7,17.1,126.7,124,2.7
５人以上,H 情報通信業,19.7,169.4,149,20.4,16.1,110.2,103.6,6.6
５人以上,I 運輸業,20.6,180,155.7,24.3,16,107.1,98.5,8.6
５人以上,J 卸売・小売業,20.1,163.5,154.5,9,16,98.9,95.7,3.2
５人以上,K 金融・保険業,20.2,164.5,149.8,14.7,16.7,113.7,109.7,4
５人以上,L 不動産業,19.9,162,150.9,11.1,16.5,90.8,90.1,0.7
５人以上,"M 飲食店,宿泊業",21,181,168.9,12.1,13.4,84.3,81.3,3
５人以上,"N 医療,福祉",19.7,153.1,146.5,6.6,13,70.1,68.8,1.3
５人以上,"O 教育,学習支援業",16.5,123.4,117.9,5.5,7.4,45,44.1,0.9
５人以上,P 複合サービス事業,18.5,161.9,150.6,11.3,19.5,122.6,105.3,17.3
５人以上,Q サービス業（他に分類されないもの）,20.4,168.9,154.9,14,15.2,91.1,88.5,2.6
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年８月分,,,,,,,,,
第５－１表　産業、就業形態別労働者の一人平均月間出勤日数及び実労働時間　（事業所規模５人以上）,,,,,,,,,
