規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,TL 調査産業計,4393312,2875387,1517925,88134,51141,36993,79181,45689,33492,4402265,2880839,1521426,14.6,7.2,28.7
30人以上,D 鉱業,2165,1765,400,45,45,0,102,98,4,2108,1712,396,1.9,0.1,9.3
30人以上,E 建設業,211837,184147,27690,1662,1441,221,2886,2644,242,210613,182944,27669,2.7,1.2,12.8
30人以上,F 製造業,516702,394417,122285,6858,4445,2413,8287,5832,2455,515273,393030,122243,6.3,1.7,21.1
30人以上,G 電気・ガス・熱供給・水道業,37029,30356,6673,1539,1294,245,1856,1583,273,36712,30067,6645,8.3,6.8,15.1
30人以上,H 情報通信業,508413,404126,104287,5446,3953,1493,4621,3527,1094,509238,404552,104686,3.8,1.1,14.1
30人以上,I 運輸業,257882,224745,33137,5422,4698,724,4887,4082,805,258417,225361,33056,12.4,9.8,30.1
30人以上,J 卸売・小売業,829976,505645,324331,21055,13430,7625,13717,6874,6843,837314,512201,325113,21.5,8,42.8
30人以上,K 金融・保険業,335160,190209,144951,6007,3583,2424,7526,3684,3842,333641,190108,143533,6.9,2.2,13.1
30人以上,L 不動産業,66756,47193,19563,1431,838,593,1580,987,593,66607,47044,19563,11,4.9,25.8
30人以上,"M 飲食店,宿泊業",173060,95255,77805,7170,3094,4076,4935,3319,1616,175295,95030,80265,56.3,41,74.4
30人以上,"N 医療,福祉",257888,61475,196413,4946,1093,3853,3712,848,2864,259122,61720,197402,20.7,17.3,21.7
30人以上,"O 教育,学習支援業",258862,143228,115634,2568,885,1683,2597,885,1712,258833,143228,115605,14.5,10.1,19.9
30人以上,P 複合サービス事業,43081,34777,8304,503,354,149,880,567,313,42704,34564,8140,34.3,25,73.7
30人以上,Q サービス業（他に分類されないもの）,894501,558049,336452,23482,11988,11494,21595,10759,10836,896388,559278,337110,15.2,8.9,25.7
