規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,18.8,157.5,142.5,15,15.3,95.1,90.5,4.6
30人以上,D 鉱業,18.9,148.4,134.5,13.9,12.1,57.4,56.8,0.6
30人以上,E 建設業,19.1,161.6,144.4,17.2,17.4,124.3,121.6,2.7
30人以上,F 製造業,18.8,158.2,144,14.2,17.7,118.8,114.2,4.6
30人以上,G 電気・ガス・熱供給・水道業,17.1,143.9,128.9,15,14,106.1,102.9,3.2
30人以上,H 情報通信業,18.4,160.5,139.8,20.7,16.1,111.2,101.2,10
30人以上,I 運輸業,20.1,175.8,151.2,24.6,14.8,102.9,92.1,10.8
30人以上,J 卸売・小売業,19,156.6,145.9,10.7,17.5,107.2,103.7,3.5
30人以上,K 金融・保険業,17.9,147.5,133,14.5,15.6,110.4,104.9,5.5
30人以上,L 不動産業,19.5,161.4,147.7,13.7,16.7,82.4,81.4,1
30人以上,"M 飲食店,宿泊業",20.8,182.1,166.7,15.4,14.1,86.6,82.4,4.2
30人以上,"N 医療,福祉",18.6,144.9,137.6,7.3,13.1,72,69.8,2.2
30人以上,"O 教育,学習支援業",18.3,138.2,129.1,9.1,6.5,39.9,39.1,0.8
30人以上,P 複合サービス事業,18.1,166.6,147.3,19.3,17.8,118.5,93.8,24.7
30人以上,Q サービス業（他に分類されないもの）,18.8,159.7,143.7,16,15.7,94.6,90.7,3.9
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年９月分,,,,,,,,,
第５－２表　産業、就業形態別労働者の一人平均月間出勤日数及び実労働時間　（事業所規模３０人以上）,,,,,,,,,
