規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,400747,467567,273010,380926,443250,261783,350456,30470,19821,24317,11227
30人以上,D 鉱業,452437,490943,283435,428793,468324,255292,392881,35912,23644,22619,28143
30人以上,E 建設業,442753,468996,268151,425773,450197,263274,391965,33808,16980,18799,4877
30人以上,F 製造業,442830,490574,287259,418737,465764,265503,387837,30900,24093,24810,21756
30人以上,G 電気・ガス・熱供給・水道業,511734,544745,360293,488615,519691,346052,437894,50721,23119,25054,14241
30人以上,H 情報通信業,415317,442173,310253,399237,424639,299862,354614,44623,16080,17534,10391
30人以上,I 運輸業,405780,418262,315423,371531,387222,257950,313452,58079,34249,31040,57473
30人以上,J 卸売・小売業,378323,476307,226230,356608,444473,220222,337131,19477,21715,31834,6008
30人以上,K 金融・保険業,532239,659770,350002,521126,648130,339643,483789,37337,11113,11640,10359
30人以上,L 不動産業,412548,474633,259794,380004,434020,247102,354848,25156,32544,40613,12692
30人以上,"M 飲食店,宿泊業",233769,302235,146571,232582,301039,145395,217346,15236,1187,1196,1176
30人以上,"N 医療,福祉",336395,451097,301276,331169,444756,296391,310982,20187,5226,6341,4885
30人以上,"O 教育,学習支援業",451130,522068,361384,414036,475977,335672,390360,23676,37094,46091,25712
30人以上,P 複合サービス事業,353083,397443,171789,326519,366404,163514,300841,25678,26564,31039,8275
30人以上,Q サービス業（他に分類されないもの）,362627,430626,251407,343842,406671,241077,315125,28717,18785,23955,10330
30人以上,"F09,10 食料品・たばこ",355014,459558,205133,314517,404192,185954,284845,29672,40497,55366,19179
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,323390,422531,266557,306124,404376,249801,294456,11668,17266,18155,16756
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,494193,541004,344187,386036,432875,235939,354572,31464,108157,108129,108248
30人以上,F16 印刷,432279,470231,286851,426828,464163,283765,384713,42115,5451,6068,3086
30人以上,F17 化学,615544,692144,435457,501796,567373,347624,476515,25281,113748,124771,87833
30人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F19 プラスチック,376667,431409,226953,375428,429717,226953,352109,23319,1239,1692,0
30人以上,F20 ゴム,403366,416140,304623,400885,413647,302236,389257,11628,2481,2493,2387
30人以上,F21 なめし革,291183,336918,221647,290694,336107,221647,288140,2554,489,811,0
30人以上,F22 窯業・土石,515113,560125,329464,507672,550880,329464,485809,21863,7441,9245,0
30人以上,F23 鉄鋼,506545,544076,363977,496680,535334,349846,476531,20149,9865,8742,14131
30人以上,F24 非鉄金属,476639,542142,268569,455443,517812,257328,434064,21379,21196,24330,11241
30人以上,F25 金属製品,338538,394657,177335,336898,393047,175607,327443,9455,1640,1610,1728
30人以上,F26 一般機械,428930,469845,246462,428930,469845,246462,398881,30049,0,0,0
30人以上,F27 電気機器,444036,470331,292756,441428,467686,290362,406713,34715,2608,2645,2394
30人以上,F28 情報通信機器,460018,481416,347263,452158,473090,341860,406104,46054,7860,8326,5403
30人以上,F29 電子部品・デバイス,448869,495042,285210,442069,487370,281503,413157,28912,6800,7672,3707
30人以上,F30 輸送用機器,436956,450840,300019,434272,448036,298519,394844,39428,2684,2804,1500
30人以上,F31 精密機器,421363,442606,300015,410904,431801,291531,370629,40275,10459,10805,8484
30人以上,F32 その他,398947,452640,266684,391094,443918,260970,379664,11430,7853,8722,5714
30人以上,J-1 卸売業,464678,522233,303357,433218,483225,293054,409322,23896,31460,39008,10303
30人以上,J-2 小売業,240244,341717,171988,234111,330908,169000,221700,12411,6133,10809,2988
30人以上,Q80 専門サービス業（他に分類されないもの）,462570,495985,343727,438659,471989,320121,399460,39199,23911,23996,23606
30人以上,Q81 学術・開発研究機関,471750,509096,313748,458529,495274,303068,424143,34386,13221,13822,10680
30人以上,Q84 娯楽業,282971,351361,191794,271043,331174,190876,261170,9873,11928,20187,918
30人以上,"Q86,87 自動車整備業、機械等修理業",417282,434319,272240,384148,399263,255471,335266,48882,33134,35056,16769
30人以上,Q82 洗濯・理容・美容・浴場業,202220,244340,171759,187837,235513,153358,179000,8837,14383,8827,18401
30人以上,Q89 広告業,434583,522209,288069,428376,516596,280868,403230,25146,6207,5613,7201
30人以上,QS-1 一括分,334576,404453,243960,315838,378307,234828,288651,27187,18738,26146,9132
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年４月分,,,,,,,,,,,,
第１－２表　産業、性別常用労働者の一人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,,
