規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,380187,446036,255245,369857,433147,249770,342608,27249,10330,12889,5475
30人以上,D 鉱業,480700,525760,278049,471658,515668,273728,440416,31242,9042,10092,4321
30人以上,E 建設業,416370,441102,244329,413867,438498,242526,383312,30555,2503,2604,1803
30人以上,F 製造業,421421,469392,263564,414753,462462,257760,385892,28861,6668,6930,5804
30人以上,G 電気・ガス・熱供給・水道業,499752,534476,341348,483872,516797,333676,437087,46785,15880,17679,7672
30人以上,H 情報通信業,393662,421052,297020,384442,411334,289557,347164,37278,9220,9718,7463
30人以上,I 運輸業,373903,391246,246013,358578,374178,243542,304933,53645,15325,17068,2471
30人以上,J 卸売・小売業,358661,448650,217698,345842,433276,208882,328813,17029,12819,15374,8816
30人以上,K 金融・保険業,495391,615531,313565,494022,614187,312158,462477,31545,1369,1344,1407
30人以上,L 不動産業,390958,448295,248389,368955,421157,239155,346946,22009,22003,27138,9234
30人以上,"M 飲食店,宿泊業",231763,307530,141218,231088,306669,140766,215891,15197,675,861,452
30人以上,"N 医療,福祉",322734,432217,290185,322108,431019,289729,301079,21029,626,1198,456
30人以上,"O 教育,学習支援業",398815,459515,320875,398558,459134,320778,381574,16984,257,381,97
30人以上,P 複合サービス事業,346607,389061,170962,343192,385578,167831,301698,41494,3415,3483,3131
30人以上,Q サービス業（他に分類されないもの）,357306,430267,240273,336178,401715,231053,309916,26262,21128,28552,9220
30人以上,"F09,10 食料品・たばこ",341317,436255,201224,305402,390980,179121,278349,27053,35915,45275,22103
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,337775,425852,287395,337775,425852,287395,323558,14217,0,0,0
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,358593,405411,206127,358593,405411,206127,335531,23062,0,0,0
30人以上,F16 印刷,409525,446018,268330,407298,443416,267557,377161,30137,2227,2602,773
30人以上,F17 化学,507580,576726,348097,503283,571774,345311,466152,37131,4297,4952,2786
30人以上,F18 石油・石炭,348642,369720,229716,348642,369720,229716,329067,19575,0,0,0
30人以上,F19 プラスチック,357705,413838,198056,357061,412968,198056,344749,12312,644,870,0
30人以上,F20 ゴム,410629,422364,319007,399622,412193,301477,375312,24310,11007,10171,17530
30人以上,F21 なめし革,288656,337393,208451,288656,337393,208451,284922,3734,0,0,0
30人以上,F22 窯業・土石,472334,515481,288003,472334,515481,288003,450108,22226,0,0,0
30人以上,F23 鉄鋼,492063,534507,336461,489028,531434,333563,468204,20824,3035,3073,2898
30人以上,F24 非鉄金属,445741,510645,245032,445741,510645,245032,425819,19922,0,0,0
30人以上,F25 金属製品,393510,455892,210694,393165,455522,210420,383201,9964,345,370,274
30人以上,F26 一般機械,417375,458377,222476,413630,454532,219209,385354,28276,3745,3845,3267
30人以上,F27 電気機器,453876,484355,282134,450191,480205,281069,419703,30488,3685,4150,1065
30人以上,F28 情報通信機器,446797,468035,330361,445383,466514,329534,404713,40670,1414,1521,827
30人以上,F29 電子部品・デバイス,439199,490781,256837,436797,488032,255660,409581,27216,2402,2749,1177
30人以上,F30 輸送用機器,434691,448731,295045,431270,445216,292557,393748,37522,3421,3515,2488
30人以上,F31 精密機器,395126,417413,262174,387002,409308,253935,351558,35444,8124,8105,8239
30人以上,F32 その他,393833,451898,250741,392634,450513,249999,381734,10900,1199,1385,742
30人以上,J-1 卸売業,437486,489283,294482,419148,471058,275830,399660,19488,18338,18225,18652
30人以上,J-2 小売業,234898,336084,162802,230746,328607,161019,217578,13168,4152,7477,1783
30人以上,Q80 専門サービス業（他に分類されないもの）,470067,513212,330094,417060,450397,308906,381189,35871,53007,62815,21188
30人以上,Q81 学術・開発研究機関,458937,499744,288640,454253,494353,286907,426285,27968,4684,5391,1733
30人以上,Q84 娯楽業,276418,337851,191990,274536,335263,191077,264323,10213,1882,2588,913
30人以上,"Q86,87 自動車整備業、機械等修理業",396118,412010,262380,393423,409203,260632,348515,44908,2695,2807,1748
30人以上,Q82 洗濯・理容・美容・浴場業,187373,242877,148521,187236,242543,148521,180071,7165,137,334,0
30人以上,Q89 広告業,427780,515194,274240,425897,512950,272990,400622,25275,1883,2244,1250
30人以上,QS-1 一括分,327410,402322,232480,308487,375958,222987,283727,24760,18923,26364,9493
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１月分(確報),,,,,,,,,,,,
第１－２表　産業、性別常用労働者の一人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,,
