規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,695718,865041,409174,339174,404986,227800,316807,22367,356544,460055,181374
５人以上,D 鉱業,1830217,2016072,1014623,466698,508911,281454,437139,29559,1363519,1507161,733169
５人以上,E 建設業,651976,696895,410136,396994,423740,252995,371783,25211,254982,273155,157141
５人以上,F 製造業,841835,975339,454790,383671,432481,242165,359135,24536,458164,542858,212625
５人以上,G 電気・ガス・熱供給・水道業,1424601,1522445,974678,470565,502039,325839,427706,42859,954036,1020406,648839
５人以上,H 情報通信業,783988,871737,488132,382446,412325,281705,349132,33314,401542,459412,206427
５人以上,I 運輸業,577126,609160,351975,351340,369082,226635,300504,50836,225786,240078,125340
５人以上,J 卸売・小売業,643970,869459,306666,310830,387414,196269,297508,13322,333140,482045,110397
５人以上,K 金融・保険業,1336076,1811942,729044,474526,608720,303344,441577,32949,861550,1203222,425700
５人以上,L 不動産業,697449,803075,424604,376417,426658,246638,359348,17069,321032,376417,177966
５人以上,"M 飲食店,宿泊業",220799,319351,127244,166897,227047,109797,158299,8598,53902,92304,17447
５人以上,"N 医療,福祉",552039,790241,480110,290139,415835,252183,275112,15027,261900,374406,227927
５人以上,"O 教育,学習支援業",897462,1088596,693278,361830,427897,291252,346522,15308,535632,660699,402026
５人以上,P 複合サービス事業,786733,923863,412015,335430,381427,209738,313425,22005,451303,542436,202277
５人以上,Q サービス業（他に分類されないもの）,598739,746858,361205,327384,386811,232082,303528,23856,271355,360047,129123
５人以上,"F09,10 食料品・たばこ",549667,751542,278755,298084,384792,181724,274532,23552,251583,366750,97031
５人以上,F11 繊維,872566,1331014,383287,334289,432622,229343,306447,27842,538277,898392,153944
５人以上,F12 衣服,375515,425425,320618,296506,348800,238986,292297,4209,79009,76625,81632
５人以上,F13 木材,390766,429753,270598,390766,429753,270598,364149,26617,0,0,0
５人以上,F14 家具,392303,430586,230241,382239,419317,225282,376233,6006,10064,11269,4959
５人以上,F15 パルプ・紙,631458,748096,298254,335413,383350,198469,312126,23287,296045,364746,99785
５人以上,F16 印刷,539768,610325,336768,375907,417575,256022,347321,28586,163861,192750,80746
５人以上,F17 化学,1419829,1625497,924419,492148,553774,343705,468774,23374,927681,1071723,580714
５人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
５人以上,F19 プラスチック,491036,625231,264156,292563,360301,178040,281821,10742,198473,264930,86116
５人以上,F20 ゴム,904469,990393,466357,360582,383867,241858,343729,16853,543887,606526,224499
５人以上,F21 なめし革,301102,345530,213001,255770,286705,194426,248573,7197,45332,58825,18575
５人以上,F22 窯業・土石,898840,952311,639094,446771,475545,306995,423294,23477,452069,476766,332099
５人以上,F23 鉄鋼,3276940,3812268,1272899,432823,468484,299324,406743,26080,2844117,3343784,973575
５人以上,F24 非鉄金属,1271055,1577855,504347,422867,504189,219640,396719,26148,848188,1073666,284707
５人以上,F25 金属製品,341789,391280,198876,318123,363651,186654,304378,13745,23666,27629,12222
５人以上,F26 一般機械,1070527,1192592,547687,400245,439971,230087,373712,26533,670282,752621,317600
５人以上,F27 電気機器,949183,1053977,489892,408815,447046,241256,382305,26510,540368,606931,248636
５人以上,F28 情報通信機器,1422571,1513334,960152,421696,442904,313643,384677,37019,1000875,1070430,646509
５人以上,F29 電子部品・デバイス,997475,1153151,461062,430165,478791,262613,405181,24984,567310,674360,198449
５人以上,F30 輸送用機器,695124,747545,348337,406249,431596,238567,364519,41730,288875,315949,109770
５人以上,F31 精密機器,650324,701681,381073,393106,416426,270844,362859,30247,257218,285255,110229
５人以上,F32 その他,738377,852205,452351,377214,429353,246199,366521,10693,361163,422852,206152
５人以上,J-1 卸売業,964189,1130273,520452,399583,449022,267493,382637,16946,564606,681251,252959
５人以上,J-2 小売業,273076,381764,183890,208031,272212,155366,198906,9125,65045,109552,28524
５人以上,Q80 専門サービス業（他に分類されないもの）,841635,994540,487365,396929,446854,281256,368506,28423,444706,547686,206109
５人以上,Q81 学術・開発研究機関,1151838,1272809,680345,457956,495626,311134,431652,26304,693882,777183,369211
５人以上,Q84 娯楽業,458262,595794,253165,250136,290352,190162,244215,5921,208126,305442,63003
５人以上,"Q86,87 自動車整備業、機械等修理業",707883,753328,389991,370184,389927,232081,337001,33183,337699,363401,157910
５人以上,Q82 洗濯・理容・美容・浴場業,230537,280307,196926,213395,256506,184280,205491,7904,17142,23801,12646
５人以上,Q89 広告業,628322,749620,414368,407267,478546,281540,390494,16773,221055,271074,132828
５人以上,QS-1 一括分,521752,648213,347699,305028,363596,224418,279662,25366,216724,284617,123281
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年６月分,,,,,,,,,,,,
第１－１表　産業、性別常用労働者の一人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,,
