規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,TL 調査産業計,17.6,18.2,16.7,140.3,150.3,123.2,129,136.8,115.8,11.3,13.5,7.4
５人以上,D 鉱業,18.8,19.1,17.6,152.3,155.4,137.9,138,140.3,127.6,14.3,15.1,10.3
５人以上,E 建設業,18.8,19,17.4,155.9,159,138.8,142.9,144.9,131.7,13,14.1,7.1
５人以上,F 製造業,17.4,17.6,16.8,142.5,147.5,127.9,130.9,134.5,120.3,11.6,13,7.6
５人以上,G 電気・ガス・熱供給・水道業,17.4,17.6,16.4,145.2,148.3,131.4,132,134.4,121.4,13.2,13.9,10
５人以上,H 情報通信業,17.6,18,16.6,151.5,156.1,137.1,132.9,136.3,122.4,18.6,19.8,14.7
５人以上,I 運輸業,18.9,19.1,16.9,165.2,169.4,133.1,140.7,143.3,120.6,24.5,26.1,12.5
５人以上,J 卸売・小売業,17.8,18.2,17.3,136.6,145.6,123.1,129,137,117.1,7.6,8.6,6
５人以上,K 金融・保険業,17.7,18.1,17.1,143.4,148.6,136.5,130.2,134.6,124.3,13.2,14,12.2
５人以上,L 不動産業,18.3,18.7,17.2,146.6,153.3,129.1,135.9,141.5,121.4,10.7,11.8,7.7
５人以上,"M 飲食店,宿泊業",15.8,17.5,14.1,116.1,140.2,92.3,109.8,131.2,88.6,6.3,9,3.7
５人以上,"N 医療,福祉",16.4,16.3,16.4,117.9,121.7,116.7,112.9,116.1,111.9,5,5.6,4.8
５人以上,"O 教育,学習支援業",16.4,16.9,15.8,122.5,127.1,117.4,116.2,120,111.9,6.3,7.1,5.5
５人以上,P 複合サービス事業,18.3,18.6,17.3,145.3,156.4,113.9,129.3,138.4,103.6,16,18,10.3
５人以上,Q サービス業（他に分類されないもの）,18.2,18.7,17.3,146.5,155.7,131.7,134.1,141.2,122.7,12.4,14.5,9
５人以上,"F09,10 食料品・たばこ",18.8,19.1,18.4,145.6,159.3,126.8,133.3,144.2,118.3,12.3,15.1,8.5
５人以上,F11 繊維,17.9,18.2,17.6,147.3,152,141.4,130.7,136,124,16.6,16,17.4
５人以上,F12 衣服,17,18,15.9,129.6,140.4,118.3,125.8,136,115.1,3.8,4.4,3.2
５人以上,F13 木材,16.8,17,16,132.9,141.2,107.5,120.2,124.8,106.3,12.7,16.4,1.2
５人以上,F14 家具,16.8,16.9,16.4,134.7,137.5,123.6,132,134.7,121.3,2.7,2.8,2.3
５人以上,F15 パルプ・紙,16.9,17.2,16,137.4,142.2,122.8,126.3,129,118,11.1,13.2,4.8
５人以上,F16 印刷,17.2,17.3,16.7,143.4,147.7,131.4,128.6,131.2,121.6,14.8,16.5,9.8
５人以上,F17 化学,16.7,17,16.1,136.8,138.8,132,127.8,130.8,120.6,9,8,11.4
５人以上,F18 石油・石炭,17.8,18,16.9,141.2,143.7,127,130.7,133.2,116.5,10.5,10.5,10.5
５人以上,F19 プラスチック,16.7,17.4,15.5,135.1,148.3,114.7,124.3,134,109.2,10.8,14.3,5.5
５人以上,F20 ゴム,19.1,19.2,18.5,155.5,156.6,150,149.2,150.2,144.3,6.3,6.4,5.7
５人以上,F21 なめし革,17.1,17.6,16.3,135.4,141.2,124.2,132.5,137.5,122.7,2.9,3.7,1.5
５人以上,F22 窯業・土石,17.5,17.7,16.6,143.5,145,135.9,127.5,128.1,124.3,16,16.9,11.6
５人以上,F23 鉄鋼,18.2,18.4,17.5,154.4,157.9,142.6,139.6,141.7,132.6,14.8,16.2,10
５人以上,F24 非鉄金属,17.3,17.6,16.6,140.2,145.3,127.9,131.7,136.6,119.8,8.5,8.7,8.1
５人以上,F25 金属製品,17.1,17.3,16.5,137.8,142.2,124.9,130,133.4,120.1,7.8,8.8,4.8
５人以上,F26 一般機械,17.2,17.2,16.9,141.9,143.9,132.6,131.3,132.5,125.7,10.6,11.4,6.9
５人以上,F27 電気機器,17.1,17.3,16.2,138.8,143.1,119.5,128.6,131.9,114.1,10.2,11.2,5.4
５人以上,F28 情報通信機器,17.5,17.7,16.7,145.2,147.7,132.3,129.2,130.8,121,16,16.9,11.3
５人以上,F29 電子部品・デバイス,17.4,17.6,16.7,140.6,146.5,121,130.5,134.6,117,10.1,11.9,4
５人以上,F30 輸送用機器,18.1,18.2,17.2,158.3,162.4,131.4,140.6,143,124.9,17.7,19.4,6.5
５人以上,F31 精密機器,17.5,17.6,17,150,152.8,135.6,136.3,137.9,128.2,13.7,14.9,7.4
５人以上,F32 その他,18,18.3,17.4,146.7,151.3,135.1,135.1,138,127.7,11.6,13.3,7.4
５人以上,J-1 卸売業,18,18.1,17.6,144,146.7,136.7,135.7,138,129.5,8.3,8.7,7.2
５人以上,J-2 小売業,17.7,18.4,17,127.9,143.5,115.3,121.2,135.1,109.9,6.7,8.4,5.4
５人以上,Q80 専門サービス業（他に分類されないもの）,17.7,18,16.9,147.3,152,137.3,132.9,135.9,126.4,14.4,16.1,10.9
５人以上,Q81 学術・開発研究機関,17.6,18.1,15.8,145.3,149.9,127.2,134.8,138.7,119.2,10.5,11.2,8
５人以上,Q84 娯楽業,19.2,19.5,18.7,137.7,142.9,130,132.5,137.6,124.9,5.2,5.3,5.1
５人以上,"Q86,87 自動車整備業、機械等修理業",18.4,18.6,16.9,158,161.9,132.8,139.2,141.2,126.5,18.8,20.7,6.3
５人以上,Q82 洗濯・理容・美容・浴場業,20.8,21,20.6,168.1,179.2,159.9,161.9,170,155.9,6.2,9.2,4
５人以上,Q89 広告業,17.4,18.2,16,140.6,148.6,126.6,129.1,136,116.9,11.5,12.6,9.7
５人以上,QS-1 一括分,18.1,18.9,17,145.2,157.7,127.9,132.5,142.7,118.4,12.7,15,9.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１月分(確報),,,,,,,,,,,,,
第２－１表　産業、性別常用労働者の一人平均月間出勤日数及び実労働時間　（事業所規模５人以上）,,,,,,,,,,,,,
