規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,TL 調査産業計,19.2,19.9,18,151.7,163.2,132.6,140.1,149.1,125.1,11.6,14.1,7.5
５人以上,D 鉱業,20.1,20.5,18.4,157.7,161.6,140.2,144.4,146.9,133.1,13.3,14.7,7.1
５人以上,E 建設業,21.2,21.5,19.3,176.3,180.5,154.2,161.6,164.5,146.4,14.7,16,7.8
５人以上,F 製造業,19.4,19.6,18.7,158.3,163.7,142.7,146,150,134.6,12.3,13.7,8.1
５人以上,G 電気・ガス・熱供給・水道業,20.1,20.3,19.3,167.2,170.4,152.7,152.5,154.8,142.1,14.7,15.6,10.6
５人以上,H 情報通信業,19.8,20.1,19,169.2,173,155.6,149.6,152.3,139.8,19.6,20.7,15.8
５人以上,I 運輸業,19.7,20,18.1,170,175.1,138.5,146.5,149.9,125.8,23.5,25.2,12.7
５人以上,J 卸売・小売業,19.2,19.9,18.1,147.2,159.4,129.6,139.5,150.3,123.9,7.7,9.1,5.7
５人以上,K 金融・保険業,19.7,20.2,19.1,158.9,164.2,151.8,144.8,149.4,138.6,14.1,14.8,13.2
５人以上,L 不動産業,20.4,20.8,19.2,161.2,167.6,145.6,150.8,156.3,137.3,10.4,11.3,8.3
５人以上,"M 飲食店,宿泊業",15.9,17.4,14.6,113.5,134.3,93.6,108.1,126.2,90.7,5.4,8.1,2.9
５人以上,"N 医療,福祉",17.7,17.7,17.6,127.2,133.8,125.2,122,128.5,120,5.2,5.3,5.2
５人以上,"O 教育,学習支援業",18.6,19.3,17.9,136.6,142.1,130.8,130,134.4,125.3,6.6,7.7,5.5
５人以上,P 複合サービス事業,19.2,19.2,19.1,157,162,143.4,141.9,145.6,131.8,15.1,16.4,11.6
５人以上,Q サービス業（他に分類されないもの）,19.5,20.1,18.6,155.9,166.4,139.8,143.1,151,130.9,12.8,15.4,8.9
５人以上,"F09,10 食料品・たばこ",19.3,20.1,18.4,149,167.2,126.3,137.8,152.6,119.3,11.2,14.6,7
５人以上,F11 繊維,20.5,20.5,20.5,179.9,186.3,167.4,156.7,159.8,150.7,23.2,26.5,16.7
５人以上,F12 衣服,19.7,19.5,20,148.9,154.2,142.7,146.6,151.9,140.3,2.3,2.3,2.4
５人以上,F13 木材,17.6,19.7,13.1,129,151.8,79.8,115.7,132.6,79.2,13.3,19.2,0.6
５人以上,F14 家具,18.4,18.5,17.8,138.6,139.8,132,136.9,138.4,129.1,1.7,1.4,2.9
５人以上,F15 パルプ・紙,19.7,19.9,19.2,155.4,162.2,140.2,148.1,153.3,136.6,7.3,8.9,3.6
５人以上,F16 印刷,19.1,19.2,18.5,159.7,161.8,152.8,143,144,139.8,16.7,17.8,13
５人以上,F17 化学,19,19.3,18.3,154,156.6,147.8,143.7,147.2,135.4,10.3,9.4,12.4
５人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
５人以上,F19 プラスチック,19.8,20.6,18.7,158.8,175.7,132.7,144.7,156.1,127.1,14.1,19.6,5.6
５人以上,F20 ゴム,19.6,19.8,18.6,156.2,159.1,144.7,149.1,151.6,139.1,7.1,7.5,5.6
５人以上,F21 なめし革,19.9,20.6,18.7,157,168.4,138.3,152.2,162.1,135.9,4.8,6.3,2.4
５人以上,F22 窯業・土石,19.5,19.8,18.5,160.9,162.9,151.8,148.6,150.1,141.8,12.3,12.8,10
５人以上,F23 鉄鋼,20.8,20.9,20.5,175.3,177.1,167.9,156.9,157.2,156,18.4,19.9,11.9
５人以上,F24 非鉄金属,17.8,18,17.2,147.6,148.7,144.8,139.8,141.3,135.7,7.8,7.4,9.1
５人以上,F25 金属製品,18.9,19.2,18.1,151.8,156,138.8,143.9,146.7,135,7.9,9.3,3.8
５人以上,F26 一般機械,20.2,20.4,19.3,167.6,171.3,152.6,155.9,158.7,144.3,11.7,12.6,8.3
５人以上,F27 電気機器,19,19.1,18.6,156,158.1,145.8,143.8,145.2,137.1,12.2,12.9,8.7
５人以上,F28 情報通信機器,19.3,19.5,18.6,163,165.4,151.3,145.8,147.2,138.9,17.2,18.2,12.4
５人以上,F29 電子部品・デバイス,19.5,19.8,18.3,158.2,165.2,134.4,147.3,152.6,129.4,10.9,12.6,5
５人以上,F30 輸送用機器,20.5,20.6,20.1,179.9,183,159.4,160.3,161.7,151.1,19.6,21.3,8.3
５人以上,F31 精密機器,19.1,19.1,19.1,162.9,165.6,151.3,148.2,149,144.9,14.7,16.6,6.4
５人以上,F32 その他,19.4,19.8,18.5,157.3,161.6,146.4,147.5,151.2,138,9.8,10.4,8.4
５人以上,J-1 卸売業,20.1,20.3,19.5,160.7,163.9,152.5,151.9,154.8,144.4,8.8,9.1,8.1
５人以上,J-2 小売業,18.1,19.2,17.3,131.2,150.5,116.8,124.8,141.5,112.4,6.4,9,4.4
５人以上,Q80 専門サービス業（他に分類されないもの）,19.6,20.1,18.3,158.1,165.1,141.5,145.3,150.7,132.6,12.8,14.4,8.9
５人以上,Q81 学術・開発研究機関,19.1,19.6,17.4,153.8,158.9,135.1,143.4,147.8,127.3,10.4,11.1,7.8
５人以上,Q84 娯楽業,19.2,19.4,19,143.7,150,134.1,136.7,143.7,125.9,7,6.3,8.2
５人以上,"Q86,87 自動車整備業、機械等修理業",20.6,20.7,20.4,175.5,177.8,160.1,158.7,159.4,154,16.8,18.4,6.1
５人以上,Q82 洗濯・理容・美容・浴場業,21.5,22,21.2,167.7,185.5,157.6,163.4,178.5,154.9,4.3,7,2.7
５人以上,Q89 広告業,19.8,20.4,18.6,159.4,166,147.6,145.8,150.8,136.8,13.6,15.2,10.8
５人以上,QS-1 一括分,19.3,20.1,18.3,154.3,167.2,137.2,140.4,150,127.6,13.9,17.2,9.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１０月分,,,,,,,,,,,,,
第２－１表　産業、性別常用労働者の一人平均月間出勤日数及び実労働時間　（事業所規模５人以上）,,,,,,,,,,,,,
