規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,425757,499563,284698,376320,439395,255770,347211,29109,49437,60168,28928
30人以上,D 鉱業,480414,522329,288092,476758,518176,286715,444139,32619,3656,4153,1377
30人以上,E 建設業,470156,498863,277425,413203,437371,250947,381059,32144,56953,61492,26478
30人以上,F 製造業,452310,503984,286569,417811,465046,266305,387285,30526,34499,38938,20264
30人以上,G 電気・ガス・熱供給・水道業,632944,672245,454886,484771,518729,330921,437292,47479,148173,153516,123965
30人以上,H 情報通信業,467784,499459,342013,392725,418478,290470,350386,42339,75059,80981,51543
30人以上,I 運輸業,420887,436463,312786,360026,376646,244685,306822,53204,60861,59817,68101
30人以上,J 卸売・小売業,386637,492493,221429,347656,438064,206558,328963,18693,38981,54429,14871
30人以上,K 金融・保険業,501877,628943,323210,499352,626285,320870,466616,32736,2525,2658,2340
30人以上,L 不動産業,394276,453835,248853,371746,426223,238730,348193,23553,22530,27612,10123
30人以上,"M 飲食店,宿泊業",227228,299556,141303,219062,286859,138519,203167,15895,8166,12697,2784
30人以上,"N 医療,福祉",358402,466202,325051,328325,445634,292032,308320,20005,30077,20568,33019
30人以上,"O 教育,学習支援業",504975,556819,434309,412778,473704,329731,392965,19813,92197,83115,104578
30人以上,P 複合サービス事業,396106,427430,246100,396096,427430,246045,366099,29997,10,0,55
30人以上,Q サービス業（他に分類されないもの）,416150,504748,270833,349174,412264,245694,320216,28958,66976,92484,25139
30人以上,"F09,10 食料品・たばこ",318899,408179,191958,312160,398723,189081,283670,28490,6739,9456,2877
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,320434,412888,266600,310158,407149,253682,300513,9645,10276,5739,12918
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,397503,440155,256996,382335,424348,243935,359867,22468,15168,15807,13061
30人以上,F16 印刷,421421,456208,289292,420691,455438,288715,381939,38752,730,770,577
30人以上,F17 化学,592748,672737,407717,503611,569403,351423,475944,27667,89137,103334,56294
30人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F19 プラスチック,363062,414623,224783,362359,414046,223742,341377,20982,703,577,1041
30人以上,F20 ゴム,392088,406149,286422,390498,404358,286345,379670,10828,1590,1791,77
30人以上,F21 なめし革,290983,348286,207473,290444,347378,207473,282011,8433,539,908,0
30人以上,F22 窯業・土石,727399,790203,460678,484704,532000,283843,462439,22265,242695,258203,176835
30人以上,F23 鉄鋼,503707,551245,331061,499449,546134,329902,479451,19998,4258,5111,1159
30人以上,F24 非鉄金属,487110,561868,249809,486416,561082,249407,464366,22050,694,786,402
30人以上,F25 金属製品,360292,414857,207056,359780,414288,206703,349297,10483,512,569,353
30人以上,F26 一般機械,498536,546446,283014,419961,458467,246741,389679,30282,78575,87979,36273
30人以上,F27 電気機器,538247,572349,354387,445836,474597,290770,412360,33476,92411,97752,63617
30人以上,F28 情報通信機器,460952,481234,356105,448160,469461,338042,404021,44139,12792,11773,18063
30人以上,F29 電子部品・デバイス,476872,535692,270343,437801,488651,259256,409269,28532,39071,47041,11087
30人以上,F30 輸送用機器,441965,456083,303572,440589,454766,301626,399093,41496,1376,1317,1946
30人以上,F31 精密機器,409884,432522,285064,408603,431343,283220,368261,40342,1281,1179,1844
30人以上,F32 その他,378530,433777,255151,375737,430584,253251,358576,17161,2793,3193,1900
30人以上,J-1 卸売業,488825,546559,317630,426581,475435,281716,403811,22770,62244,71124,35914
30人以上,J-2 小売業,224695,328312,158374,222581,324581,157296,210347,12234,2114,3731,1078
30人以上,Q80 専門サービス業（他に分類されないもの）,689162,768790,404300,440765,473467,323777,401639,39126,248397,295323,80523
30人以上,Q81 学術・開発研究機関,461306,501022,299497,456588,495833,296697,426496,30092,4718,5189,2800
30人以上,Q84 娯楽業,289450,348232,202535,289280,347947,202535,279468,9812,170,285,0
30人以上,"Q86,87 自動車整備業、機械等修理業",442145,459622,302950,394399,409933,270683,354225,40174,47746,49689,32267
30人以上,Q82 洗濯・理容・美容・浴場業,246192,279564,222908,197602,234634,171765,185757,11845,48590,44930,51143
30人以上,Q89 広告業,528790,641261,328393,430838,510771,288414,407598,23240,97952,130490,39979
30人以上,QS-1 一括分,348675,420560,256129,320426,384616,237786,292205,28221,28249,35944,18343
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１１月分,,,,,,,,,,,,
第１－２表　産業、性別常用労働者の一人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,,
