規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,TL 調査産業計,18.8,19.4,17.7,148.9,159.6,131,137.7,146,123.9,11.2,13.6,7.1
５人以上,D 鉱業,19.9,20.1,19.1,159.2,162.2,146.2,145.7,147.2,139.2,13.5,15,7
５人以上,E 建設業,20,20.3,18.3,167.1,171.2,146,153,155.7,139,14.1,15.5,7
５人以上,F 製造業,19,19.2,18.3,155,160.1,140.4,143.3,147,132.8,11.7,13.1,7.6
５人以上,G 電気・ガス・熱供給・水道業,19.8,20,19.3,164.8,167.8,151.4,151.2,153.1,142.4,13.6,14.7,9
５人以上,H 情報通信業,19.5,19.7,19,166.8,170.2,155.1,147,149.3,139.1,19.8,20.9,16
５人以上,I 運輸業,20,20.2,19.1,170.6,174.5,146.4,148.3,150.6,134.1,22.3,23.9,12.3
５人以上,J 卸売・小売業,18.9,19.5,18.2,145.7,156.5,129.9,138.3,147.6,124.7,7.4,8.9,5.2
５人以上,K 金融・保険業,19.9,20.3,19.5,160.5,165.2,154.7,146.6,150.4,141.9,13.9,14.8,12.8
５人以上,L 不動産業,19.5,19.9,18.6,153.6,161.7,134.3,143.8,150.5,127.7,9.8,11.2,6.6
５人以上,"M 飲食店,宿泊業",16,17.2,14.7,116.8,135.3,98.5,110.7,126.4,95.2,6.1,8.9,3.3
５人以上,"N 医療,福祉",17.5,18,17.3,126.1,135.4,123.3,121.2,130.2,118.5,4.9,5.2,4.8
５人以上,"O 教育,学習支援業",14.7,15.5,13.8,108.2,114.9,101,103.6,109.6,97.1,4.6,5.3,3.9
５人以上,P 複合サービス事業,18.8,18.8,18.8,150.6,157.4,132.7,137.6,143,123.4,13,14.4,9.3
５人以上,Q サービス業（他に分類されないもの）,19.5,20,18.7,155.7,165.2,140.9,143.6,150.9,132.3,12.1,14.3,8.6
５人以上,"F09,10 食料品・たばこ",19.8,20.4,19.1,155.4,170.4,134.9,143.7,155.7,127.4,11.7,14.7,7.5
５人以上,F11 繊維,19.3,19.5,18.9,163.3,170.5,149.7,143.5,147.6,135.8,19.8,22.9,13.9
５人以上,F12 衣服,19.3,19.4,19.3,145.6,151.2,140.9,143,148,138.8,2.6,3.2,2.1
５人以上,F13 木材,20.4,21,19.2,158.1,176.5,118.6,144.2,156.6,117.6,13.9,19.9,1
５人以上,F14 家具,18.7,19.2,15.9,147.6,153,121.4,146.3,151.7,120.2,1.3,1.3,1.2
５人以上,F15 パルプ・紙,19.3,19.7,18.4,151.2,158.7,134.8,144.9,151.1,131.3,6.3,7.6,3.5
５人以上,F16 印刷,19.8,19.9,19.2,162.5,163.8,157.8,147.4,148.1,144.9,15.1,15.7,12.9
５人以上,F17 化学,19.7,20.1,18.7,158.6,162,150.4,149.9,154.1,139.8,8.7,7.9,10.6
５人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
５人以上,F19 プラスチック,18.2,18.7,17.5,142.4,156.9,120.8,132.2,143.4,115.6,10.2,13.5,5.2
５人以上,F20 ゴム,19.9,20.1,19,156,161.7,133,148.6,154.1,126.6,7.4,7.6,6.4
５人以上,F21 なめし革,18,19,16.5,141.9,154,122.3,138.4,149.8,119.9,3.5,4.2,2.4
５人以上,F22 窯業・土石,18.7,18.9,18.2,154.4,155.8,148.1,142.2,142.8,139.3,12.2,13,8.8
５人以上,F23 鉄鋼,19.7,19.9,18.8,167.4,170.6,153.2,149.1,150.3,143.7,18.3,20.3,9.5
５人以上,F24 非鉄金属,19.1,19.4,18.3,159.4,162,152.2,150.8,153.1,144.3,8.6,8.9,7.9
５人以上,F25 金属製品,19,19.3,18,155.5,160.1,140.3,145.4,148.8,134.3,10.1,11.3,6
５人以上,F26 一般機械,17.8,18.1,16.5,148,152.1,130.9,136.4,139.4,124.1,11.6,12.7,6.8
５人以上,F27 電気機器,19.1,19.3,18.2,157.7,160.7,143.2,145.8,147.8,136.1,11.9,12.9,7.1
５人以上,F28 情報通信機器,18.4,18.5,17.7,154.6,157,142.1,139.1,140.5,132.1,15.5,16.5,10
５人以上,F29 電子部品・デバイス,18.5,18.8,17.7,152.7,159.7,129.5,141.7,146.8,124.9,11,12.9,4.6
５人以上,F30 輸送用機器,17.5,17.5,16.8,155.3,158.7,133.3,136.5,138,126.8,18.8,20.7,6.5
５人以上,F31 精密機器,18.4,18.7,17.3,158.5,163.2,138.3,144,146.7,132.7,14.5,16.5,5.6
５人以上,F32 その他,18.4,18.7,17.6,146.9,150.8,136.7,138.6,142.3,129,8.3,8.5,7.7
５人以上,J-1 卸売業,19.5,19.7,19,156.9,160.4,147.6,148.6,151.6,140.6,8.3,8.8,7
５人以上,J-2 小売業,18.2,18.9,17.7,132.6,149,120.2,126.2,139.8,115.9,6.4,9.2,4.3
５人以上,Q80 専門サービス業（他に分類されないもの）,19,19.4,18.2,153.7,158.9,141.7,142,145.8,133.4,11.7,13.1,8.3
５人以上,Q81 学術・開発研究機関,19,19.7,16.5,154.2,161.3,127.7,144.4,150.9,120,9.8,10.4,7.7
５人以上,Q84 娯楽業,19.1,19.5,18.5,142.6,152.6,126.7,137.1,146.3,122.6,5.5,6.3,4.1
５人以上,"Q86,87 自動車整備業、機械等修理業",20.4,20.5,19.6,172.3,175,154.1,155.1,156.1,148.6,17.2,18.9,5.5
５人以上,Q82 洗濯・理容・美容・浴場業,21.3,22,20.9,167.4,186.7,156.4,163,179.7,153.5,4.4,7,2.9
５人以上,Q89 広告業,19.2,20,17.8,155.7,162.8,142.8,142.8,148.6,132.4,12.9,14.2,10.4
５人以上,QS-1 一括分,19.5,20.1,18.7,155.9,167.7,140.2,142.7,151.8,130.5,13.2,15.9,9.7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年８月分,,,,,,,,,,,,,
第２－１表　産業、性別常用労働者の一人平均月間出勤日数及び実労働時間　（事業所規模５人以上）,,,,,,,,,,,,,
