規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,6411873,4063639,2348234,112630,57994,54636,123888,68116,55772,6400615,4053517,2347098,19.8,10.4,36
５人以上,D 鉱業,2173,1777,396,21,21,0,43,35,8,2151,1763,388,1.9,0.1,10.1
５人以上,E 建設業,347926,294966,52960,4327,3935,392,4143,3667,476,348110,295234,52876,4.1,1.8,16.6
５人以上,F 製造業,718667,534794,183873,6419,4263,2156,6363,4271,2092,718723,534786,183937,8.5,2.6,25.6
５人以上,G 電気・ガス・熱供給・水道業,39302,32259,7043,34,34,0,115,65,50,39221,32228,6993,8.5,6.8,16.5
５人以上,H 情報通信業,595283,453433,141850,4964,3187,1777,17954,13697,4257,582293,442923,139370,5.5,2.2,16.1
５人以上,I 運輸業,317277,279967,37310,4930,4211,719,3312,2671,641,318895,281507,37388,11.2,8.6,31
５人以上,J 卸売・小売業,1414529,850905,563624,27241,14634,12607,26687,12726,13961,1415083,852813,562270,27.2,13.2,48.2
５人以上,K 金融・保険業,379728,218040,161688,5196,3094,2102,4691,2687,2004,380233,218447,161786,7.5,2.1,14.9
５人以上,L 不動産業,115159,82802,32357,1448,1024,424,2522,1568,954,114085,82258,31827,11.7,7.1,23.7
５人以上,"M 飲食店,宿泊業",463322,231633,231689,16047,6950,9097,21361,11386,9975,458008,227197,230811,65.4,49.5,81.1
５人以上,"N 医療,福祉",400653,92596,308057,7609,1612,5997,5661,904,4757,402601,93304,309297,29.1,20.6,31.7
５人以上,"O 教育,学習支援業",339905,177586,162319,3850,1784,2066,5858,2449,3409,337897,176921,160976,17.7,13.7,22.2
５人以上,P 複合サービス事業,58463,42601,15862,583,220,363,629,362,267,58417,42459,15958,29.2,20.8,51.8
５人以上,Q サービス業（他に分類されないもの）,1219486,770280,449206,29961,13025,16936,24549,11628,12921,1224898,771677,453221,16.4,10.3,26.9
５人以上,"F09,10 食料品・たばこ",73680,42489,31191,1251,593,658,1062,511,551,73869,42571,31298,29.3,9.6,56.1
５人以上,F11 繊維,2199,1215,984,73,72,1,8,5,3,2264,1282,982,7.7,0,17.7
５人以上,F12 衣服,23726,12179,11547,41,3,38,113,52,61,23654,12130,11524,12.1,5.4,19.2
５人以上,F13 木材,2066,1568,498,0,0,0,7,7,0,2059,1561,498,5.1,0.8,18.9
５人以上,F14 家具,6830,5446,1384,183,183,0,0,0,0,7013,5629,1384,12.1,8.3,27.5
５人以上,F15 パルプ・紙,17504,13120,4384,146,97,49,56,28,28,17594,13189,4405,10.6,1.5,37.9
５人以上,F16 印刷,101046,74331,26715,541,328,213,603,519,84,100984,74140,26844,6.2,4.1,12
５人以上,F17 化学,68310,48133,20177,397,346,51,423,367,56,68284,48112,20172,1.9,0.5,5.3
５人以上,F18 石油・石炭,631,536,95,6,0,6,0,0,0,637,536,101,6.6,3.4,23.8
５人以上,F19 プラスチック,15527,9432,6095,242,155,87,237,91,146,15532,9496,6036,25,6.2,54.4
５人以上,F20 ゴム,8058,6724,1334,254,253,1,221,217,4,8091,6760,1331,1.5,1.6,1.2
５人以上,F21 なめし革,9286,6136,3150,411,212,199,237,56,181,9460,6292,3168,13.4,3.2,33.8
５人以上,F22 窯業・土石,12698,10543,2155,134,54,80,56,37,19,12776,10560,2216,2.6,2.3,4.2
５人以上,F23 鉄鋼,6581,5081,1500,83,52,31,42,6,36,6622,5127,1495,3.5,3.1,4.8
５人以上,F24 非鉄金属,10885,7751,3134,91,80,11,179,130,49,10797,7701,3096,8.1,0,28.1
５人以上,F25 金属製品,48937,36827,12110,210,118,92,195,147,48,48952,36798,12154,5.1,1.3,16.6
５人以上,F26 一般機械,60120,48950,11170,443,320,123,840,663,177,59723,48607,11116,7.2,2.1,29.1
５人以上,F27 電気機器,57963,47446,10517,448,330,118,475,323,152,57936,47453,10483,6,0.8,29.6
５人以上,F28 情報通信機器,55526,46875,8651,287,263,24,787,497,290,55026,46641,8385,1.3,0.1,7.9
５人以上,F29 電子部品・デバイス,37882,29159,8723,302,242,60,156,141,15,38028,29260,8768,7.4,0.8,29.4
５人以上,F30 輸送用機器,34584,30055,4529,277,208,69,220,186,34,34641,30077,4564,3.9,0.9,23.1
５人以上,F31 精密機器,35112,29452,5660,191,179,12,196,137,59,35107,29494,5613,5.8,3.7,16.9
５人以上,F32 その他,29516,21346,8170,408,175,233,250,151,99,29674,21370,8304,7.5,2.2,20.9
５人以上,J-1 卸売業,761136,553466,207670,7088,5394,1694,8126,5401,2725,760098,553459,206639,5.8,2,15.8
５人以上,J-2 小売業,653393,297439,355954,20153,9240,10913,18561,7325,11236,654985,299354,355631,51.9,34,67.1
５人以上,Q80 専門サービス業（他に分類されないもの）,232375,160009,72366,2504,1271,1233,3478,1854,1624,231401,159426,71975,7.4,4.9,12.9
