規模,和暦年,西暦年,年平均・月・対前月比・対前年同月比,調査産業計,調査産業計／対前月比（％）,調査産業計／対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成17,2005,年平均,100,－,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,101.7,－,1.7,101.9,99.8,99.8,103.6,101.5,100.9,104.3,103.2,98,97,99.5,98.6,99.3,103.5
30人以上,平成18,2006,6月,101.9,-0.3,1.7,103.8,99.5,100.5,103.5,103.4,102.1,102.6,104.5,99.1,98.3,100.2,98.8,98.6,103.5
30人以上,平成18,2006,7月,102.6,0.7,2.4,103.7,98.8,100.6,102.7,102.2,102.4,107.2,103.7,98.4,98.8,100.3,98.5,98.1,103.8
30人以上,平成18,2006,8月,102.4,-0.2,2.5,102.7,98.7,99.9,102.7,101.9,102.6,107.9,102.9,98.5,96.9,99.5,97.5,97.2,103.8
30人以上,平成18,2006,9月,102.3,-0.1,2.6,102.9,98,99.3,102.8,101.3,103.5,107.9,103.1,97.8,97.8,98.6,98.1,96.7,103.8
30人以上,平成18,2006,10月,102.4,0.1,2.5,101.8,101.2,99.2,102.8,100.8,101.5,107.4,105.3,97.3,97.3,99.2,99.3,97.1,104.1
30人以上,平成18,2006,11月,102.3,-0.1,2.3,100.9,101.2,98.9,103,101,101.1,107,105.2,97,96.2,97.6,99.3,97.8,104.4
30人以上,平成18,2006,12月,101.9,-0.4,1.5,101.2,100.8,98.6,102.9,100.6,98.3,105.8,103.9,96.6,96.3,99.1,99.3,110.1,104.5
30人以上,平成19,2007,1月,101.5,-0.4,1.4,102.4,100.5,96.7,103,100.4,98.1,105.5,103.9,96.7,95.5,99,99.3,105.2,104.6
30人以上,平成19,2007,2月,101,-0.5,1.2,101.3,100.2,96.4,102.8,97.9,98.4,105.1,104.1,95.6,94.4,98.8,98.5,105.1,104.8
30人以上,平成19,2007,3月,100.7,-0.3,1.1,100.6,98.4,96.4,102.8,98.3,98.2,104.4,103.8,96.1,93.7,98.7,96.3,103.8,105
30人以上,平成19,2007,4月,103.8,3.1,1.4,101.7,102,99.2,104.9,104.3,99.8,105.3,112.3,100,95.2,99.7,102,103.1,107.4
30人以上,平成19,2007,5月,103.8,0,1.6,102.6,102.5,98.7,104.5,104.2,99,105.7,112.7,100.3,97.1,99.6,102.7,103.1,107
30人以上,平成19,2007,6月,103.6,-0.2,1.7,102,102.3,98.5,104.2,103.8,98.6,105.6,111.9,99.6,97.7,99.6,102.8,104,106.6
30人以上,平成19,2007,6月（対前月比（％））,－,－,－,-0.6,-0.2,-0.2,-0.3,-0.4,-0.4,-0.1,-0.7,-0.7,0.6,0,0.1,0.9,-0.4
30人以上,平成19,2007,6月（対前年同月比（％））,－,－,－,-1.7,2.8,-2,0.7,0.4,-3.4,2.9,7.1,0.5,-0.6,-0.6,4,5.5,3
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年６月分,,,,,,,,,,,,,,,,,,,,
第１５－２表　常用雇用指数　（事業所規模３０人以上）,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,
