規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,TL 調査産業計,4403648,2883615,1520033,70220,37667,32553,80556,46568,33988,4393312,2874714,1518598,14.3,7.1,28.1
30人以上,D 鉱業,2178,1773,405,12,12,0,25,21,4,2165,1764,401,1.8,0.1,9.2
30人以上,E 建設業,212235,184683,27552,1922,1627,295,2320,2071,249,211837,184239,27598,2.6,1.2,11.8
30人以上,F 製造業,518179,395619,122560,5156,3491,1665,6633,4470,2163,516702,394640,122062,6.1,1.7,20.5
30人以上,G 電気・ガス・熱供給・水道業,37156,30491,6665,213,198,15,340,332,8,37029,30357,6672,8.1,6.4,15.9
30人以上,H 情報通信業,510369,406410,103959,5046,2850,2196,7002,4224,2778,508413,405036,103377,3.6,1.1,13.4
30人以上,I 運輸業,258899,226748,32151,5601,4425,1176,6618,5994,624,257882,225179,32703,12.6,10,30.4
30人以上,J 卸売・小売業,830629,504507,326122,13443,6265,7178,14096,8253,5843,829976,502519,327457,20.9,7.2,41.9
30人以上,K 金融・保険業,337714,196531,141183,4201,2098,2103,6755,4344,2411,335160,194285,140875,5.4,2,10.2
30人以上,L 不動産業,67219,47537,19682,1402,947,455,1865,1287,578,66756,47197,19559,11.2,5,26
30人以上,"M 飲食店,宿泊業",171930,93852,78078,7094,3915,3179,5964,3159,2805,173060,94608,78452,56.6,41.6,74.8
30人以上,"N 医療,福祉",257880,61135,196745,3802,716,3086,3794,943,2851,257888,60908,196980,20.8,16.5,22.1
30人以上,"O 教育,学習支援業",258733,142471,116262,2242,1294,948,2113,729,1384,258862,143036,115826,14.6,10.2,20.1
30人以上,P 複合サービス事業,42700,34574,8126,690,456,234,309,253,56,43081,34777,8304,34.6,25.2,73.9
30人以上,Q サービス業（他に分類されないもの）,897827,557284,340543,19396,9373,10023,22722,10488,12234,894501,556169,338332,15.1,9,25.2
30人以上,"F09,10 食料品・たばこ",60577,35508,25069,1012,458,554,1458,733,725,60131,35233,24898,28.8,10.5,54.6
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,8027,2935,5092,56,0,56,68,22,46,8015,2913,5102,14.8,8.4,18.4
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,9576,7311,2265,20,18,2,82,26,56,9514,7303,2211,8.5,0.4,35.6
30人以上,F16 印刷,62209,49283,12926,353,213,140,387,290,97,62175,49206,12969,3.2,1.6,9.2
30人以上,F17 化学,61756,43194,18562,297,173,124,662,517,145,61391,42850,18541,1.8,0.3,5.2
