規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,19.7,20.2,18.9,159.6,168.2,143,145.5,152,133,14.1,16.2,10
30人以上,D 鉱業,20.4,20.6,19.6,165,167.7,153.2,150.5,152.4,142.3,14.5,15.3,10.9
30人以上,E 建設業,21.1,21.3,20,178.1,180.4,163.1,162.7,164.2,152.7,15.4,16.2,10.4
30人以上,F 製造業,19.8,19.9,19.2,163.5,167.5,150.8,149.6,152.5,140.4,13.9,15,10.4
30人以上,G 電気・ガス・熱供給・水道業,19.6,19.8,18.7,163.5,166.6,149.5,148.3,150.5,138.4,15.2,16.1,11.1
30人以上,H 情報通信業,20.4,20.5,19.6,175.7,179,163.2,154.2,156.7,144.8,21.5,22.3,18.4
30人以上,I 運輸業,20.3,20.5,18.7,174.5,178.2,148.8,150.6,153.1,133.4,23.9,25.1,15.4
30人以上,J 卸売・小売業,20.2,20.6,19.7,156.7,166.4,141.4,146.7,154.7,134.1,10,11.7,7.3
30人以上,K 金融・保険業,19.7,20.1,19.2,159.2,163.6,153.5,143.7,147.8,138.2,15.5,15.8,15.3
30人以上,L 不動産業,20.4,20.9,19.4,162.9,169.9,146,149.7,155.9,134.7,13.2,14,11.3
30人以上,"M 飲食店,宿泊業",17.5,19,15.6,131,151.8,106,122.3,140.8,100,8.7,11,6
30人以上,"N 医療,福祉",18.4,18.3,18.5,137.7,138.5,137.5,131.5,132.1,131.4,6.2,6.4,6.1
30人以上,"O 教育,学習支援業",18.2,18.9,17.2,136,142.1,128.6,128.3,133.6,121.9,7.7,8.5,6.7
30人以上,P 複合サービス事業,18.9,18.9,18.8,152.8,161.6,115,135.4,142.8,103.8,17.4,18.8,11.2
30人以上,Q サービス業（他に分類されないもの）,19.8,20.2,19,160.6,169.3,145.9,145.6,152.2,134.6,15,17.1,11.3
30人以上,"F09,10 食料品・たばこ",19.8,20.4,19,156.6,170.8,136.6,143.7,155,127.7,12.9,15.8,8.9
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,19.6,19.2,19.8,143.6,149.5,140.1,136.6,139.3,135,7,10.2,5.1
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,20,20.1,19.6,163.4,165.5,156.7,151.6,152.4,149.1,11.8,13.1,7.6
30人以上,F16 印刷,19.7,19.8,19.5,164.2,165.4,159.4,145.5,145.7,144.9,18.7,19.7,14.5
30人以上,F17 化学,19.9,20.2,19.3,161.9,163.8,157.4,151.4,154.4,144.5,10.5,9.4,12.9
30人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F19 プラスチック,20.4,20.6,19.9,170.4,173.1,163.1,159.8,162.7,152,10.6,10.4,11.1
30人以上,F20 ゴム,20.7,20.8,19.6,172,172.4,169.6,161.3,162.3,154.1,10.7,10.1,15.5
30人以上,F21 なめし革,21,21,20.9,169.9,175.4,161.5,162.1,165.5,156.9,7.8,9.9,4.6
30人以上,F22 窯業・土石,20,20.1,19.4,161.7,162.4,158.3,152.4,153.4,147.8,9.3,9,10.5
30人以上,F23 鉄鋼,20.5,20.7,19.8,177.2,180.7,164.1,158.3,159.7,152.9,18.9,21,11.2
30人以上,F24 非鉄金属,19.1,19.2,18.9,159.4,160.4,156,149.7,150.5,147,9.7,9.9,9
30人以上,F25 金属製品,20.1,20.2,19.7,165.2,166,162.5,154.9,156.3,150.6,10.3,9.7,11.9
30人以上,F26 一般機械,18.9,19,18.1,158,160.6,146.7,146,148.2,136.7,12,12.4,10
30人以上,F27 電気機器,19.7,19.8,19,162.7,164.6,151.9,150.3,151.6,143,12.4,13,8.9
30人以上,F28 情報通信機器,19.6,19.8,18.7,165,167.7,152,148,149.6,140.2,17,18.1,11.8
30人以上,F29 電子部品・デバイス,19.8,20.1,18.8,161.4,168.2,137.6,149.6,154.5,132.3,11.8,13.7,5.3
30人以上,F30 輸送用機器,19.3,19.3,18.5,175,176.9,157.1,151.6,152.3,145.7,23.4,24.6,11.4
30人以上,F31 精密機器,20.1,20.2,19.5,175.8,178.5,160.5,158.4,159.6,151.6,17.4,18.9,8.9
30人以上,F32 その他,20.6,20.9,19.9,167.3,172.1,156.2,154.1,158.2,144.6,13.2,13.9,11.6
30人以上,J-1 卸売業,20.6,20.7,20.2,166.8,168.9,160.3,155.7,157.6,149.9,11.1,11.3,10.4
30人以上,J-2 小売業,19.6,20.1,19.3,140.6,158.7,129.2,132.3,145.8,123.8,8.3,12.9,5.4
30人以上,Q80 専門サービス業（他に分類されないもの）,20,20,19.9,169.3,170.5,165.3,151.3,151.9,149.2,18,18.6,16.1
30人以上,Q81 学術・開発研究機関,19.8,20.5,16.9,160.7,167.1,134,149.7,155.7,125.1,11,11.4,8.9
30人以上,Q84 娯楽業,19.9,20.4,19.1,145.5,154.1,133.1,139.9,147.5,128.9,5.6,6.6,4.2
30人以上,"Q86,87 自動車整備業、機械等修理業",20.4,20.5,20,180,181.9,164.1,155.6,155.8,153.7,24.4,26.1,10.4
30人以上,Q82 洗濯・理容・美容・浴場業,21,21.9,20.4,161.2,181.4,147,152.4,169.3,140.5,8.8,12.1,6.5
30人以上,Q89 広告業,20.2,21,18.9,164,171,151.5,147.5,153.2,137.3,16.5,17.8,14.2
30人以上,QS-1 一括分,19.6,20.1,18.9,158.2,169.1,144.2,143.4,151.6,132.8,14.8,17.5,11.4
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年７月分,,,,,,,,,,,,,
第２－２表　産業、性別常用労働者の一人平均月間出勤日数及び実労働時間　（事業所規模３０人以上）,,,,,,,,,,,,,
