規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,802422,989554,486080,339970,407604,225637,317110,22860,462452,581950,260443
５人以上,D 鉱業,1380802,1503402,816808,471798,513616,279420,436924,34874,909004,989786,537388
５人以上,E 建設業,821798,882356,503653,394430,422765,245574,368005,26425,427368,459591,258079
５人以上,F 製造業,1007905,1166044,554088,384181,435676,236405,359402,24779,623724,730368,317683
５人以上,G 電気・ガス・熱供給・水道業,1341954,1444255,878873,470497,505057,314056,429498,40999,871457,939198,564817
５人以上,H 情報通信業,931157,1007654,653781,388274,415956,287898,350322,37952,542883,591698,365883
５人以上,I 運輸業,787341,843969,444083,358217,379986,226266,307341,50876,429124,463983,217817
５人以上,J 卸売・小売業,723820,970690,362679,314429,397492,192918,300640,13789,409391,573198,169761
５人以上,K 金融・保険業,1279149,1714883,707852,473256,605535,299824,442396,30860,805893,1109348,408028
５人以上,L 不動産業,931891,1099113,519799,366635,423974,225334,350311,16324,565256,675139,294465
５人以上,"M 飲食店,宿泊業",262505,374849,154198,163508,219438,109588,154761,8747,98997,155411,44610
５人以上,"N 医療,福祉",669457,877276,607922,281695,384955,251120,266896,14799,387762,492321,356802
５人以上,"O 教育,学習支援業",1008962,1240788,763773,351674,420903,278455,335344,16330,657288,819885,485318
５人以上,P 複合サービス事業,834056,906489,632707,381294,428997,248690,344571,36723,452762,477492,384017
５人以上,Q サービス業（他に分類されないもの）,721215,875082,464863,333432,390868,237739,310084,23348,387783,484214,227124
５人以上,"F09,10 食料品・たばこ",704243,1011282,332750,288252,384713,171542,264116,24136,415991,626569,161208
５人以上,F11 繊維,1002288,1217396,565130,391740,459525,253981,370540,21200,610548,757871,311149
５人以上,F12 衣服,516492,625485,390348,305470,369436,231439,302354,3116,211022,256049,158909
５人以上,F13 木材,393821,489178,146105,287634,350006,125607,264143,23491,106187,139172,20498
５人以上,F14 家具,537315,582620,321816,336756,367266,191631,333562,3194,200559,215354,130185
５人以上,F15 パルプ・紙,911916,1107777,476235,329581,387763,200159,312928,16653,582335,720014,276076
５人以上,F16 印刷,697017,765578,470104,385835,423131,262400,354825,31010,311182,342447,207704
５人以上,F17 化学,1614654,1846333,1061575,486762,549820,336227,463822,22940,1127892,1296513,725348
５人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
５人以上,F19 プラスチック,463995,616858,227694,258602,335990,138973,243847,14755,205393,280868,88721
５人以上,F20 ゴム,1033337,1154838,547800,346924,374801,235521,330916,16008,686413,780037,312279
５人以上,F21 なめし革,384034,468965,253849,250874,302365,171946,246973,3901,133160,166600,81903
５人以上,F22 窯業・土石,888589,951347,599958,444734,475712,302265,419612,25122,443855,475635,297693
５人以上,F23 鉄鋼,3058254,3383830,1445537,415261,439573,294836,401544,13717,2642993,2944257,1150701
５人以上,F24 非鉄金属,1600091,1954732,616586,454354,531719,239802,435583,18771,1145737,1423013,376784
５人以上,F25 金属製品,637647,734677,351776,340781,391828,190385,322223,18558,296866,342849,161391
５人以上,F26 一般機械,1211853,1348609,653606,401773,441902,237965,375996,25777,810080,906707,415641
５人以上,F27 電気機器,1198188,1315778,651947,423955,460865,252497,394535,29420,774233,854913,399450
５人以上,F28 情報通信機器,1262487,1341157,867870,437224,459480,325583,396320,40904,825263,881677,542287
５人以上,F29 電子部品・デバイス,1110955,1264324,610466,422154,477154,242672,398368,23786,688801,787170,367794
５人以上,F30 輸送用機器,1126202,1187715,736846,398373,421581,251477,368889,29484,727829,766134,485369
５人以上,F31 精密機器,1030182,1135395,574171,379201,410838,242079,345747,33454,650981,724557,332092
５人以上,F32 その他,872735,1012042,503748,357426,404728,232137,346329,11097,515309,607314,271611
５人以上,J-1 卸売業,1018451,1169196,594019,410067,459671,270404,393508,16559,608384,709525,323615
５人以上,J-2 小売業,385129,577724,240726,204490,274402,152071,193885,10605,180639,303322,88655
５人以上,Q80 専門サービス業（他に分類されないもの）,848502,949900,606201,399785,447803,285041,370904,28881,448717,502097,321160
５人以上,Q81 学術・開発研究機関,1211727,1339176,744040,454849,494719,308540,427367,27482,756878,844457,435500
５人以上,Q84 娯楽業,581947,728236,339908,250140,289051,185760,241340,8800,331807,439185,154148
５人以上,"Q86,87 自動車整備業、機械等修理業",865121,927807,452975,366745,386187,238919,332878,33867,498376,541620,214056
５人以上,Q82 洗濯・理容・美容・浴場業,243617,313901,200831,208626,256691,179366,204266,4360,34991,57210,21465
５人以上,Q89 広告業,760152,901428,506428,414830,486692,285771,396276,18554,345322,414736,220657
５人以上,QS-1 一括分,689186,846121,461631,313734,369845,232373,289832,23902,375452,476276,229258
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１２月分,,,,,,,,,,,,
第１－１表　産業、性別常用労働者の一人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,,
