規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,TL 調査産業計,449338,399944,372005,27939,49394,106215,104680,101023,3657,1535
５人以上,D 鉱業,487565,483840,450610,33230,3725,99231,99231,99180,51,0
５人以上,E 建設業,446199,406199,378326,27873,40000,159907,159781,152865,6916,126
５人以上,F 製造業,439290,409679,382336,27343,29611,120868,119624,114983,4641,1244
５人以上,G 電気・ガス・熱供給・水道業,654888,503623,453972,49651,151265,200107,195194,186305,8889,4913
５人以上,H 情報通信業,479533,398301,359039,39262,81232,126633,126281,114218,12063,352
５人以上,I 運輸業,457480,391808,335142,56666,65672,132870,129164,115946,13218,3706
５人以上,J 卸売・小売業,427051,391349,373413,17936,35702,100306,100104,97114,2990,202
５人以上,K 金融・保険業,501986,495802,462170,33632,6184,146867,146317,139653,6664,550
５人以上,L 不動産業,455986,400170,381394,18776,55816,115884,115666,114361,1305,218
５人以上,"M 飲食店,宿泊業",332108,317640,297310,20330,14468,82109,82007,79485,2522,102
５人以上,"N 医療,福祉",414569,363435,342920,20515,51134,113486,111729,109062,2667,1757
５人以上,"O 教育,学習支援業",523767,436743,417603,19140,87024,113505,109221,108306,915,4284
５人以上,P 複合サービス事業,446025,426043,396264,29779,19982,145426,145426,129970,15456,0
５人以上,Q サービス業（他に分類されないもの）,440930,376785,349239,27546,64145,122264,116904,112922,3982,5360
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１１月分,,,,,,,,,,,
第４－１表　産業、就業形態別労働者の一人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,
