規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,947191,1138434,582056,376358,440707,253499,347407,28951,570833,697727,328557
30人以上,D 鉱業,1380802,1503402,816808,471798,513616,279420,436924,34874,909004,989786,537388
30人以上,E 建設業,948201,997587,614814,416510,441284,249269,384989,31521,531691,556303,365545
30人以上,F 製造業,1195770,1358209,677714,416626,465542,260622,387119,29507,779144,892667,417092
30人以上,G 電気・ガス・熱供給・水道業,1382657,1487066,907227,477265,511513,321314,435588,41677,905392,975553,585913
30人以上,H 情報通信業,978776,1052437,688597,394230,420840,289404,352312,41918,584546,631597,399193
30人以上,I 運輸業,782952,828901,476255,359656,377675,239385,306852,52804,423296,451226,236870
30人以上,J 卸売・小売業,912527,1212032,430466,354889,445140,209628,336050,18839,557638,766892,220838
30人以上,K 金融・保険業,1370337,1799154,761228,504566,633551,321351,472598,31968,865771,1165603,439877
30人以上,L 不動産業,1004333,1188081,564854,370623,427607,234332,348028,22595,633710,760474,330522
30人以上,"M 飲食店,宿泊業",402071,560352,213118,219846,285664,141273,203043,16803,182225,274688,71845
30人以上,"N 医療,福祉",829627,1080045,752772,328481,445981,292419,307587,20894,501146,634064,460353
30人以上,"O 教育,学習支援業",1176032,1415106,880560,396148,463549,312847,374831,21317,779884,951557,567713
30人以上,P 複合サービス事業,854275,888007,686309,406025,438470,244469,362689,43336,448250,449537,441840
30人以上,Q サービス業（他に分類されないもの）,766853,946080,471346,344898,409095,239050,316579,28319,421955,536985,232296
30人以上,"F09,10 食料品・たばこ",792249,1086654,385484,305073,394800,181102,275830,29243,487176,691854,204382
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,659766,881607,531643,314804,409850,259911,305269,9535,344962,471757,271732
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,1224995,1371106,741984,383036,426205,240328,355251,27785,841959,944901,501656
30人以上,F16 印刷,788319,855628,529070,422728,460149,278597,384385,38343,365591,395479,250473
30人以上,F17 化学,1689061,1932932,1126961,501104,566473,350434,475857,25247,1187957,1366459,776527
30人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F19 プラスチック,762514,872379,466947,357510,411969,210999,336660,20850,405004,460410,255948
30人以上,F20 ゴム,1332554,1394721,867779,389733,403080,289952,363575,26158,942821,991641,577827
30人以上,F21 なめし革,524582,658041,330833,288574,345220,206339,279064,9510,236008,312821,124494
30人以上,F22 窯業・土石,1050588,1137868,680517,486890,534235,286146,463508,23382,563698,603633,394371
30人以上,F23 鉄鋼,4946027,5794297,1844969,482531,525554,325249,467837,14694,4463496,5268743,1519720
30人以上,F24 非鉄金属,1649930,1983621,601771,459416,528430,242634,438419,20997,1190514,1455191,359137
30人以上,F25 金属製品,765373,893859,403768,355323,411536,197121,346647,8676,410050,482323,206647
30人以上,F26 一般機械,1495147,1651412,798521,435382,476333,252822,407689,27693,1059765,1175079,545699
30人以上,F27 電気機器,1342812,1446440,784281,448995,478885,287896,415611,33384,893817,967555,496385
30人以上,F28 情報通信機器,1326734,1407846,906836,450421,472518,336031,407165,43256,876313,935328,570805
30人以上,F29 電子部品・デバイス,1225546,1377185,698801,431891,485109,247029,405927,25964,793655,892076,451772
30人以上,F30 輸送用機器,1206987,1236344,918983,430493,443946,298520,395701,34792,776494,792398,620463
30人以上,F31 精密機器,1203864,1291772,718186,405703,428378,280427,365740,39963,798161,863394,437759
30人以上,F32 その他,977787,1189161,502774,372744,434505,233950,356599,16145,605043,754656,268824
30人以上,J-1 卸売業,1185065,1343519,681769,436752,484732,284356,414550,22202,748313,858787,397413
30人以上,J-2 小売業,484465,810304,275279,226310,324175,163482,212754,13556,258155,486129,111797
30人以上,Q80 専門サービス業（他に分類されないもの）,917930,975211,714061,441028,475537,318207,400726,40302,476902,499674,395854
30人以上,Q81 学術・開発研究機関,1278574,1399502,786584,454891,494510,293705,424949,29942,823683,904992,492879
30人以上,Q84 娯楽業,737803,960106,404338,289212,345996,204032,279398,9814,448591,614110,200306
30人以上,"Q86,87 自動車整備業、機械等修理業",1008079,1067971,543740,392440,408893,264880,347622,44818,615639,659078,278860
30人以上,Q82 洗濯・理容・美容・浴場業,273569,360623,212789,202481,248214,170551,193388,9093,71088,112409,42238
30人以上,Q89 広告業,820703,984427,531439,430723,512551,286152,408074,22649,389980,471876,245287
30人以上,QS-1 一括分,698949,896118,442572,313879,378625,229690,287037,26842,385070,517493,212882
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１２月分,,,,,,,,,,,,
第１－２表　産業、性別常用労働者の一人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,,
