規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,429687,417268,385801,31467,12419,119508,118813,113010,5803,695
30人以上,D 鉱業,471993,469244,437731,31513,2749,95538,95538,95538,0,0
30人以上,E 建設業,423040,420676,389432,31244,2364,163518,163417,156913,6504,101
30人以上,F 製造業,437540,431791,401266,30525,5749,127517,127208,120752,6456,309
30人以上,G 電気・ガス・熱供給・水道業,503299,503299,447892,55407,0,201319,201319,193758,7561,0
30人以上,H 情報通信業,411907,402097,359180,42917,9810,127767,127658,115389,12269,109
30人以上,I 運輸業,402304,385618,329257,56361,16686,137957,136801,121549,15252,1156
30人以上,J 卸売・小売業,443001,420914,399739,21175,22087,117311,116413,111785,4628,898
30人以上,K 金融・保険業,544229,531498,498842,32656,12731,165487,165323,158304,7019,164
30人以上,L 不動産業,420036,403814,379421,24393,16222,93883,92675,91169,1506,1208
30人以上,"M 飲食店,宿泊業",427893,379306,348081,31225,48587,94944,94944,89129,5815,0
30人以上,"N 医療,福祉",379774,378325,354886,23439,1449,137169,137004,133179,3825,165
30人以上,"O 教育,学習支援業",453727,435866,415681,20185,17861,76933,76112,75274,838,821
30人以上,P 複合サービス事業,439929,434759,406519,28240,5170,155668,155624,138831,16793,44
30人以上,Q サービス業（他に分類されないもの）,391173,381713,350922,30791,9460,122290,120925,115953,4972,1365
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年８月分,,,,,,,,,,,
第４－２表　産業、就業形態別労働者の一人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,
