規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,6523516,4087393,2436123,133453,75840,57613,123886,67305,56581,6533083,4095928,2437155,20.7,11.2,36.6
５人以上,D 鉱業,2165,1765,400,45,45,0,102,98,4,2108,1712,396,1.9,0.1,9.3
５人以上,E 建設業,350406,294329,56077,4293,3493,800,5139,4279,860,349560,293543,56017,4.3,1.8,17.9
５人以上,F 製造業,728415,543597,184818,9821,6565,3256,10906,7655,3251,727330,542507,184823,8.3,2.4,25.5
５人以上,G 電気・ガス・熱供給・水道業,39769,32580,7189,1631,1355,276,1962,1628,334,39438,32307,7131,8.6,7,15.8
５人以上,H 情報通信業,610738,476193,134545,6596,4764,1832,6249,4761,1488,611085,476196,134889,4.4,1.7,14.1
５人以上,I 運輸業,321834,277403,44431,6815,5550,1265,5411,4606,805,323238,278347,44891,13,9.6,34.3
５人以上,J 卸売・小売業,1426971,852611,574360,32738,20393,12345,26610,14390,12220,1433099,858614,574485,28.6,15.8,47.6
５人以上,K 金融・保険業,404975,222325,182650,6972,3734,3238,8393,3950,4443,403554,222109,181445,8,2,15.4
５人以上,L 不動産業,115477,81451,34026,2160,1367,793,2584,1812,772,115053,81006,34047,11.5,4.2,29.1
５人以上,"M 飲食店,宿泊業",473934,232432,241502,21829,9630,12199,16499,7806,8693,479264,234256,245008,67.1,53,80.6
５人以上,"N 医療,福祉",406800,93047,313753,6809,1407,5402,8077,1081,6996,405532,93373,312159,30.9,22.7,33.4
５人以上,"O 教育,学習支援業",349731,181597,168134,3106,1121,1985,3238,1194,2044,349599,181524,168075,20.6,16,25.5
５人以上,P 複合サービス事業,58030,41874,16156,700,435,265,1162,592,570,57568,41717,15851,28.9,21,49.7
５人以上,Q サービス業（他に分類されないもの）,1234271,756189,478082,29938,15981,13957,27554,13453,14101,1236655,758717,477938,17.2,10,28.6
５人以上,"F09,10 食料品・たばこ",75735,43762,31973,2137,724,1413,2119,938,1181,75753,43548,32205,29.8,9.4,57.3
５人以上,F11 繊維,2487,1632,855,5,4,1,39,38,1,2453,1598,855,5.9,0,16.8
５人以上,F12 衣服,24380,13129,11251,203,36,167,223,73,150,24360,13092,11268,11.2,3.3,20.3
５人以上,F13 木材,2032,1389,643,0,0,0,0,0,0,2032,1389,643,7,1.2,19.6
５人以上,F14 家具,7292,6015,1277,89,89,0,77,77,0,7304,6027,1277,17.7,13.3,38.7
５人以上,F15 パルプ・紙,17601,11977,5624,215,182,33,639,431,208,17177,11728,5449,15.1,0.7,46.2
５人以上,F16 印刷,98820,75976,22844,543,429,114,608,357,251,98755,76048,22707,5,3.2,11.1
５人以上,F17 化学,69188,48766,20422,739,471,268,1567,1273,294,68360,47964,20396,2.6,0.5,7.6
５人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,X,Ｘ,Ｘ,Ｘ,Ｘ
５人以上,F19 プラスチック,15479,9306,6173,155,140,15,30,15,15,15604,9431,6173,28.6,11.2,55.2
５人以上,F20 ゴム,8363,6740,1623,244,184,60,206,197,9,8401,6727,1674,3.8,1.2,14.6
５人以上,F21 なめし革,9680,6077,3603,228,70,158,212,172,40,9696,5975,3721,17.2,4.5,37.6
５人以上,F22 窯業・土石,12550,10297,2253,206,89,117,68,58,10,12688,10328,2360,2.8,3.4,0.2
５人以上,F23 鉄鋼,6637,5396,1241,14,14,0,23,17,6,6628,5393,1235,0.1,0.1,0.1
５人以上,F24 非鉄金属,11067,8232,2835,98,84,14,971,737,234,10194,7579,2615,4,0.3,14.7
５人以上,F25 金属製品,49656,37938,11718,186,140,46,430,340,90,49412,37738,11674,4.1,1.5,12.3
５人以上,F26 一般機械,60805,48990,11815,649,494,155,988,857,131,60466,48627,11839,7.5,2.2,29.3
５人以上,F27 電気機器,59206,49010,10196,464,438,26,826,736,90,58844,48712,10132,4.5,0.7,22.8
５人以上,F28 情報通信機器,57787,48130,9657,453,402,51,764,617,147,57476,47915,9561,0.3,0.1,1.3
５人以上,F29 電子部品・デバイス,37998,29193,8805,466,299,167,271,136,135,38193,29356,8837,6.3,0.5,25.8
５人以上,F30 輸送用機器,35595,30814,4781,1703,1433,270,298,199,99,37000,32048,4952,2.3,0.9,11.2
５人以上,F31 精密機器,35149,28494,6655,488,326,162,250,171,79,35387,28649,6738,5.9,1.6,23.9
５人以上,F32 その他,30289,21794,8495,528,509,19,281,200,81,30536,22103,8433,6.8,1.6,20.4
５人以上,J-1 卸売業,766176,558308,207868,18615,14561,4054,11368,7858,3510,773423,565011,208412,5.4,2.2,13.9
５人以上,J-2 小売業,660795,294303,366492,14123,5832,8291,15242,6532,8710,659676,293603,366073,55.7,42,66.7
５人以上,Q80 専門サービス業（他に分類されないもの）,238823,165845,72978,7099,4891,2208,2883,1478,1405,243039,169258,73781,8.7,4.7,17.9
５人以上,Q81 学術・開発研究機関,41055,32270,8785,1440,1282,158,492,413,79,42003,33139,8864,5.7,1.2,22.6
５人以上,Q84 娯楽業,76675,46059,30616,1470,973,497,2142,1195,947,76003,45837,30166,43.9,33.9,59.3
５人以上,"Q86,87 自動車整備業、機械等修理業",44748,38981,5767,433,417,16,740,724,16,44441,38674,5767,7.1,5.2,19.7
５人以上,Q82 洗濯・理容・美容・浴場業,57172,20234,36938,691,302,389,1562,331,1231,56301,20205,36096,29.2,16.5,36.4
５人以上,Q89 広告業,58187,37113,21074,877,678,199,665,308,357,58399,37483,20916,8.2,1.4,20.6
５人以上,QS-1 一括分,717611,415687,301924,17928,7438,10490,19070,9004,10066,716469,414121,302348,18.3,11.1,28.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年７月分,,,,,,,,,,,,,,,,
第３－１表　産業、性別常用労働者及びパートタイム労働者比率　（事業所規模５人以上）,,,,,,,,,,,,,,,,
