規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,6504711,4067077,2437634,152342,80961,71381,148521,81834,66687,6508532,4066204,2442328,20.5,10.6,36.8
５人以上,D 鉱業,2106,1716,390,41,41,0,24,12,12,2123,1745,378,1.8,0.1,9.8
５人以上,E 建設業,345881,290425,55456,7158,6362,796,4983,4106,877,348056,292681,55375,4.5,2,17.6
５人以上,F 製造業,724731,539260,185471,10295,6879,3416,10174,7090,3084,724852,539049,185803,8.5,2.3,26.5
５人以上,G 電気・ガス・熱供給・水道業,39211,32104,7107,269,196,73,211,186,25,39269,32114,7155,8.7,6.9,16.9
５人以上,H 情報通信業,610027,475831,134196,6964,5238,1726,11391,6610,4781,605600,474459,131141,4.1,1.6,13.2
５人以上,I 運輸業,323242,277388,45854,5001,3904,1097,5884,4955,929,322359,276337,46022,12.8,9,35.6
５人以上,J 卸売・小売業,1422226,838912,583314,32943,16924,16019,33159,17921,15238,1422010,837915,584095,27.9,13.3,48.7
５人以上,K 金融・保険業,403756,229252,174504,10022,5973,4049,10586,6975,3611,403192,228250,174942,7.1,2,13.8
５人以上,L 不動産業,113350,80089,33261,2264,1737,527,2709,1568,1141,112905,80258,32647,9.6,3.9,23.8
５人以上,"M 飲食店,宿泊業",477440,234777,242663,25979,10769,15210,21187,11380,9807,482232,234166,248066,66.3,52.3,79.5
５人以上,"N 医療,福祉",407581,96399,311182,8991,2046,6945,9413,2255,7158,407159,96190,310969,32.8,25.1,35.2
５人以上,"O 教育,学習支援業",345492,178625,166867,8724,4443,4281,6118,3979,2139,348098,179089,169009,20.4,15.6,25.5
５人以上,P 複合サービス事業,57120,41405,15715,541,312,229,2393,1156,1237,55268,40561,14707,17.9,11.6,35.4
５人以上,Q サービス業（他に分類されないもの）,1232548,750894,481654,33150,16137,17013,30289,13641,16648,1235409,753390,482019,17.4,10.6,27.9
５人以上,"F09,10 食料品・たばこ",75044,41718,33326,1466,548,918,1435,671,764,75075,41595,33480,32.1,9,60.9
５人以上,F11 繊維,2494,1639,855,121,118,3,50,47,3,2565,1710,855,5.6,0,16.8
５人以上,F12 衣服,24174,13111,11063,685,283,402,630,99,531,24229,13295,10934,11.2,3.3,20.8
５人以上,F13 木材,1998,1363,635,37,37,0,12,12,0,2023,1388,635,6.3,0.6,18.7
５人以上,F14 家具,7420,6173,1247,0,0,0,1,1,0,7419,6172,1247,17.1,13,37.2
５人以上,F15 パルプ・紙,16906,11655,5251,167,166,1,67,58,9,17006,11763,5243,15.9,2.8,45.4
５人以上,F16 印刷,98007,75293,22714,844,553,291,1654,1487,167,97197,74359,22838,5.2,2.9,12.9
５人以上,F17 化学,67681,47719,19962,1809,1455,354,1450,1130,320,68040,48044,19996,2.7,0.5,8.1
