規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,18,18.3,17.4,145.3,153,130.9,132,137.7,121.2,13.3,15.3,9.7
30人以上,D 鉱業,18.8,19.1,17.6,152.3,155.4,137.9,138,140.3,127.6,14.3,15.1,10.3
30人以上,E 建設業,18.9,19.1,17.5,161.5,163.6,147.3,146.4,147.9,135.7,15.1,15.7,11.6
30人以上,F 製造業,17.4,17.5,16.8,143.5,147.3,131,130.6,133.4,121.2,12.9,13.9,9.8
30人以上,G 電気・ガス・熱供給・水道業,17.4,17.6,16.4,145.3,148.5,131.3,131.8,134.2,121.3,13.5,14.3,10
30人以上,H 情報通信業,17.9,18.1,17.2,155,158,143.8,134.9,137.2,126.5,20.1,20.8,17.3
30人以上,I 運輸業,18.8,19.1,16.9,163.5,167.3,135.3,139.6,142.1,121.1,23.9,25.2,14.2
30人以上,J 卸売・小売業,18.4,18.6,18.3,143.1,150.6,131.3,133.8,140.2,123.7,9.3,10.4,7.6
30人以上,K 金融・保険業,17.9,18.1,17.6,144.5,147.3,140.3,131.1,133.8,126.9,13.4,13.5,13.4
30人以上,L 不動産業,18.3,18.7,17.5,145.6,151.6,131.1,133.2,138.7,119.8,12.4,12.9,11.3
30人以上,"M 飲食店,宿泊業",17,18.6,15,128.8,150.9,102.4,119.2,138.8,95.8,9.6,12.1,6.6
30人以上,"N 医療,福祉",17.4,16.7,17.6,126.6,127.1,126.5,120.5,120.5,120.5,6.1,6.6,6
30人以上,"O 教育,学習支援業",16.9,17.5,16.2,125.9,131,119.2,117.8,122.3,112,8.1,8.7,7.2
30人以上,P 複合サービス事業,18.6,18.7,18.2,151,161.3,108.9,131.4,140.3,94.7,19.6,21,14.2
30人以上,Q サービス業（他に分類されないもの）,18.2,18.7,17.4,148.3,156.7,134.8,134.1,140.4,124,14.2,16.3,10.8
30人以上,"F09,10 食料品・たばこ",18.5,18.8,18,145.1,157.8,126.2,131,141.3,115.7,14.1,16.5,10.5
30人以上,F11 繊維,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F12 衣服,15.7,16.3,15.3,117.7,121.9,115.2,112,114.1,110.8,5.7,7.8,4.4
30人以上,F13 木材,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F14 家具,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
30人以上,F15 パルプ・紙,16.4,16.4,16.3,132,132.9,128.9,122.5,122.5,122.4,9.5,10.4,6.5
30人以上,F16 印刷,16.9,17,16.6,143.8,146.1,134.7,126.2,127.7,120.3,17.6,18.4,14.4
30人以上,F17 化学,16.6,16.9,15.9,135.9,137.9,131.1,126.4,129.6,119,9.5,8.3,12.1
30人以上,F18 石油・石炭,17.8,18,16.9,141.2,143.7,127,130.7,133.2,116.5,10.5,10.5,10.5
30人以上,F19 プラスチック,16.8,16.9,16.4,139,140.9,133.5,131.3,133.5,124.8,7.7,7.4,8.7
30人以上,F20 ゴム,18.9,19.1,17.5,156.6,157.3,151.6,146.3,147.4,138,10.3,9.9,13.6
30人以上,F21 なめし革,17.6,17.3,18.1,142.1,143.5,139.8,135.7,134.8,137.2,6.4,8.7,2.6
30人以上,F22 窯業・土石,17.4,17.5,16.7,142.2,143.3,137.6,132.5,133.9,126.6,9.7,9.4,11
30人以上,F23 鉄鋼,18.2,18.3,17.8,157.4,159.9,148.2,140.5,141.2,137.7,16.9,18.7,10.5
30人以上,F24 非鉄金属,17.1,17.4,16.2,142.3,144.3,136,133.4,135.3,127.4,8.9,9,8.6
30人以上,F25 金属製品,16.1,16.2,15.6,128.9,132.8,117.8,122.1,125.1,113.5,6.8,7.7,4.3
30人以上,F26 一般機械,17.3,17.4,17.1,145.1,146.9,137.2,133.2,134.3,128.5,11.9,12.6,8.7
30人以上,F27 電気機器,17.4,17.5,16.5,143.1,145.1,132,131.4,132.7,123.9,11.7,12.4,8.1
30人以上,F28 情報通信機器,17.7,17.8,16.9,147.9,149.9,136.8,131,132.2,124.3,16.9,17.7,12.5
30人以上,F29 電子部品・デバイス,17.4,17.5,17,140.9,145.8,123.9,130.3,133.5,119.3,10.6,12.3,4.6
30人以上,F30 輸送用機器,17.9,18,17,158.4,159.8,145,140.9,141.6,134.2,17.5,18.2,10.8
30人以上,F31 精密機器,17.7,17.8,17.3,154,155.9,142.6,138.7,139.5,133.9,15.3,16.4,8.7
30人以上,F32 その他,18.3,18.5,17.8,150.1,154.9,138.2,136.4,139.4,129,13.7,15.5,9.2
30人以上,J-1 卸売業,18.2,18.2,18.1,147.3,149.4,141.9,137.3,139.2,132.3,10,10.2,9.6
30人以上,J-2 小売業,18.9,19.4,18.4,136.4,154.2,123.7,128.1,143.1,117.5,8.3,11.1,6.2
30人以上,Q80 専門サービス業（他に分類されないもの）,17.5,17.8,16.6,151,153.9,141.8,132.7,134.9,125.7,18.3,19,16.1
30人以上,Q81 学術・開発研究機関,17.9,18.3,16,147.9,152,131.1,136.8,140.4,121.9,11.1,11.6,9.2
30人以上,Q84 娯楽業,19.6,20.4,18.6,142.6,152.5,129,136.6,145.4,124.5,6,7.1,4.5
30人以上,"Q86,87 自動車整備業、機械等修理業",18.5,18.6,17.9,163.7,165.7,147.9,140.3,140.7,137.7,23.4,25,10.2
30人以上,Q82 洗濯・理容・美容・浴場業,20,20.5,19.7,162.2,178.6,150.6,152.7,166.4,143,9.5,12.2,7.6
30人以上,Q89 広告業,17.6,18.4,16.1,142.5,149.8,129.7,128.1,134.3,117.1,14.4,15.5,12.6
30人以上,QS-1 一括分,18.2,18.8,17.4,147.2,157.7,133.7,133.5,141.7,123.1,13.7,16,10.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１月分(確報),,,,,,,,,,,,,
第２－２表　産業、性別常用労働者の一人平均月間出勤日数及び実労働時間　（事業所規模３０人以上）,,,,,,,,,,,,,
