規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,347833,417997,230892,339221,407401,225586,317449,21772,8612,10596,5306
５人以上,D 鉱業,497425,540571,302987,474787,519261,274365,446361,28426,22638,21310,28622
５人以上,E 建設業,407141,435470,258100,395124,423202,247401,367397,27727,12017,12268,10699
５人以上,F 製造業,386992,437504,240290,382757,432954,236970,358642,24115,4235,4550,3320
５人以上,G 電気・ガス・熱供給・水道業,508828,543350,353386,476873,510321,326265,429322,47551,31955,33029,27121
５人以上,H 情報通信業,395750,424706,292047,386285,414149,286491,350680,35605,9465,10557,5556
５人以上,I 運輸業,361876,383784,229841,352020,373459,222811,304134,47886,9856,10325,7030
５人以上,J 卸売・小売業,322336,409023,197820,315367,399412,194647,302172,13195,6969,9611,3173
５人以上,K 金融・保険業,479144,609584,308370,467276,593821,301601,437712,29564,11868,15763,6769
５人以上,L 不動産業,389027,449744,241310,376059,434368,234201,360666,15393,12968,15376,7109
５人以上,"M 飲食店,宿泊業",163503,222282,107334,163158,221699,107216,154637,8521,345,583,118
５人以上,"N 医療,福祉",291199,396689,258544,283054,384523,251644,268853,14201,8145,12166,6900
５人以上,"O 教育,学習支援業",382466,456093,304051,358897,426353,287055,346975,11922,23569,29740,16996
５人以上,P 複合サービス事業,416145,474056,260118,387299,439363,247024,355268,32031,28846,34693,13094
５人以上,Q サービス業（他に分類されないもの）,335707,399943,235435,328318,390447,231336,306200,22118,7389,9496,4099
５人以上,"F09,10 食料品・たばこ",292748,390763,170515,287639,383386,168235,265384,22255,5109,7377,2280
５人以上,F11 繊維,426021,493999,292890,410417,473998,285896,383975,26442,15604,20001,6994
５人以上,F12 衣服,313415,373847,240872,300989,358559,231880,298017,2972,12426,15288,8992
５人以上,F13 木材,356377,442349,170150,293240,350065,170150,270939,22301,63137,92284,0
５人以上,F14 家具,359095,391795,197233,359095,391795,197233,356805,2290,0,0,0
５人以上,F15 パルプ・紙,329512,389610,195396,328278,388316,194298,313615,14663,1234,1294,1098
５人以上,F16 印刷,387682,425027,264995,381654,418432,260829,353208,28446,6028,6595,4166
５人以上,F17 化学,494868,559479,340020,488444,552969,333802,465268,23176,6424,6510,6218
５人以上,F18 石油・石炭,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
５人以上,F19 プラスチック,266030,342225,147836,265550,341575,147620,252382,13168,480,650,216
５人以上,F20 ゴム,365102,396224,240428,362518,393073,240115,345963,16555,2584,3151,313
５人以上,F21 なめし革,249105,293350,176730,248817,292887,176730,246348,2469,288,463,0
５人以上,F22 窯業・土石,441405,472401,304060,441155,472095,304060,415833,25322,250,306,0
５人以上,F23 鉄鋼,474040,507402,323849,447534,478908,306290,420338,27196,26506,28494,17559
５人以上,F24 非鉄金属,472229,552891,245195,471658,552364,244500,453811,17847,571,527,695
５人以上,F25 金属製品,315828,358440,183709,314699,357266,182719,300794,13905,1129,1174,990
５人以上,F26 一般機械,396515,435779,234439,395968,435273,233721,369266,26702,547,506,718
５人以上,F27 電気機器,421788,456160,258714,419856,454090,257439,393451,26405,1932,2070,1275
５人以上,F28 情報通信機器,436144,456491,334214,430954,452062,325208,393980,36974,5190,4429,9006
５人以上,F29 電子部品・デバイス,429988,483905,249392,424319,477357,246665,398523,25796,5669,6548,2727
５人以上,F30 輸送用機器,411196,435697,253675,409483,433812,253072,370027,39456,1713,1885,603
５人以上,F31 精密機器,389151,421172,250790,387772,419778,249475,354742,33030,1379,1394,1315
５人以上,F32 その他,364656,411795,243999,360819,407774,240634,348709,12110,3837,4021,3365
５人以上,J-1 卸売業,419194,471864,278729,408198,459369,271728,391729,16469,10996,12495,7001
５人以上,J-2 小売業,208920,284066,152631,206668,280188,151596,197306,9362,2252,3878,1035
５人以上,Q80 専門サービス業（他に分類されないもの）,403328,456544,278847,396497,448384,275125,373186,23311,6831,8160,3722
５人以上,Q81 学術・開発研究機関,459935,500828,310224,453465,493928,305329,425891,27574,6470,6900,4895
５人以上,Q84 娯楽業,257679,307469,180951,248813,293493,179961,239483,9330,8866,13976,990
５人以上,"Q86,87 自動車整備業、機械等修理業",376326,396827,237496,365432,385094,232286,332369,33063,10894,11733,5210
５人以上,Q82 洗濯・理容・美容・浴場業,211232,263262,181632,208866,257777,181040,204849,4017,2366,5485,592
５人以上,Q89 広告業,419412,490044,291985,415841,487767,286081,397321,18520,3571,2277,5904
５人以上,QS-1 一括分,314090,377404,230504,306143,367003,225795,282434,23709,7947,10401,4709
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年１０月分,,,,,,,,,,,,
第１－１表　産業、性別常用労働者の一人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,,
