規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,TL 調査産業計,406834,392905,366187,26718,13929,102998,102656,98926,3730,342
５人以上,D 鉱業,476983,473662,439995,33667,3321,91114,91114,91114,0,0
５人以上,E 建設業,414542,407830,379645,28185,6712,150075,150049,144951,5098,26
５人以上,F 製造業,409965,406129,379172,26957,3836,119588,119259,113703,5556,329
５人以上,G 電気・ガス・熱供給・水道業,502847,502847,452021,50826,0,195208,194855,185846,9009,353
５人以上,H 情報通信業,390627,385234,349937,35297,5393,117474,117036,109378,7658,438
５人以上,I 運輸業,392653,388938,332100,56838,3715,136693,136116,123300,12816,578
５人以上,J 卸売・小売業,402116,384889,367997,16892,17227,97737,97182,94485,2697,577
５人以上,K 金融・保険業,573012,485692,454733,30759,87320,129948,129820,124646,5174,128
５人以上,L 不動産業,420438,414962,396121,18841,5476,114285,114198,110825,3373,87
５人以上,"M 飲食店,宿泊業",332647,332462,314085,18377,185,85583,85575,81871,3704,8
５人以上,"N 医療,福祉",363085,361421,340071,21350,1664,112802,112741,110435,2306,61
５人以上,"O 教育,学習支援業",436061,431161,411906,19255,4900,84485,83818,83338,480,667
５人以上,P 複合サービス事業,426000,421812,392277,29535,4188,126166,126166,111461,14705,0
５人以上,Q サービス業（他に分類されないもの）,372746,361310,335074,26236,11436,114629,114079,110639,3440,550
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成１９年２月分,,,,,,,,,,,
第４－１表　産業、就業形態別労働者の一人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,
