名称,名称,所在地,開設年月日,敷地面積（㎡）,建物面積（㎡）,施設内容,,,平成23年度,平成24年度,平成25年度,平成26年度,平成27年度
区立,墨田福祉作業所,八広1-16-22,昭53.6.1　(移管昭55.3.1)、平15.10.1（法内化）、平21.4.1（新体系移行）,1342.67,996.76,作業室2、訓練室、医務室、静養室、食堂、面接室、休憩室,支払総額,,13787082,14670535,15006070,12895768,11687629
区立,墨田福祉作業所,八広1-16-22,昭53.6.1　(移管昭55.3.1)、平15.10.1（法内化）、平21.4.1（新体系移行）,1342.67,996.76,作業室2、訓練室、医務室、静養室、食堂、面接室、休憩室,延利用人数,,12782,12384,12190,12859,12525
区立,墨田福祉作業所,八広1-16-22,昭53.6.1　(移管昭55.3.1)、平15.10.1（法内化）、平21.4.1（新体系移行）,1342.67,996.76,作業室2、訓練室、医務室、静養室、食堂、面接室、休憩室,支給人員,,666,656,620,677,672
区立,墨田福祉作業所,八広1-16-22,昭53.6.1　(移管昭55.3.1)、平15.10.1（法内化）、平21.4.1（新体系移行）,1342.67,996.76,作業室2、訓練室、医務室、静養室、食堂、面接室、休憩室,平均月額,,20682,22364,24161,19048,17392
区立,墨田福祉作業所,八広1-16-22,昭53.6.1　(移管昭55.3.1)、平15.10.1（法内化）、平21.4.1（新体系移行）,1342.67,996.76,作業室2、訓練室、医務室、静養室、食堂、面接室、休憩室,在籍人員 （年度末現在）,身障,,,1,2,2
区立,墨田福祉作業所,八広1-16-22,昭53.6.1　(移管昭55.3.1)、平15.10.1（法内化）、平21.4.1（新体系移行）,1342.67,996.76,作業室2、訓練室、医務室、静養室、食堂、面接室、休憩室,在籍人員 （年度末現在）,知障,57,53,52,55,54
区立,墨田福祉作業所,八広1-16-22,昭53.6.1　(移管昭55.3.1)、平15.10.1（法内化）、平21.4.1（新体系移行）,1342.67,996.76,作業室2、訓練室、医務室、静養室、食堂、面接室、休憩室,在籍人員 （年度末現在）,計,57,53,53,57,56
区立,すみだ厚生会館（平成28年3月廃止）,向島1-22-16,平1.5.1、平21.4.1（新体系移行）,177.6,490.5,作業室2、事務室、食堂,支払総額,,4536813,4785808,5257749,5090725,5389273
区立,すみだ厚生会館（平成28年3月廃止）,向島1-22-16,平1.5.1、平21.4.1（新体系移行）,177.6,490.5,作業室2、事務室、食堂,延利用人数,,3442,3387,3893,4063,3707
区立,すみだ厚生会館（平成28年3月廃止）,向島1-22-16,平1.5.1、平21.4.1（新体系移行）,177.6,490.5,作業室2、事務室、食堂,支給人員,,188,175,223,229,213
区立,すみだ厚生会館（平成28年3月廃止）,向島1-22-16,平1.5.1、平21.4.1（新体系移行）,177.6,490.5,作業室2、事務室、食堂,平均月額,,24132,27366,23577,22153,25302
区立,すみだ厚生会館（平成28年3月廃止）,向島1-22-16,平1.5.1、平21.4.1（新体系移行）,177.6,490.5,作業室2、事務室、食堂,在籍人員（年度末現在）,身障,1,0,0,0,0
区立,すみだ厚生会館（平成28年3月廃止）,向島1-22-16,平1.5.1、平21.4.1（新体系移行）,177.6,490.5,作業室2、事務室、食堂,在籍人員（年度末現在）,知障,14,19,19,19,19
区立,すみだ厚生会館（平成28年3月廃止）,向島1-22-16,平1.5.1、平21.4.1（新体系移行）,177.6,490.5,作業室2、事務室、食堂,在籍人員（年度末現在）,計,15,19,19,19,19
区立,すみだふれあいセンター福祉作業所,緑4-35-6（すみだふれあいセンター 3･4階）,平5.4.1　(平5.5.10利用開始)、平15.10.1(法内化)、平21.4.1（新体系移行）,1408.78,1265.13,作業室2、事務室、医務室、食堂,支払総額,,13487707,10954973,10097205,11277186,9066132
区立,すみだふれあいセンター福祉作業所,緑4-35-6（すみだふれあいセンター 3･4階）,平5.4.1　(平5.5.10利用開始)、平15.10.1(法内化)、平21.4.2（新体系移行）,1408.78,1265.13,作業室2、事務室、医務室、食堂,延利用人数,,12071,12182,12915,12123,11973
区立,すみだふれあいセンター福祉作業所,緑4-35-6（すみだふれあいセンター 3･5階）,平5.4.1　(平5.5.10利用開始)、平15.10.1(法内化)、平21.4.3（新体系移行）,1408.78,1265.13,作業室2、事務室、医務室、食堂,支給人員,,696,679,682,642,644
区立,すみだふれあいセンター福祉作業所,緑4-35-6（すみだふれあいセンター 3･6階）,平5.4.1　(平5.5.10利用開始)、平15.10.1(法内化)、平21.4.4（新体系移行）,1408.78,1265.13,作業室2、事務室、医務室、食堂,平均月額,,19379,16134,14805,17566,14078
区立,すみだふれあいセンター福祉作業所,緑4-35-6（すみだふれあいセンター 3･7階）,平5.4.1　(平5.5.10利用開始)、平15.10.1(法内化)、平21.4.5（新体系移行）,1408.78,1265.13,作業室2、事務室、医務室、食堂,在籍人員（年度末現在）,身障,3,3,4,3,3
区立,すみだふれあいセンター福祉作業所,緑4-35-6（すみだふれあいセンター 3･8階）,平5.4.1　(平5.5.10利用開始)、平15.10.1(法内化)、平21.4.6（新体系移行）,1408.78,1265.13,作業室2、事務室、医務室、食堂,在籍人員（年度末現在）,知障,55,56,53,50,51
区立,すみだふれあいセンター福祉作業所,緑4-35-6（すみだふれあいセンター 3･9階）,平5.4.1　(平5.5.10利用開始)、平15.10.1(法内化)、平21.4.7（新体系移行）,1408.78,1265.13,作業室2、事務室、医務室、食堂,在籍人員（年度末現在）,計,58,59,57,53,54
区立,すみだ障害者就労支援総合センター,緑4-25-4,平24.3.1,198.35,629.83,(1・２階）事務室・相談室・多目的室・その他,,,,,,,
区立,就労移行支援施設,緑4-25-4,平24.3.1,,281.04,（３・４階）訓練室2・事務室・医務室・調理実習室・その他,在籍人員（年度末現在）,身障,4,4,3,7,6
区立,就労移行支援施設,緑4-25-4,平24.3.1,,281.04,（３・４階）訓練室3・事務室・医務室・調理実習室・その他,在籍人員（年度末現在）,知障,6,6,5,8,4
区立,就労移行支援施設,緑4-25-4,平24.3.1,,281.04,（３・４階）訓練室4・事務室・医務室・調理実習室・その他,在籍人員（年度末現在）,精障,1,11,8,7,6
区立,就労移行支援施設,緑4-25-4,平24.3.1,,281.04,（３・４階）訓練室5・事務室・医務室・調理実習室・その他,在籍人員（年度末現在）,計,11,21,16,22,16
区立,就労移行支援施設,緑4-25-4,平24.3.1,,281.04,（３・４階）訓練室6・事務室・医務室・調理実習室・その他,就職者数（年度中）,,0,15,17,10,15
区立,亀沢のぞみの家,亀沢4-18-11,平3.6.8　(改築平3.531),361.52,1150.3,,,,,,,,
区立,亀沢のぞみの家・肢体不自由児者通所訓練所,亀沢4-18-11,平3.6.8,,687.57,訓練室2,通所者数,,22,22,22,23,24
区立,亀沢のぞみの家・肢体不自由児者通所訓練所,亀沢4-18-11,平3.6.8,,688.57,訓練室2,開所日数,,264,265,264,263,264
区立,亀沢のぞみの家・肢体不自由児者通所訓練所,亀沢4-18-11,平3.6.8,,689.57,訓練室2,延利用人数,,4539,4586,4670,4733,4971
区立,すみだステップハウスおおぞら　ひだまり,文花1-32-7,平22.4.1,4554.95,395.86,作業室2、事務室、医務・診察室、食堂、その他,通所者数,,13,17,23,19,23
区立,すみだステップハウスおおぞら　ひだまり,文花1-32-7,平22.4.1,4555.95,396.86,作業室2、事務室、医務・診察室、食堂、その他,開所日数,,295,293,294,293,294
区立,すみだステップハウスおおぞら　ひだまり,文花1-32-7,平22.4.1,4556.95,397.86,作業室2、事務室、医務・診察室、食堂、その他,延利用人数,,2125,3042,3729,3967,4107
区立,すみだステップハウスおおぞら　にじの子,文花1-32-7,平22.4.1　(平24.4.1児童福祉法に基づく施設へ移行）,同上,271.09,グループ室2、セラピー室3、プレイルーム、事務室、その他,在籍登録者数,,263,302,309,271,347
区立,すみだステップハウスおおぞら　にじの子,文花1-32-7,平22.4.1　(平24.4.1児童福祉法に基づく施設へ移行）,同上,271.09,グループ室2、セラピー室3、プレイルーム、事務室、その他,集団療育延利用者数,,3657,3905,3680,2774,3949
区立,すみだステップハウスおおぞら　にじの子,文花1-32-7,平22.4.1　(平24.4.1児童福祉法に基づく施設へ移行）,同上,271.09,グループ室2、セラピー室3、プレイルーム、事務室、その他,個別療育延利用者数,,2650,2034,2685,2753,3106
私立,墨田さんさんプラザ,立花4－30－16,平16.4.1,497.21,965.77,作業室２、食堂、福祉喫茶、パン工房,通所者数,,59,61,59,58,59
私立,墨田さんさんプラザ,立花4－30－16,平16.4.1,497.21,965.77,作業室２、食堂、福祉喫茶、パン工房,開所日数,,241,242,241,241,239
私立,墨田さんさんプラザ,立花4－30－16,平16.4.1,497.21,965.77,作業室２、食堂、福祉喫茶、パン工房,延利用人数,,13227,13737,13349,13310,13601
私立,空ゆけ未来工房,横川4－11－2 H28.4.1移転,H3.6.8(H28.4.1名称変更）,259.47,660.17,作業室、食堂、店舗、その他,通所者数,,17,19,19,18,17
私立,空ゆけ未来工房,横川4－11－2 H28.4.1移転,H3.6.8(H28.4.1名称変更）,259.47,660.17,作業室、食堂、店舗、その他,開所日数,,241,242,241,241,239
私立,空ゆけ未来工房,横川4－11－2 H28.4.1移転,H3.6.8(H28.4.1名称変更）,259.47,660.17,作業室、食堂、店舗、その他,延利用人数,,3990,4224,4302,4042,3901
私立,向島七福福祉作業所,向島3‐30‐7,昭59.4.1　(H21.4.1名称変更）,,150.47,作業室1、休憩室、その他,通所者数,,16,18,19,19,18
私立,向島七福福祉作業所,向島3‐30‐7,昭59.4.1　(H21.4.1名称変更）,,151.47,作業室1、休憩室、その他,開所日数,,241,242,241,241,239
私立,向島七福福祉作業所,向島3‐30‐7,昭59.4.1　(H21.4.1名称変更）,,152.47,作業室1、休憩室、その他,延利用人数,,4010,3790,4305,4421,4282
私立,ワクワク工房デイサービス,墨田2-12-12,平16.4.1,153.7,181.2,デイサービスルーム,通所者数,,20,19,19,18,17
私立,ワクワク工房デイサービス,墨田2-12-12,平16.4.1,153.7,181.2,デイサービスルーム,開所日数,,241,241,241,241,239
私立,ワクワク工房デイサービス,墨田2-12-12,平16.4.1,153.7,181.2,デイサービスルーム,延利用人数,,2902,2665,2932,2940,3061
私立,墨田こどもの家,八広4-13-3-101　(平22.7.1移転),昭59.9.1　(平24.7.1児童福祉法に基づく施設へ移行）,,162.82,指導訓練室、更衣室、トイレ、シャワー他,年度末通所者数,,61,47,55,53,45
私立,墨田こどもの家,八広4-13-3-101　(平22.7.1移転),昭59.9.1　(平24.7.1児童福祉法に基づく施設へ移行）,,,指導訓練室、更衣室、トイレ、シャワー他,開所日数,,287,283,288,284,287
私立,墨田こどもの家,八広4-13-3-101　(平22.7.1移転),昭59.9.1　(平24.7.1児童福祉法に基づく施設へ移行）,,,指導訓練室、更衣室、トイレ、シャワー他,延利用人数,,4904,3622,4727,6754,7002
私立,墨田えがおの家,八広4-10-4,平25.12.1　(墨田こどもの家分室）,,145.3,指導訓練室、更衣室、トイレ、シャワー他,年度末通所者数,,,,,,
私立,墨田えがおの家,八広4-10-4,平25.12.1　(墨田こどもの家分室）,,,指導訓練室、更衣室、トイレ、シャワー他,開所日数,,,,94,,
私立,墨田えがおの家,八広4-10-4,平25.12.1　(墨田こどもの家分室）,,,指導訓練室、更衣室、トイレ、シャワー他,延利用人数,,,,,,
私立,墨田あゆみの家,八広2-56-3-101,平24.7.1,,143.11,指導訓練室、更衣室、トイレ、シャワー他,年度末通所者数,,,27,33,24,24
私立,墨田あゆみの家,八広2-56-3-101,平24.7.1,,,指導訓練室、更衣室、トイレ、シャワー他,開所日数,,,283,287,284,285
私立,墨田あゆみの家,八広2-56-3-101,平24.7.1,,,指導訓練室、更衣室、トイレ、シャワー他,延利用人数,,,4022,4270,4177,4332
私立,キッズサポートりま,立川1-16-20,平24.12.10,,207.32,指導訓練室、更衣室、トイレ、シャワー他,年度末通所者数,,,13,13,20,18
私立,キッズサポートりま,立川1-16-20,平24.12.10,,207.32,指導訓練室、更衣室、トイレ、シャワー他,開所日数,,,78,263,290,288
私立,キッズサポートりま,立川1-16-20,平24.12.10,,207.32,指導訓練室、更衣室、トイレ、シャワー他,延利用人数,,,282,1037,1685,1658
私立,スマートキッズプラス錦糸町,太平4－24－10,平24.9.1,,57.45,指導訓練室、相談室、事務室,年度末通所者数,,,19,32,31,18
私立,スマートキッズプラス錦糸町,太平4－24－10,平24.9.1,,57.45,指導訓練室、相談室、事務室,開所日数,,,78,240,278,293
私立,スマートキッズプラス錦糸町,太平4－24－10,平24.9.1,,57.45,指導訓練室、相談室、事務室,延利用人数,,,312,2651,3107,2548
私立,スマートキッズプラス両国,亀沢1-24-1-202,平27.4.1,,68.69,指導訓練室、相談室、事務室,年度末通所者数,,,,,,19
私立,スマートキッズプラス両国,亀沢1-24-1-202,平27.4.1,,68.69,指導訓練室、相談室、事務室,開所日数,,,,,,257
私立,スマートキッズプラス両国,亀沢1-24-1-202,平27.4.1,,68.69,指導訓練室、相談室、事務室,延利用人数,,,,,,1955
私立,スマートキッズプラス平井北,八広4-48-5-2Ｆ,平27.6.1,,68.01,指導訓練室、相談室、事務室,年度末通所者数,,,,,,4
私立,スマートキッズプラス平井北,八広4-48-5-2Ｆ,平27.6.1,,68.01,指導訓練室、相談室、事務室,開所日数,,,,,,174
私立,スマートキッズプラス平井北,八広4-48-5-2Ｆ,平27.6.1,,68.01,指導訓練室、相談室、事務室,延利用人数,,,,,,297
私立,チャイルドデイケアほわわ吾妻橋,吾妻橋1－17－4,平25.1.21,,274.8,指導訓練室、相談室、事務室,年度末通所者数,,,1,7,5,7
私立,チャイルドデイケアほわわ吾妻橋,吾妻橋1－17－4,平25.1.21,,274.8,指導訓練室、相談室、事務室,開所日数,,,50,251,252,249
私立,チャイルドデイケアほわわ吾妻橋,吾妻橋1－17－4,平25.1.21,,274.8,指導訓練室、相談室、事務室,延利用人数,,,3,315,371,464
私立,アルファキッズ菊川駅前,菊川3-7-4-3F,平25.10.1,,76.46,指導訓練室、相談室、事務室,年度末通所者数,,,,5,59,7
私立,アルファキッズ菊川駅前,菊川3-7-4-3F,平25.10.1,,76.46,指導訓練室、相談室、事務室,開所日数,,,,145,291,365
私立,アルファキッズ菊川駅前,菊川3-7-4-3F,平25.10.1,,76.46,指導訓練室、相談室、事務室,延利用人数,,,,58,422,438
私立,コラゾン菊川,立川4-3-13-2F,平25.11.1,,132,指導訓練室、相談室、事務室,年度末通所者数,,,,31,36,26
私立,コラゾン菊川,立川4-3-13-2F,平25.11.1,,132,指導訓練室、相談室、事務室,開所日数,,,,144,346,345
私立,コラゾン菊川,立川4-3-13-2F,平25.11.1,,132,指導訓練室、相談室、事務室,延利用人数,,,,1728,2010,2012
私立,コラゾン吾妻橋浅草,吾妻橋1-4-4-2F,平27.3.1,,70,指導訓練室、相談室、事務室,年度末通所者数,,,,,,27
私立,コラゾン吾妻橋浅草,吾妻橋1-4-4-2F,平27.3.1,,70,指導訓練室、相談室、事務室,開所日数,,,,,,257
私立,コラゾン吾妻橋浅草,吾妻橋1-4-4-2F,平27.3.1,,70,指導訓練室、相談室、事務室,延利用人数,,,,,,1431
私立,コラゾン両国,亀沢1-19-1-4F,平27.9.1,,90,指導訓練室、相談室、事務室,年度末通所者数,,,,,,24
私立,コラゾン両国,亀沢1-19-1-4F,平27.9.1,,90,指導訓練室、相談室、事務室,開所日数,,,,,,148
私立,コラゾン両国,亀沢1-19-1-4F,平27.9.1,,90,指導訓練室、相談室、事務室,延利用人数,,,,,,444
私立,キッズデイあすみ,石原4-12-5-101,平26.2.1,,53,指導訓練室、相談室、事務室,年度末通所者数,,,,1,3,6
私立,キッズデイあすみ,石原4-12-5-101,平26.2.1,,53,指導訓練室、相談室、事務室,開所日数,,,,39,219,249
私立,キッズデイあすみ,石原4-12-5-101,平26.2.1,,53,指導訓練室、相談室、事務室,延利用人数,,,,1,92,417
私立,キッズデイあすみ菊川,菊川3-21-11-205・206,平28.1.1,,58.5,指導訓練室、相談室、事務室,年度末通所者数,,,,,,0
私立,キッズデイあすみ菊川,菊川3-21-11-205・206,平28.1.1,,58.5,指導訓練室、相談室、事務室,開所日数,,,,,,0
私立,キッズデイあすみ菊川,菊川3-21-11-205・206,平28.1.1,,58.5,指導訓練室、相談室、事務室,延利用人数,,,,,,0
私立,児童デイサービス　スマイル八広,八広6-8-2-101,平26.10.1,,99.64,指導訓練室、相談室、事務室,年度末通所者数,,,,,9,12
私立,児童デイサービス　スマイル八広,八広6-8-2-101,平26.10.1,,99.64,指導訓練室、相談室、事務室,開所日数,,,,,146,261
私立,児童デイサービス　スマイル八広,八広6-8-2-101,平26.10.1,,99.64,指導訓練室、相談室、事務室,延利用人数,,,,,283,1628
私立,アプリ児童デイサービス東向島,業平4-6-3-101,平27.3.1,,100,指導訓練室、相談室、事務室,年度末通所者数,,,,,0,19
私立,アプリ児童デイサービス東向島,業平4-6-3-101,平27.3.1,,100,指導訓練室、相談室、事務室,開所日数,,,,,26,312
私立,アプリ児童デイサービス東向島,業平4-6-3-101,平27.3.1,,100,指導訓練室、相談室、事務室,延利用人数,,,,,0,1232
私立,児童デイサービス　あんず,業平4-6-3-101,平27.6.1,,48,指導訓練室、相談室、事務室,年度末通所者数,,,,,,13
私立,児童デイサービス　あんず,業平4-6-3-101,平27.6.1,,48,指導訓練室、相談室、事務室,開所日数,,,,,,260
私立,児童デイサービス　あんず,業平4-6-3-101,平27.6.1,,48,指導訓練室、相談室、事務室,延利用人数,,,,,,322
私立,ゆうゆうライフアカデミー,亀沢1-20-2,平27.12.1,,40.05,指導訓練室、相談室、事務室,年度末通所者数,,,,,,0
私立,ゆうゆうライフアカデミー,亀沢1-20-2,平27.12.1,,40.05,指導訓練室、相談室、事務室,開所日数,,,,,,96
私立,ゆうゆうライフアカデミー,亀沢1-20-2,平27.12.1,,40.05,指導訓練室、相談室、事務室,延利用人数,,,,,,0
私立,あんしんキッズ,立花1-23-5-114,平28.4.1,,61,指導訓練室、相談室、事務室,年度末通所者数,,,,,,0
私立,あんしんキッズ,立花1-23-5-114,平28.4.1,,61,指導訓練室、相談室、事務室,開所日数,,,,,,0
