"年月日","0歳男[人]","0歳女[人]","1歳男[人]","1歳女[人]","2歳男[人]","2歳女[人]","3歳男[人]","3歳女[人]","4歳男[人]","4歳女[人]","5歳男[人]","5歳女[人]","6歳男[人]","6歳女[人]","7歳男[人]","7歳女[人]","8歳男[人]","8歳女[人]","9歳男[人]","9歳女[人]","10歳男[人]","10歳女[人]","11歳男[人]","11歳女[人]","12歳男[人]","12歳女[人]","13歳男[人]","13歳女[人]","14歳男[人]","14歳女[人]","15歳男[人]","15歳女[人]","16歳男[人]","16歳女[人]","17歳男[人]","17歳女[人]","18歳男[人]","18歳女[人]","19歳男[人]","19歳女[人]","20歳男[人]","20歳女[人]","21歳男[人]","21歳女[人]","22歳男[人]","22歳女[人]","23歳男[人]","23歳女[人]","24歳男[人]","24歳女[人]","25歳男[人]","25歳女[人]","26歳男[人]","26歳女[人]","27歳男[人]","27歳女[人]","28歳男[人]","28歳女[人]","29歳男[人]","29歳女[人]","30歳男[人]","30歳女[人]","31歳男[人]","31歳女[人]","32歳男[人]","32歳女[人]","33歳男[人]","33歳女[人]","34歳男[人]","34歳女[人]","35歳男[人]","35歳女[人]","36歳男[人]","36歳女[人]","37歳男[人]","37歳女[人]","38歳男[人]","38歳女[人]","39歳男[人]","39歳女[人]","40歳男[人]","40歳女[人]","41歳男[人]","41歳女[人]","42歳男[人]","42歳女[人]","43歳男[人]","43歳女[人]","44歳男[人]","44歳女[人]","45歳男[人]","45歳女[人]","46歳男[人]","46歳女[人]","47歳男[人]","47歳女[人]","48歳男[人]","48歳女[人]","49歳男[人]","49歳女[人]","50歳男[人]","50歳女[人]","51歳男[人]","51歳女[人]","52歳男[人]","52歳女[人]","53歳男[人]","53歳女[人]","54歳男[人]","54歳女[人]","55歳男[人]","55歳女[人]","56歳男[人]","56歳女[人]","57歳男[人]","57歳女[人]","58歳男[人]","58歳女[人]","59歳男[人]","59歳女[人]","60歳男[人]","60歳女[人]","61歳男[人]","61歳女[人]","62歳男[人]","62歳女[人]","63歳男[人]","63歳女[人]","64歳男[人]","64歳女[人]","65歳男[人]","65歳女[人]","66歳男[人]","66歳女[人]","67歳男[人]","67歳女[人]","68歳男[人]","68歳女[人]","69歳男[人]","69歳女[人]","70歳男[人]","70歳女[人]","71歳男[人]","71歳女[人]","72歳男[人]","72歳女[人]","73歳男[人]","73歳女[人]","74歳男[人]","74歳女[人]","75歳男[人]","75歳女[人]","76歳男[人]","76歳女[人]","77歳男[人]","77歳女[人]","78歳男[人]","78歳女[人]","79歳男[人]","79歳女[人]","80歳男[人]","80歳女[人]","81歳男[人]","81歳女[人]","82歳男[人]","82歳女[人]","83歳男[人]","83歳女[人]","84歳男[人]","84歳女[人]","85歳男[人]","85歳女[人]","86歳男[人]","86歳女[人]","87歳男[人]","87歳女[人]","88歳男[人]","88歳女[人]","89歳男[人]","89歳女[人]","90歳男[人]","90歳女[人]","91歳男[人]","91歳女[人]","92歳男[人]","92歳女[人]","93歳男[人]","93歳女[人]","94歳男[人]","94歳女[人]","95～99歳男[人]","95～99歳女[人]","100歳以上男[人]","100歳以上女[人]"
200801,1027,909,954,902,777,773,792,720,727,715,747,637,677,691,691,634,667,610,623,611,575,611,604,563,567,525,616,627,552,539,500,494,529,541,511,526,542,560,638,705,730,716,800,799,849,979,1089,1184,1151,1319,1362,1479,1374,1576,1566,1818,1663,1882,1838,2057,1847,2041,1918,2137,1967,2291,2161,2334,2140,2502,2077,2431,2048,2426,1978,2216,2028,2116,2025,2112,2000,2120,1482,1625,1946,1945,1719,1701,1567,1560,1404,1539,1307,1399,1301,1352,1226,1320,1212,1225,1071,1070,1101,1097,998,1069,1049,1096,986,1017,1041,1143,1102,1232,1253,1342,1354,1566,1449,1516,1512,1592,1051,1147,886,943,945,1136,1044,1204,961,1173,968,1128,861,1107,704,948,736,888,795,988,758,998,756,1039,642,929,714,918,618,934,546,859,568,833,439,766,419,734,394,681,386,651,320,671,306,578,235,543,218,562,176,416,157,375,134,326,100,275,77,254,74,199,68,178,36,149,38,115,89,297,8,56
200802,1041,918,972,925,786,773,780,715,725,724,750,630,684,701,674,634,702,613,621,616,583,607,591,577,582,530,592,624,575,546,498,493,538,543,511,528,527,557,642,692,708,697,796,803,845,959,1076,1164,1158,1313,1324,1469,1369,1584,1560,1789,1665,1919,1836,2028,1884,2070,1918,2172,1945,2277,2166,2323,2178,2498,2079,2447,2049,2413,1990,2247,2017,2111,2051,2126,1993,2107,1550,1720,1911,1892,1746,1728,1581,1573,1402,1506,1331,1452,1317,1344,1194,1320,1210,1221,1080,1104,1133,1072,979,1073,1066,1122,993,1002,1011,1120,1104,1218,1229,1360,1362,1515,1413,1517,1511,1595,1128,1201,869,953,923,1111,1053,1213,943,1124,984,1177,890,1097,711,954,710,884,788,974,777,1008,745,1069,651,901,702,924,621,939,558,853,563,840,460,780,412,754,390,677,385,645,328,673,305,562,241,548,215,573,182,430,158,383,137,340,102,268,78,246,67,200,68,175,46,156,35,118,88,303,9,56
200803,1050,943,986,902,807,808,769,707,737,745,744,614,684,700,673,638,724,604,624,620,582,628,587,566,576,529,607,618,566,557,506,496,534,527,521,543,515,542,635,684,703,703,814,791,837,947,1047,1164,1168,1285,1312,1458,1360,1591,1541,1748,1679,1914,1824,2031,1888,2058,1910,2131,1923,2305,2162,2312,2180,2517,2056,2425,2069,2400,1990,2270,1989,2080,2067,2177,1991,2074,1607,1765,1871,1872,1754,1741,1592,1566,1418,1514,1344,1452,1322,1351,1194,1335,1240,1225,1087,1113,1128,1085,998,1079,1058,1099,979,1010,1007,1087,1100,1232,1216,1337,1317,1484,1423,1507,1535,1628,1163,1253,859,929,921,1083,1064,1232,926,1114,976,1164,918,1117,709,972,715,885,779,954,773,998,736,1063,676,930,672,905,654,948,553,860,556,849,470,778,402,749,400,686,384,643,324,671,318,570,246,549,200,566,197,430,154,398,139,338,96,258,85,253,71,212,64,176,49,153,35,122,85,303,9,58
200804,1052,993,980,893,814,793,778,727,738,725,730,622,692,669,668,653,712,607,631,612,580,629,586,565,564,546,610,600,573,565,504,510,530,516,517,545,562,615,651,681,726,727,801,802,887,1078,1065,1202,1256,1317,1310,1428,1391,1557,1541,1758,1684,1897,1783,2011,1900,2086,1887,2136,1912,2262,2150,2343,2166,2485,2093,2448,2037,2370,1974,2278,1966,2083,2106,2154,1934,2047,1676,1837,1823,1864,1739,1751,1624,1598,1420,1500,1343,1469,1330,1348,1198,1359,1233,1218,1079,1126,1112,1094,1031,1067,1067,1092,961,1015,1016,1085,1098,1208,1186,1326,1316,1445,1394,1498,1502,1622,1224,1343,839,923,919,1026,1064,1237,935,1121,957,1161,915,1111,737,999,716,858,777,971,757,997,742,1035,670,945,697,894,633,949,565,868,550,851,482,779,408,767,397,677,374,636,342,678,294,565,261,549,211,558,195,450,153,406,138,332,102,260,87,266,67,201,63,174,54,161,32,115,83,310,10,59
200805,1064,1000,977,897,824,801,763,715,746,737,737,615,683,672,676,664,705,598,633,620,586,619,578,569,582,541,583,603,593,574,495,493,517,539,531,542,592,653,656,686,739,747,781,797,898,1107,1037,1182,1246,1327,1313,1433,1370,1562,1521,1744,1654,1916,1783,1965,1908,2096,1881,2109,1916,2267,2125,2347,2164,2457,2109,2468,2042,2352,1976,2286,1944,2121,2115,2120,1948,2074,1726,1869,1786,1841,1729,1753,1654,1599,1430,1520,1341,1484,1369,1350,1192,1352,1240,1220,1100,1146,1116,1082,1037,1090,1047,1106,968,1012,1014,1074,1078,1185,1177,1316,1298,1427,1418,1488,1504,1637,1256,1408,818,905,918,1005,1071,1239,935,1118,966,1168,911,1121,743,990,712,880,789,956,742,997,742,1025,680,973,687,888,632,941,574,868,542,847,485,788,419,752,389,682,381,649,336,669,292,578,265,554,208,551,198,459,150,401,144,326,102,256,83,277,71,209,67,172,51,158,34,121,83,309,10,57
200806,1086,1000,985,897,843,812,742,722,751,716,728,645,702,669,669,667,711,585,623,621,589,630,588,584,578,519,597,586,575,593,507,500,506,530,534,545,588,645,658,681,710,740,786,798,927,1079,1027,1190,1241,1324,1318,1419,1375,1566,1522,1745,1644,1908,1769,1970,1903,2135,1892,2115,1928,2246,2100,2331,2144,2417,2118,2464,2045,2361,1975,2320,1946,2151,2123,2120,1963,2041,1778,1930,1736,1798,1740,1800,1678,1581,1446,1530,1346,1499,1332,1355,1234,1354,1230,1218,1140,1164,1116,1097,1022,1085,1042,1087,972,1020,1012,1062,1072,1179,1179,1306,1303,1403,1409,1510,1457,1608,1318,1467,822,890,911,996,1080,1240,924,1121,964,1170,925,1121,758,1009,696,867,789,941,741,993,743,1023,678,985,682,881,644,943,567,880,542,839,483,795,412,747,396,685,373,639,345,683,285,584,267,540,206,546,203,471,154,388,141,330,104,274,78,267,74,210,66,178,50,151,37,119,79,311,8,56
200807,1083,984,996,899,847,821,753,731,761,708,718,655,712,670,677,655,703,597,627,633,593,624,591,593,572,521,605,574,570,593,504,514,515,516,519,555,583,634,666,684,695,735,793,791,902,1055,1040,1208,1238,1306,1308,1420,1397,1564,1507,1716,1635,1890,1742,1983,1913,2096,1889,2112,1957,2293,2088,2314,2156,2412,2121,2480,2056,2369,1975,2366,1959,2151,2131,2139,1971,2034,1797,1969,1712,1758,1771,1833,1678,1592,1445,1532,1368,1514,1323,1351,1244,1368,1252,1225,1135,1168,1108,1091,1028,1090,1041,1097,991,1015,1004,1049,1069,1194,1167,1275,1299,1393,1392,1521,1445,1583,1365,1513,819,911,915,992,1069,1206,906,1142,986,1167,934,1118,767,1008,702,888,765,922,736,987,748,1035,692,985,672,887,647,920,578,895,540,849,486,798,415,743,398,694,372,641,344,668,283,607,274,538,204,529,196,484,148,392,153,334,103,271,82,265,69,210,63,180,53,146,36,121,78,307,8,57
200808,1081,1001,986,884,867,845,752,724,746,718,731,665,716,664,668,659,681,603,646,626,593,622,593,589,575,527,590,576,586,601,517,511,502,526,529,558,574,607,651,669,675,700,799,803,875,1022,1046,1201,1222,1315,1282,1428,1432,1545,1461,1684,1628,1892,1740,1970,1898,2107,1893,2085,1977,2297,2054,2272,2162,2409,2153,2490,2075,2394,1975,2366,1960,2187,2107,2123,2001,2031,1825,2020,1668,1732,1807,1828,1679,1648,1485,1552,1367,1512,1326,1373,1249,1352,1249,1226,1165,1201,1100,1099,1036,1073,1047,1089,990,1038,1000,1047,1065,1179,1153,1262,1300,1402,1378,1545,1450,1536,1400,1559,838,924,921,1001,1048,1192,916,1149,981,1159,958,1129,779,1027,680,876,753,935,750,979,755,1039,701,987,662,892,653,911,582,911,533,835,488,806,425,736,395,702,377,649,343,654,284,629,281,520,201,534,192,487,151,396,151,330,104,272,83,266,68,218,63,175,57,149,33,121,77,302,8,59
200809,1062,1021,990,874,858,859,751,725,761,709,720,668,724,652,669,673,684,595,646,642,607,627,591,587,572,531,596,560,593,615,518,508,499,525,537,553,569,582,638,663,696,698,765,792,872,998,1048,1204,1200,1298,1268,1409,1471,1518,1425,1702,1638,1916,1745,1932,1855,2107,1903,2102,1966,2259,2029,2278,2171,2423,2168,2482,2092,2383,2004,2394,1962,2204,2081,2114,1998,2072,1890,2046,1619,1704,1827,1834,1701,1679,1524,1565,1368,1529,1332,1373,1250,1362,1259,1248,1165,1203,1094,1104,1064,1056,1023,1101,1000,1036,1024,1048,1051,1179,1141,1257,1285,1402,1383,1525,1441,1518,1406,1573,857,966,930,1006,1029,1187,938,1153,972,1170,963,1128,792,1040,680,880,754,940,745,964,758,1053,685,982,665,872,667,933,575,906,539,835,501,811,424,735,389,709,389,647,348,655,290,635,281,524,199,522,188,495,155,400,150,341,108,264,80,268,70,215,62,178,57,146,28,127,82,301,8,59
200810,1068,1050,993,876,870,871,738,721,753,712,725,670,727,644,680,677,683,597,638,644,621,623,588,605,562,537,599,547,598,634,511,508,509,518,545,552,559,574,637,651,699,705,748,781,875,956,1044,1207,1188,1312,1280,1415,1446,1480,1446,1691,1644,1899,1733,1982,1850,2078,1889,2061,1996,2273,1998,2287,2202,2397,2176,2496,2083,2424,2045,2381,1977,2228,2071,2121,1982,2090,1925,2097,1581,1670,1863,1875,1726,1682,1532,1574,1396,1541,1310,1384,1272,1349,1263,1271,1167,1209,1096,1110,1075,1062,1012,1097,1019,1050,1008,1027,1051,1161,1128,1250,1264,1389,1381,1536,1435,1514,1437,1592,898,1003,908,986,1014,1182,961,1158,962,1182,979,1086,796,1085,663,897,771,928,733,952,776,1036,692,1012,653,882,671,932,586,891,526,839,510,803,424,753,389,703,407,651,345,651,287,637,276,521,205,525,185,500,154,396,148,358,109,256,85,270,65,216,66,183,56,141,25,127,82,308,9,58
